Course,Section,Cr,Days,Times,Title,DistReq,Diversity,Room,Reg,Max,Exam,Faculty
BI164 L,A1,,M, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 201,16,16, ,Bade       
BI164 L,A2,,M, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 202,16,16, ,"Graham, S  "
BI164 L,B1,,T, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 201,16,16, ,Oberkfell  
BI164 L,B2,,T, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 202,16,16, ,"Graham, S  "
BI164 L,C1,,W, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 201,15,16, ,Bade       
BI164 L,C2,,W, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 202,15,16, ,Childers   
BI164 L,D1,,R, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 201,17,16, ,Bade       
BI164 L,D2,,R, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 202,15,16, ,Oberkfell  
BI164 L,D3,,R, 8:00am-11:00am,Lab: Evolutn & Diversity,, ,AREY 202,16,16, ,Oberkfell  
BI164 L,E,,,TBA,Lab: Evolutn & Diversity,, ,REMOTE ,16,16, ,"Graham, S  "
BI225,A,3,MWF, 9:00am- 9:50am,Immunology,, ,REMOTE ,33,30,1,Hannum     
BI225,B,3,MWF,11:00am-11:50am,Immunology,, ,REMOTE ,30,30,2,Hannum     
BI227,A,4,MWF,10:00am-10:50am,Cell Biology,, ,REMOTE ,21,24,7,Cota       
BI227 L,A,,W, 1:00pm- 4:00pm,Lab: Cell Biology,, ,AREY 305,11,12, ,Cota       
BI227 L,B,,R, 1:00pm- 4:00pm,Lab: Cell Biology,, ,AREY 305,9,12, ,Cota       
BI244,A,4,TR, 9:30am-10:45am,Marine Communities (See ES244),, ,REMOTE ,0, , ,"Neal, B    "
BI274,A,4,MWF,12:00n -12:50pm,Neurobiology,, ,DAVI 301,36,36,14,Martin     
BI274 L,A,,T, 1:00pm- 4:00pm,Laboratory: Neurobiology,, ,OLIN 332,12,12, ,Chiriboga  
BI274 L,B,,W, 1:00pm- 4:00pm,Laboratory: Neurobiology,, ,OLIN 332,12,12, ,Chiriboga  
BI274 L,C,,R, 1:00pm- 4:00pm,Laboratory: Neurobiology,, ,OLIN 332,12,12, ,Chiriboga  
BI275,A,4,MWF,12:00n -12:50pm,Human Physiology,, ,LOVE 100,29,30,14,Tilden     
BI275 L,A,,T, 1:00pm- 4:00pm,Lab: Human Physiology,, ,OLIN 213,10,10, ,Guay       
BI275 L,B,,W, 1:00pm- 4:00pm,Lab: Human Physiology,, ,OLIN 213,8,10, ,Guay       
BI275 L,C,,R, 1:00pm- 4:00pm,Lab: Human Physiology,, ,OLIN 213,10,10, ,Guay       
BI279,A,4,MWF,11:00am-11:50am,Genetics,, ,DIAM 142,46,48,2,Angelini   
BI279 L,A,,W, 1:00pm- 4:00pm,Laboratory: Genetics,, ,AREY 001,11,12, ,Beachy     
BI279 L,B,,R, 8:00am-11:00am,Laboratory: Genetics,, ,AREY 001,11,12, ,Angelini   
BI279 L,C,,R, 1:00pm- 4:00pm,Laboratory: Genetics,, ,AREY 001,12,12, ,Angelini   
BI279 L,D,,F, 1:00pm- 4:00pm,Laboratory: Genetics,, ,AREY 001,12,12, ,Beachy     
BI306,A,4,MWF,11:00am-11:50am,Topics in Epidemiology (See SC306),, , ,0, , ,Scott      
BI319,A,4,TR,11:00am-12:15pm,Conservation Biology (See ES319),, , ,0, , ,"Sullivan,L "
BI319,A,4,R, 1:00pm- 4:00pm,Conservation Biology (See ES319),, , ,0, , ,"Sullivan,L "
BI320,A,3,TR,11:00am-12:15pm,Evolutionary Analysis,, ,KEYE 102,20,20,0,"Stone, J.  "
BI328,A,4,TR, 9:30am-10:45am,Community Ecology,, ,DIAM 344,11,16,0,Barner     
BI328,A,4,T, 1:00pm- 4:00pm,Community Ecology,, ,MILL 008,11,16,0,Barner     
BI334,A,4,TR, 9:30am-10:45am,Ornithology,, ,OLIN 019B,23,24,4,"Bevier, C  "
BI334 L,A,,M, 1:00pm- 4:00pm,Lab: Ornithology,, ,OLIN 314,11,12, ,"Bevier, L  "
BI334 L,B,,T, 1:00pm- 4:00pm,Lab: Ornithology,, ,OLIN 314,12,12, ,"Bevier, L  "
BI338,A,4,MWF,10:00am-10:50am,Forest Ecosystems (See ES338),N, , ,0, , ,"McDonough, "
BI338,A,4,R, 1:00pm- 4:00pm,Forest Ecosystems (See ES338),N, , ,0, , ,"McDonough, "
BI348,A,3,,TBA,Pathogenic Bacteriology,, ,REMOTE ,15,18,0,Fekete     
BI356,A,4,MF, 9:00am- 9:50am,Aquatic Ecology (See ES356),, ,REMOTE ,0, , ,Bruesewitz Pearson     
BI356,A,4,W, 9:00am- 9:50am,Aquatic Ecology (See ES356),, , ,0, , ,Bruesewitz Pearson     
BI356,A,4,T, 1:00pm- 4:00pm,Aquatic Ecology (See ES356),, , ,0, , ,Bruesewitz Pearson     
BI362,A,4,TR, 8:00am- 9:15am,Medical Biochemistry (See BC362),, , ,0, , ,Peck       
BI368,A,4 to 5,TR, 9:30am-10:45am,Biochemistry of the Cell II (See BC368),, , ,0, , ,Millard    
BI368,A,4 to 5,F,12:00n -12:50pm,Biochemistry of the Cell II (See BC368),, , ,0, , ,Millard    
BI374,A,3 to 4,TR, 9:30am-10:45am,Advanced Neurobiology,, ,DAVI 201,18,16,4,Martin     
BI374 L,A,,R, 1:00pm- 4:00pm,Optional Lab: Advanced Neurobiology,, ,AREY 207,7,16, ,Martin     
BI378,A,4,MWF,10:00am-10:50am,Molecular Biology (See BC378),, , ,0, , ,van Oers   
BI402,A,1,F, 1:00pm- 1:50pm,Biology Seminar (Geomedicine),, ,KEYE 103,9,12, ,Childers   
BI402,B,1,F, 1:00pm- 1:50pm,Biology Seminar (Biomolecular Basis Consciousness),, , ,14,12, ,Klepach    
BI402,C,1,F, 1:00pm- 1:50pm,Biology Seminar (Host-Microbe Interactions),, ,REMOTE ,13,12, ,Noh        
CE301,A,1,M,10:00am-10:50am,Living in Community in Waterville: Civic Engagement Seminar,, ,LOVE 203,20,18, ,Kugelmeyer 
CE301,B,1,M, 1:00pm- 1:50pm,Living in Community in Waterville: Civic Engagement Seminar,, ,LOVE 207,18,18, ,Duff       
CE301,C,1,M, 7:00pm- 7:50pm,Living in Community in Waterville: Civic Engagement Seminar,, ,LOVE 208,17,18, ,McFadden   
CE301,D,1,T, 1:00pm- 1:50pm,Living in Community in Waterville: Civic Engagement Seminar,, ,LOVE 207,17,18, ,"Wang, F    "
CE301,E,1,T, 7:00pm- 7:50pm,Living in Community in Waterville: Civic Engagement Seminar,, ,DIAM 145,18,18, ,Scharadin  
CE301,F,1,W,11:00am-11:50am,Living in Community in Waterville: Civic Engagement Seminar,, ,LOVE 302,17,18, ,Kugelmeyer 
CE301,G,1,W, 3:00pm- 3:50pm,Living in Community in Waterville: Civic Engagement Seminar,, ,LOVE 208,7,18, ,"Weiss, M   "
CE301,H,1,W, 5:00pm- 5:50pm,Living in Community in Waterville: Civic Engagement Seminar,, ,REMOTE ,19,18, ,Duplessis  
CE301,I,1,W, 7:00pm- 7:50pm,Living in Community in Waterville: Civic Engagement Seminar,, ,REMOTE ,17,18, ,Duplessis  
CE301,J,1,R,10:00am-10:50am,Living in Community in Waterville: Civic Engagement Seminar,, ,LOVE 205,14,18, ,"Weiss, M   "
CE301,K,1,R, 3:00pm- 3:50pm,Living in Community in Waterville: Civic Engagement Seminar,, ,ALCM 205,18,18, ,Benjamin   
CE301,L,1,F,10:00am-10:50am,Living in Community in Waterville: Civic Engagement Seminar,, ,DIAM 344,9,18, ,Klepach    
CE301,M,1,F,11:00am-11:50am,Living in Community in Waterville: Civic Engagement Seminar,, ,DIAM 344,6,18, ,Klepach    
CH142,A,4,MWF, 9:00am- 9:50am,General Chemistry II,"N,Lb", ,KEYE 105,49,54,15,McKinney   
CH142,B,4,MWF,10:00am-10:50am,General Chemistry II,"N,Lb", ,KEYE 105,54,54,15,Rice       
CH142 L,A,,M, 1:00pm- 3:50pm,Laboratory: General Chem,, ,KEYE 405,20,22, ,"Miller, L  "
CH142 L,B,,T, 1:00pm- 3:50pm,Laboratory: General Chem,, ,KEYE 405,22,22, ,Drozd      
CH142 L,C,,W, 1:00pm- 3:50pm,Laboratory: General Chem,, ,KEYE 405,22,22, ,"Miller, L  "
CH142 L,D,,R, 1:00pm- 3:50pm,Laboratory: General Chem,, ,KEYE 405,22,22, ,"Miller, L  "
CH142 L,E,,F, 1:00pm- 3:50pm,Laboratory: General Chem,, ,KEYE 405,17,20, ,"Miller, L  "
CH147,A,4,MWF,10:00am-10:50am,Comprehensive General Chemistry,"N,Lb", ,LOVE 100,24,32,7,Conry      
CH147 L,A,,W, 1:00pm- 1:30pm,Lab: Comprehnsv Gen Chem,, ,KEYE 103,9,16, ,Hepburn    
CH147 L,A,,W, 1:30pm- 4:00pm,Lab: Comprehnsv Gen Chem,, ,KEYE 408,9,16, ,Hepburn    
CH147 L,B,,R, 1:00pm- 1:30pm,Lab: Comprehnsv Gen Chem,, ,KEYE 103,15,16, ,Hepburn    
CH147 L,B,,R, 1:30pm- 4:00pm,Lab: Comprehnsv Gen Chem,, ,KEYE 408,15,16, ,Hepburn    
CH242,A,4,MWF, 9:00am- 9:50am,Organic Chemistry II,, ,AREY 005,27,40,15,Katz       
CH242,B,4,MWF,10:00am-10:50am,Organic Chemistry II,, ,AREY 005,34,40,15,Katz       
CH242 L,A,,M, 1:00pm- 4:45pm,Lab: Organic Chem II,, ,KEYE 305,14,16, ,Klinkerch  
CH242 L,B,,T, 1:00pm- 4:45pm,Lab: Organic Chem II,, ,KEYE 305,13,16, ,Klinkerch  
CH242 L,C,,W, 1:00pm- 4:45pm,Lab: Organic Chem II,, ,KEYE 305,10,16, ,Klinkerch  
CH242 L,D,,R, 8:00am-11:45am,Lab: Organic Chem II,, ,KEYE 305,10,16, ,Klinkerch  
CH242 L,E,,R, 1:00pm- 4:45pm,Lab: Organic Chem II,, ,KEYE 305,14,16, ,Klinkerch  
CH261,A,4,MWF,12:00n -12:50pm,Chemistry of Aqueous Environments,, ,OLIN 019B,18,24,14,King       
CH342,A,4,MWF,11:00am-11:50am,Physical Chemistry: Quantum and Statistical Mechanics,, ,KEYE 102,15,15,2,Madison    
CH342,A,4,R, 7:00pm- 7:50pm,Physical Chemistry: Quantum and Statistical Mechanics,, ,KEYE 102,15,15,2,Madison    
CH362,A,4,TR, 8:00am- 9:15am,Medical Biochemistry (See BC362),, , ,0, , ,Peck       
CH368,A,4 to 5,TR, 9:30am-10:45am,Biochemistry of the Cell II (See BC368),, , ,0, , ,Millard    
CH368,A,4 to 5,F,12:00n -12:50pm,Biochemistry of the Cell II (See BC368),, , ,0, , ,Millard    
CH378,A,4,MWF,10:00am-10:50am,Molecular Biology (See BC378),, , ,0, , ,van Oers   
CH431,A,4,TR,11:00am-12:15pm,Mechanistic Organic Chemistry,, ,KEYE 104,8,12,10,Thamattoor 
CH442,A,2,M, 1:00pm- 1:50pm,Computational Chemistry,, ,KEYE 102,8,18,0,Madison    
CH442,A,2,W, 1:00pm- 4:50pm,Computational Chemistry,, ,DAVI 201,8,18,0,Madison    
CH444,A,4,MWF, 9:00am- 9:50am,Advanced Methods in Biochemistry,W3, ,KEYE 104,10,12,1,Rice       
CH452,A,4,T, 1:00pm- 1:50pm,Problems in Chemical Analysis,, ,KEYE 205,3,12,0,King       McKinney    
CH452,A,4,T, 2:00pm- 4:50pm,Problems in Chemical Analysis,, ,KEYE 205,3,12,0,King       McKinney    
CH452,A,4,R, 1:00pm- 4:50pm,Problems in Chemical Analysis,, ,KEYE 205,3,12,0,King       McKinney    
CH494,A,1,F, 1:00pm- 1:50pm,Senior Seminar,, ,AREY 005,16,30, ,Drozd      McKinney    
CH494,A,1,F, 3:00pm- 3:50pm,Senior Seminar,, ,KEYE 105,16,30, ,Drozd      McKinney    
CH494,B,1,F, 1:00pm- 1:50pm,Senior Seminar (for Juniors),, ,AREY 005,1,30, ,Drozd      McKinney    
CH494,B,1,F, 3:00pm- 3:50pm,Senior Seminar (for Juniors),, ,KEYE 105,1,30, ,Drozd      McKinney    
CI247,A,4,T,11:00am-12:15pm,Visual Storytelling: Found Materials and the Archive,, ,REMOTE ,13,15,10,"Murphy, E  "
CI247,A,4,R,11:00am-12:15pm,Visual Storytelling: Found Materials and the Archive,, ,OLIN 019B,13,15,10,"Murphy, E  "
CI248,A,4,T, 2:30pm- 3:45pm,Digital Publishing: Telling Stories Online,A, ,REMOTE ,14,15,6,"Murphy, E  "
CI248,A,4,R, 2:30pm- 3:45pm,Digital Publishing: Telling Stories Online,A, ,OLIN 019B,14,15,6,"Murphy, E  "
CI252,A,4,MW, 2:30pm- 3:45pm,History of International Cinema II,A, ,LOVE 215,16,25,5,Wurtzler   
CI252,A,4,T, 7:00pm-10:00pm,History of International Cinema II,A, ,AREY 005,16,25,5,Wurtzler   
CI298A,A,4,TR,11:00am-12:15pm,"New Media, Digital Identities",, ,MUDD 405,20,20,0,Kim        
CI298B,A,4,TR, 1:00pm- 2:15pm,Militarization and American Culture,,U ,DIAM 145,20,20,0,Kim        
CI298B,A,4,W, 7:00pm-10:00pm,Militarization and American Culture,,U ,AREY 005,20,20,0,Kim        
CI321,A,4,MW,11:00am-12:15pm,Topics in Film Theory: The <i>Film Noir</i>,, ,DIAM 341,13,15,2,Wurtzler   
CI321,A,4,M, 7:00pm-10:00pm,Topics in Film Theory: The <i>Film Noir</i>,, ,AREY 005,13,15,2,Wurtzler   
CL227,A,4,MW, 2:30pm- 3:45pm,History of Architecture I: From Pyramids to Cathedrals (See AR227),A, , ,0, , ,Ameri      
CL236,A,4,MW, 2:30pm- 3:45pm,Roman Legends and Literature,L, ,KEYE 105,63,105,0,O'Neill    
CL242,A,4,M, 2:30pm- 3:45pm,"Italian Ecopoetics: Beauty, Loss, and Desire (See IT242)",L, , ,0, , ,Cannamela  
CL242,A,4,W, 2:30pm- 3:45pm,"Italian Ecopoetics: Beauty, Loss, and Desire (See IT242)",L, ,REMOTE ,0, , ,Cannamela  
CL271,A,4,TR, 2:30pm- 3:45pm,Classical Political Theory (See GO271),, , ,0, , ,Reisert    
CL398,A,4,TR, 1:00pm- 2:15pm,Ancient Medicine and Magic,, ,REMOTE ,15,15,11,"Miller, K  "
CN126,A,5,MTWRF, 9:00am- 9:50am,Elementary Chinese II,, ,LOVE 203,21,20,1,Besio      
CN128,A,4,MTWF,10:00am-10:50am,Intermediate Chinese II,, ,LOVE 303,7,20,7,"Wang, F    "
CN135,A,1,T, 2:30pm- 3:20pm,Chinese Conversation I,, ,LOVE 202,6,20, ,"Chang, E   "
CN235,A,1,R, 2:30pm- 3:20pm,Chinese Conversation II,, ,LOVE 302,2,20, ,"Chang, E   "
CN322,A,4,MW,11:00am-12:15pm,Third-Year Chinese II,, ,LOVE 203,8,18,2,"Wang, F    "
CN335,A,1,R,12:00n -12:50pm,Chinese Conversation III,, ,LOVE 302,7,18, ,"Chang, E   "
CN453,A,4,W, 4:00pm- 6:30pm,Chinese Food Culture and Its Changing Landscape,, ,LOVE 203,6,15,0,"Wang, F    "
CS151,A,4,MWF,10:00am-10:50am,Computational Thinking: Visual Media,Q, ,DAVI 102,22,23,7,Doore      
CS151,A,4,R, 2:30pm- 3:50pm,Computational Thinking: Visual Media,Q, ,DAVI 102,22,23,7,Doore      
CS151,B,4,MWF,11:00am-11:50am,Computational Thinking: Visual Media,Q, ,REMOTE ,29,26,2,Layton     
CS151,B,4,R, 1:00pm- 2:20pm,Computational Thinking: Visual Media,Q, ,REMOTE ,29,26,2,Layton     
CS151,C,4,MWF,12:00n -12:50pm,Computational Thinking: Visual Media,Q, ,DAVI 102,21,23,14,Al Madi    
CS151,C,4,W, 2:30pm- 3:50pm,Computational Thinking: Visual Media,Q, ,DAVI 102,21,23,14,Al Madi    
CS231,A,4,MWF, 9:00am- 9:50am,Data Structures and Algorithms,Q, ,REMOTE ,28,30,0,Skrien     
CS231,B,4,MWF,10:00am-10:50am,Data Structures and Algorithms,Q, ,REMOTE ,21,30,0,Skrien     
CS231 L,A,,M, 1:00pm- 2:20pm,Lab: Data Struct/Algrthm,, ,DAVI 102,8,18, ,Al Madi    
CS231 L,B,,M, 2:30pm- 3:50pm,Lab: Data Struct/Algrthm,, ,DAVI 102,12,18, ,Al Madi    
