#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2012 02 21 13 50 359  2.3  3.7  0.94  5.26  4.42 999 1026.6  -0.8   5.8  -9.8 99.0 99.00
2012 02 21 14 50  53  1.1  2.0  0.87  5.88  4.37 999 1026.3  -0.8   5.8 -10.0 99.0 99.00
2012 02 21 15 50  84  0.5  1.6  0.79  6.25  4.40 999 1025.3  -0.6   5.9 -10.3 99.0 99.00
2012 02 21 16 50 204  1.6  3.7  0.71  5.88  4.36 999 1025.1  -0.1   6.1  -9.4 99.0 99.00
2012 02 21 17 50 194  3.6  5.3  0.63  5.26  4.44 999 1024.0   0.1   6.1  -8.4 99.0 99.00
2012 02 21 18 50 195  4.8  6.0  0.60  5.88  4.54 999 1022.8   0.6   6.0  -7.7 99.0 99.00
2012 02 21 19 50 206  6.5  8.1  0.57  5.00  4.04 999 1022.3   1.2   5.9  -6.9 99.0 99.00
2012 02 21 20 50 199  8.1 10.9  0.56  2.94  3.52 999 1021.3   1.8   5.9  -5.5 99.0 99.00
2012 02 21 21 50 192  8.8 11.2  0.71  3.45  3.49 999 1020.0   2.4   5.9  -4.2 99.0 99.00
2012 02 21 22 50 195 10.8 13.0  0.87  4.00  3.52 999 1019.0   3.2   5.9  -3.2 99.0 99.00
2012 02 21 23 50 197 11.2 14.1  1.28  4.55  3.94 999 1017.8   3.5   5.8  -2.2 99.0 99.00
2012 02 22 00 50 202 11.7 13.8  1.54  5.56  4.35 999 1016.7   3.4   5.8  -2.2 99.0 99.00
2012 02 22 01 50 196 11.2 13.4  1.67  5.56  4.54 999 1015.4   3.9   5.9  -1.2 99.0 99.00
2012 02 22 02 50 206 11.2 13.7  2.02  5.88  4.94 999 1014.9   4.5   5.8   0.5 99.0 99.00
2012 02 22 03 50 196 11.2 13.5  1.99  6.25  5.03 999 1013.5   4.4   5.8   1.9 99.0 99.00
2012 02 22 04 50 190 10.1 12.2  2.07  6.67  5.16 999 1012.2   5.4   5.8   3.5 99.0 99.00
2012 02 22 05 50 182 10.2 12.0  2.12  6.67  5.31 999 1010.8   5.4   5.8   4.4 99.0 99.00
2012 02 22 06 50 175  7.3  8.4  1.98  6.67  5.14 999 1009.6   5.6   5.9   5.5 99.0 99.00
2012 02 22 07 50 213  4.9  6.2  1.53  6.67  5.04 999 1008.4   6.1   5.8   5.8 99.0 99.00
2012 02 22 08 50 199  3.8  4.7  1.41  6.67  5.05 999 1007.4   6.2   5.8   6.1 99.0 99.00
2012 02 22 09 50 210  4.1  5.2  1.26  6.25  4.92 999 1006.3   6.2   5.8   6.1 99.0 99.00
2012 02 22 10 50 234  4.5  5.7  1.13  6.25  4.83 999 1006.0   5.9   5.8   5.8 99.0 99.00
2012 02 22 11 50 232  4.6  5.4  1.06  5.88  4.73 999 1005.5   6.0   5.8   5.1 99.0 99.00
2012 02 22 12 50 213  6.1  7.6  1.08  5.56  4.69 999 1004.9   6.0   5.8   5.4 99.0 99.00
2012 02 22 13 50 208  6.2  7.3  1.04  5.56  4.57 999 1004.5   6.0   5.9   5.8 99.0 99.00
2012 02 22 14 50 215  8.6 10.1  1.08  5.88  4.29 999 1004.5   6.1   5.9   5.7 99.0 99.00
2012 02 22 15 50 228  8.0  9.3  1.37  5.88  4.61 999 1003.8   6.1   5.9   5.6 99.0 99.00
2012 02 22 16 50 229  8.3 10.0  1.31  5.88  4.71 999 1002.5   6.3   5.9   5.4 99.0 99.00
2012 02 22 17 50 238  8.3  9.8  1.40  6.25  4.63 999 1001.7   6.1   5.9   5.3 99.0 99.00
2012 02 22 18 50 235  7.1  8.5  1.46  6.67  4.91 999 1001.1   6.4   5.9   4.9 99.0 99.00
2012 02 22 19 50 224  6.0  7.1  1.33  6.67  5.09 999 1000.8   6.5   6.0   5.2 99.0 99.00
2012 02 22 20 50 214  5.0  6.0  1.34  6.67  5.13 999 1001.2   6.5   6.0   6.0 99.0 99.00
2012 02 22 21 50 202  3.6  4.2  1.56  7.14  5.74 999 1001.0   6.7   6.0   5.8 99.0 99.00
2012 02 22 22 50 219  6.0  7.0  1.85  7.69  6.34 999 1001.1   6.7   5.9   6.2 99.0 99.00
2012 02 22 23 50 209  5.8  6.6  1.80  8.33  6.04 999 1001.3   6.7   5.9   6.1 99.0 99.00
2012 02 23 00 50 205  6.3  7.4  1.62  8.33  5.83 999 1001.6   6.7   5.9   6.2 99.0 99.00
2012 02 23 01 50 213  7.0  8.1  1.54  7.14  5.82 999 1001.7   7.5   5.9   4.8 99.0 99.00
2012 02 23 02 50 219  6.2  6.9  1.41  9.09  5.44 999 1001.5   7.5   5.9   4.3 99.0 99.00
2012 02 23 03 50 207  7.0  8.3  1.40  9.09  5.34 999 1001.1   7.3   5.9   3.8 99.0 99.00
2012 02 23 04 50 205  9.9 11.3  1.43  9.09  5.43 999 1000.9   6.9   5.8   4.4 99.0 99.00
2012 02 23 05 50 197  8.6 10.0  1.64  8.33  5.36 999 1000.6   6.8   5.8   5.1 99.0 99.00
2012 02 23 06 50 180  7.7  8.8  1.62  9.09  5.40 999  999.6   6.8   5.8   5.2 99.0 99.00
2012 02 23 07 50 184  9.0 10.6  1.70  8.33  5.57 999  999.0   7.1   5.8   6.5 99.0 99.00
2012 02 23 08 50 171  8.9 10.9  2.01  9.09  5.99 999  997.8   7.0   5.8   6.9 99.0 99.00
2012 02 23 09 50 158  8.1 10.0  2.11  9.09  5.86 999  996.7   7.3   5.8   6.9 99.0 99.00
2012 02 23 10 50 156  9.8 11.7  2.02  9.09  5.52 999  996.3   7.6   5.8   7.5 99.0 99.00
2012 02 23 11 50 158  8.8  9.9  2.01 10.00  5.69 999  996.0   7.2   5.8   7.1 99.0 99.00
2012 02 23 13 50 154 12.0 14.3  2.10  6.25  5.06 999  993.6   6.8   5.8   6.8 99.0 99.00
2012 02 23 14 50 159 10.5 12.3  2.03  5.88  5.07 999  993.0   6.8   5.8   6.8 99.0 99.00
2012 02 23 15 50 189  8.3  9.6  1.86 10.00  5.24 999  992.6   7.0   5.8   7.0 99.0 99.00
2012 02 23 16 50 295  9.2 11.3  1.63 10.00  5.30 999  992.2   6.3   5.8   6.3 99.0 99.00
2012 02 23 17 50 298  4.7  5.8  1.48  9.09  5.39 999  992.0   6.3   5.8   6.2 99.0 99.00
2012 02 23 18 50 272  6.1  7.3  1.57  9.09  5.94 999  992.6   6.3   5.9   6.2 99.0 99.00
2012 02 23 19 50 263  7.3  8.6  1.68 10.00  6.18 999  993.8   6.3   5.9   6.2 99.0 99.00
2012 02 23 20 50 312 11.1 13.7  1.59  9.09  5.90 999  995.4   6.4   5.8   5.1 99.0 99.00
2012 02 23 21 50 303  9.8 12.2  1.59  9.09  5.41 999  997.3   6.5   5.9   4.7 99.0 99.00
2012 02 23 22 50 310 12.6 15.3  1.57 10.00  4.82 999  998.7   6.0   5.9  -0.2 99.0 99.00
2012 02 23 23 50 310 10.5 12.9  1.88  4.55  4.83 999 1001.1   6.0   5.8  -1.5 99.0 99.00
2012 02 24 00 50 300  8.8 10.4  1.82  5.26  4.94 999 1002.7   5.8   5.8  -0.4 99.0 99.00
2012 02 24 01 50 304  6.5  7.8  1.87  5.88  5.09 999 1003.6   5.6   5.8  -1.0 99.0 99.00
2012 02 24 02 50 293  9.5 11.2  1.65 10.00  5.27 999 1004.1   5.7   5.8  -1.5 99.0 99.00
2012 02 24 03 50 301  9.4 11.0  1.44  5.26  4.77 999 1005.2   5.3   5.8  -1.6 99.0 99.00
2012 02 24 04 50 316  8.0  9.3  1.49  5.26  4.85 999 1006.1   4.9   5.8  -1.9 99.0 99.00
2012 02 24 05 50 317  8.5 10.2  1.54 10.00  4.98 999 1007.3   4.6   5.8  -3.0 99.0 99.00
2012 02 24 06 50 307  6.5  7.7  1.47  5.26  4.99 999 1007.1   4.4   5.8  -3.1 99.0 99.00
2012 02 24 07 50 301  5.6  6.7  1.36  9.09  5.17 999 1007.2   4.5   5.8  -3.3 99.0 99.00
2012 02 24 08 50 318  5.5  6.7  1.35  9.09  5.65 999 1007.1   4.2   5.8  -3.4 99.0 99.00
2012 02 24 09 50 323  4.7  6.1  1.39  9.09  5.93 999 1008.1   4.1   5.7  -3.3 99.0 99.00
2012 02 24 10 50 348  4.0  4.8  1.41  9.09  6.30 999 1008.0   4.0   5.7  -3.1 99.0 99.00
2012 02 24 11 50   6  3.2  4.5  1.34  9.09  6.29 999 1008.2   4.0   5.7  -3.0 99.0 99.00
2012 02 24 12 50  40  3.4  4.5  1.33 10.00  6.46 999 1008.0   4.0   5.7  -3.5 99.0 99.00
2012 02 24 13 50  91  1.7  2.4  1.25 10.00  6.67 999 1009.3   4.1   5.7  -3.3 99.0 99.00
2012 02 24 14 50  94  3.8  5.0  1.13 10.00  6.79 999 1008.2   4.2   5.8  -2.6 99.0 99.00
2012 02 24 15 50 101  4.5  5.5  1.03 10.00  6.74 999 1007.8   4.3   5.8  -2.0 99.0 99.00
2012 02 24 16 50 101  4.8  6.2  0.94 10.00  7.13 999 1007.1   4.4   5.8  -1.7 99.0 99.00
2012 02 24 17 50 101  5.4  6.4  0.99 10.00  6.89 999 1006.0   4.5   5.8  -1.4 99.0 99.00
2012 02 24 18 50  95  6.6  7.8  1.17  9.09  6.60 999 1004.4   4.7   5.8  -0.8 99.0 99.00
2012 02 24 19 50  93  7.0  8.9  1.10  9.09  5.68 999 1004.2   4.8   5.8  -0.2 99.0 99.00
2012 02 24 20 50 108  8.5  9.6  1.31  8.33  5.56 999 1002.9   4.9   5.8  -0.2 99.0 99.00
2012 02 24 21 50 109  9.7 11.4  1.46  9.09  5.37 999 1001.4   4.8   5.8   1.0 99.0 99.00
2012 02 24 22 50 111  9.2 10.6  1.58 10.00  5.21 999 1001.7   4.3   5.8   2.5 99.0 99.00
2012 02 24 23 50 110  9.9 11.3  1.78  9.09  4.95 999  999.6   4.1   5.8   4.0 99.0 99.00
2012 02 25 00 50 109 10.0 12.0  1.78  4.76  5.00 999  998.8   4.3   5.8   4.2 99.0 99.00
2012 02 25 01 50 111 12.4 14.7  1.94  5.26  5.07 999  994.3   4.7   5.8   4.7 99.0 99.00
2012 02 25 02 50 118 12.8 16.6  2.18  6.25  5.02 999  991.7   5.2   5.8   5.2 99.0 99.00
2012 02 25 03 50 125 13.5 16.6  2.63  6.67  5.38 999  987.5   5.8   5.8   5.8 99.0 99.00
2012 02 25 04 50 129 13.1 16.0  3.24  6.67  5.81 999  982.9   6.3   5.8   6.3 99.0 99.00
2012 02 25 05 50 205 12.6 16.0  3.13  7.69  5.99 999  982.2   7.7   5.8   7.7 99.0 99.00
2012 02 25 06 50 270  7.4  9.5  2.87  7.69  6.33 999  981.3   6.0   5.8   6.0 99.0 99.00
2012 02 25 07 50 280 12.7 15.6  2.52  7.69  6.09 999  982.0   4.5   5.8   4.4 99.0 99.00
2012 02 25 08 50 269 12.9 15.2  2.59  8.33  5.45 999  984.0   3.5   5.8   3.4 99.0 99.00
2012 02 25 09 50 262 13.9 16.1  2.58  8.33  5.39 999  985.0   4.1   5.8   3.0 99.0 99.00
2012 02 25 10 50 260 16.7 20.3  2.71  5.00  5.14 999  985.2   4.8   5.8  -0.6 99.0 99.00
2012 02 25 11 50 253 16.8 20.4  3.16  6.67  5.49 999  986.3   4.8   5.8  -1.4 99.0 99.00
2012 02 25 12 50 253 17.2 20.1  3.52  7.14  5.93 999  986.8   4.8   5.8  -2.2 99.0 99.00
2012 02 25 13 50 256 17.1 20.1  3.88  7.14  6.24 999  987.2   4.6   5.8  -2.7 99.0 99.00
2012 02 25 14 50 259 15.9 20.6  4.34  8.33  6.52 999  987.6   4.5   5.8  -3.3 99.0 99.00
2012 02 25 15 50 256 16.2 19.6  4.47  7.69  6.68 999  987.7   4.4   5.8  -3.1 99.0 99.00
2012 02 25 16 50 255 17.3 20.2  4.33  8.33  6.73 999  987.4   4.3   5.8  -3.3 99.0 99.00
2012 02 25 17 50 260 15.9 20.1  4.16  8.33  6.75 999  987.8   4.4   5.8  -3.2 99.0 99.00
2012 02 25 18 50 265 15.6 19.7  4.01  8.33  6.42 999  988.1   4.2   5.8  -2.2 99.0 99.00
2012 02 25 19 50 269 16.0 19.5  4.06  9.09  6.68 999  988.8   4.2   5.8  -3.0 99.0 99.00
2012 02 25 20 50 278 15.3 19.1  3.94  9.09  6.57 999  990.1   4.1   5.8  -3.5 99.0 99.00
2012 02 25 21 50 284 15.6 19.0  4.03  7.69  6.56 999  991.5   3.9   5.8  -4.2 99.0 99.00
2012 02 25 22 50 279 15.3 18.3  4.08  9.09  6.56 999  993.3   3.7   5.8  -4.3 99.0 99.00
2012 02 25 23 50 283 15.9 19.5  3.83  8.33  6.41 999  994.8   3.4   5.8  -4.8 99.0 99.00
2012 02 26 00 50 281 15.5 18.2  3.67  7.69  6.25 999  995.9   3.1   5.8  -4.7 99.0 99.00
2012 02 26 01 50 286 16.1 20.2  3.72  7.69  6.10 999  997.4   2.5   5.8  -5.1 99.0 99.00
2012 02 26 02 50 287 14.0 17.4  3.87  7.69  6.35 999  999.2   2.0   5.8  -5.1 99.0 99.00
2012 02 26 03 50 292 14.7 18.0  3.22  7.69  6.03 999 1000.6   1.3   5.8  -6.2 99.0 99.00
2012 02 26 04 50 290 13.8 17.2  3.11  7.69  5.95 999 1001.9   0.9   5.8  -5.5 99.0 99.00
2012 02 26 05 50 291 13.4 16.4  3.15  7.14  5.96 999 1003.3   0.6   5.8  -5.6 99.0 99.00
2012 02 26 06 50 293 14.2 17.9  3.09  7.69  5.84 999 1004.4   0.3   5.8  -5.8 99.0 99.00
2012 02 26 07 50 287 14.8 18.3  3.17  7.69  5.94 999 1005.7   0.0   5.7  -5.9 99.0 99.00
2012 02 26 08 50 293 14.9 18.7  3.15  7.14  5.85 999 1007.2  -0.1   5.7  -6.5 99.0 99.00
2012 02 26 09 50 294 14.2 17.1  3.30  7.69  5.92 999 1009.4  -0.3   5.7  -6.6 99.0 99.00
2012 02 26 10 50 291 14.8 18.9  3.01  7.14  5.73 999 1011.2  -0.8   5.7  -7.1 99.0 99.00
2012 02 26 11 50 300 14.5 17.1  2.95  7.14  5.75 999 1012.8  -1.1   5.7  -7.7 99.0 99.00
2012 02 26 12 50 299 14.7 18.1  3.21  7.69  5.73 999 1014.6  -1.4   5.7  -8.3 99.0 99.00
2012 02 26 13 50 306 14.0 17.5  3.13  7.14  5.71 999 1016.3  -1.8   5.7  -8.9 99.0 99.00
2012 02 26 14 50 301 14.2 18.0  3.00  6.67  5.62 999 1017.2  -1.7   5.7  -9.2 99.0 99.00
2012 02 26 15 50 305 13.3 15.8  2.87  7.14  5.57 999 1018.0  -1.3   5.7  -9.5 99.0 99.00
2012 02 26 16 50 308 15.2 18.3  2.85  7.14  5.70 999 1018.3  -0.4   5.7 -10.2 99.0 99.00
2012 02 26 17 50 305 13.4 16.4  3.08  7.14  5.83 999 1019.9   0.3   5.8 -10.3 99.0 99.00
2012 02 26 18 50 299 13.4 15.9  2.94  6.67  5.66 999 1020.1   0.7   5.8 -11.0 99.0 99.00
2012 02 26 19 50 291 12.0 14.1  2.48  6.67  5.37 999 1021.3   1.4   5.8 -10.7 99.0 99.00
2012 02 26 20 50 300 12.2 14.5  2.11  6.25  5.08 999 1021.9   2.1   5.8 -10.8 99.0 99.00
2012 02 26 21 50 308 11.6 13.6  2.13  5.88  4.93 999 1023.6   2.2   5.8  -9.9 99.0 99.00
2012 02 26 22 50 311 11.0 13.5  2.21  5.88  5.07 999 1025.0   2.0   5.7 -10.8 99.0 99.00
2012 02 26 23 50 307  8.5 10.5  2.15  6.67  5.14 999 1026.2   2.0   5.7 -10.0 99.0 99.00
2012 02 27 00 50 305  9.7 11.4  2.05  6.67  5.08 999 1027.4   1.8   5.7 -10.3 99.0 99.00
2012 02 27 01 50 305  8.5 10.2  1.95  5.56  4.99 999 1027.9   1.2   5.7 -10.1 99.0 99.00
2012 02 27 02 50 317  9.3 11.0  1.84  6.25  4.87 999 1028.6   0.6   5.8 -10.8 99.0 99.00
2012 02 27 03 50 315  8.2  9.9  1.66  6.25  4.70 999 1028.9   0.2   5.7 -10.6 99.0 99.00
2012 02 27 04 50 331  8.3 10.3  1.45  5.56  4.74 999 1029.0  -0.4   5.8 -11.6 99.0 99.00
2012 02 27 05 50 318  6.5  8.3  1.44  5.26  4.62 999 1029.7  -0.6   5.8 -12.0 99.0 99.00
2012 02 27 06 50 323  6.0  7.9  1.19  5.56  4.50 999 1030.2  -0.8   5.7 -11.1 99.0 99.00
2012 02 27 07 50 337  5.7  7.5  1.14  4.76  4.32 999 1030.1  -1.0   5.8 -11.6 99.0 99.00
2012 02 27 08 50 346  4.5  5.5  0.91  4.76  4.23 999 1030.4  -1.2   5.7 -11.5 99.0 99.00
2012 02 27 09 50 356  2.8  4.1  0.93  4.55  4.30 999 1031.1  -1.4   5.7 -11.7 99.0 99.00
2012 02 27 10 50  28  0.9  1.9  0.86  4.55  4.22 999 1031.0  -1.5   5.7 -12.2 99.0 99.00
2012 02 27 11 50  32  2.9  3.7  0.79  4.17  4.15 999 1031.1  -1.4   5.7 -11.0 99.0 99.00
2012 02 27 12 50  51  1.5  2.9  0.70  4.00  4.16 999 1031.6  -1.0   5.7 -10.4 99.0 99.00
2012 02 27 13 50 141  1.8  2.9  0.70 10.00  4.55 999 1031.7  -0.6   5.7 -10.1 99.0 99.00
2012 02 27 14 50 144  4.1  5.5  0.67 10.00  4.57 999 1030.4  -0.1   5.8  -8.6 99.0 99.00
2012 02 27 15 50 144  5.6  7.1  0.57 10.00  4.78 999 1029.0   0.6   5.8  -6.9 99.0 99.00
2012 02 27 16 50 167  5.7  7.1  0.57 10.00  3.99 999 1027.5   1.8   5.9  -6.1 99.0 99.00
2012 02 27 17 50 176  7.1  8.3  0.60 10.00  3.85 999 1026.3   2.5   5.9  -6.1 99.0 99.00
2012 02 27 18 50 169  8.9 10.5  0.71 10.00  3.68 999 1023.9   3.6   5.9  -3.9 99.0 99.00
2012 02 27 19 50 177 10.1 12.1  0.92  3.70  3.65 999 1022.5   4.4   5.9  -1.7 99.0 99.00
2012 02 27 20 50 176  9.2 11.4  1.20  4.35  3.93 999 1020.8   5.4   5.8   2.1 99.0 99.00
2012 02 27 21 50 189  9.4 11.2  1.48  4.76  4.32 999 1020.3   5.9   5.8   3.3 99.0 99.00
2012 02 27 22 50 191 10.5 12.4  1.51  5.26  4.59 999 1019.4   6.1   5.8   4.0 99.0 99.00
2012 02 27 23 50 187 11.8 14.7  2.03  5.88  4.95 999 1017.8   6.2   5.8   4.4 99.0 99.00
2012 02 28 00 50 193  9.9 12.0  1.93  6.25  5.00 999 1017.5   6.2   5.8   4.7 99.0 99.00
2012 02 28 01 50 211  8.8 10.3  1.89  6.67  5.01 999 1017.8   6.3   5.8   4.6 99.0 99.00
2012 02 28 02 50 215  8.5 10.7  1.76  6.67  4.86 999 1016.7   6.5   5.8   4.6 99.0 99.00
2012 02 28 03 50 227  8.3  9.9  1.75  6.25  4.94 999 1015.8   6.4   5.8   4.8 99.0 99.00
2012 02 28 04 50 228  7.1  8.6  1.82  6.25  5.11 999 1014.7   6.4   5.8   3.9 99.0 99.00
2012 02 28 05 50 240  7.5  8.7  1.55  5.88  4.81 999 1014.6   6.4   5.8   3.5 99.0 99.00
2012 02 28 06 50 275  8.0 10.1  1.30  6.25  4.67 999 1014.2   6.1   5.8   3.0 99.0 99.00
2012 02 28 07 50 297 11.7 14.3  1.31  6.25  4.53 999 1014.3   5.1   5.8   1.3 99.0 99.00
2012 02 28 08 50 318 10.1 12.0  1.22  6.67  4.10 999 1014.9   3.2   5.8   0.2 99.0 99.00
2012 02 28 09 50 320 10.0 12.0  1.27  4.17  4.02 999 1016.0   4.4   5.8  -0.1 99.0 99.00
2012 02 28 10 50 302  9.3 10.8  1.27  4.35  4.03 999 1016.9   4.0   5.8  -0.2 99.0 99.00
2012 02 28 11 50 295  9.5 11.2  1.17  4.76  4.01 999 1018.0   4.1   5.8  -0.3 99.0 99.00
2012 02 28 12 50 295  9.4 11.1  1.24  4.35  4.07 999 1018.8   4.5   5.8  -0.1 99.0 99.00
2012 02 28 13 50 292 11.6 13.5  1.16  4.76  3.94 999 1019.8   4.6   5.8  -0.5 99.0 99.00
2012 02 28 14 50 314 10.3 12.7  1.81  6.25  4.74 999 1020.3   4.0   5.8  -0.7 99.0 99.00
2012 02 28 15 50 318 12.7 14.6  1.75  6.25  4.75 999 1021.1   3.1   5.9  -4.0 99.0 99.00
2012 02 28 16 50 335 12.5 14.8  1.77  5.88  4.65 999 1021.7   1.8   5.9  -5.4 99.0 99.00
2012 02 28 17 50 332 11.3 13.9  1.95  5.26  4.70 999 1022.5   1.2   5.9  -6.6 99.0 99.00
2012 02 28 18 50 320  9.2 12.1  1.97  6.25  4.95 999 1023.8   1.1   5.9  -7.5 99.0 99.00
2012 02 28 19 50 338  8.2  9.6  1.64  5.88  4.66 999 1024.0   1.2   5.9  -8.7 99.0 99.00
2012 02 28 20 50 328  7.7 10.3  1.41  5.00  4.37 999 1024.9   1.5   5.9  -8.5 99.0 99.00
2012 02 28 21 50 322  7.3  9.9  1.35  5.26  4.42 999 1025.5   1.6   5.9  -8.6 99.0 99.00
2012 02 28 22 50 325  7.3  8.9  1.13  5.00  4.25 999 1026.3   1.7   5.8  -8.7 99.0 99.00
2012 02 28 23 50 330  8.3 10.2  1.17  4.76  4.18 999 1026.7   1.9   5.8  -8.0 99.0 99.00
2012 02 29 00 50 338  7.1  8.4  1.12  4.76  4.15 999 1027.1   1.7   5.8  -8.5 99.0 99.00
2012 02 29 01 50 349  7.2  9.1  1.05  4.55  4.16 999 1027.5   1.7   5.8  -8.0 99.0 99.00
2012 02 29 02 50 360  6.8  8.3  1.01  4.35  4.07 999 1028.2   1.3   5.8  -8.1 99.0 99.00
2012 02 29 03 50  24  4.8  6.0  0.98  4.35  4.17 999 1028.0   0.8   5.8  -8.0 99.0 99.00
2012 02 29 04 50  42  4.8  6.6  0.97  4.35  4.13 999 1028.0   0.3   5.8  -7.5 99.0 99.00
2012 02 29 05 50  31  2.9  4.1  0.84  4.35  4.17 999 1028.3   0.0   5.8  -7.8 99.0 99.00
2012 02 29 06 50  44  2.6  4.5  0.83  4.17  4.21 999 1028.3  -0.1   5.8  -8.1 99.0 99.00
2012 02 29 07 50  53  2.4  3.7  0.78  5.00  4.31 999 1028.1  -0.4   5.8  -8.0 99.0 99.00
2012 02 29 08 50  56  3.0  4.6  0.83  6.25  4.48 999 1027.8  -0.5   5.8  -7.7 99.0 99.00
2012 02 29 09 50  67  2.6  3.8  0.81  6.25  4.66 999 1027.6  -0.4   5.8  -7.2 99.0 99.00
2012 02 29 10 50  62  2.3  4.0  0.82  6.67  4.68 999 1027.5  -0.5   5.8  -7.5 99.0 99.00
2012 02 29 11 50  54  2.2  3.0  0.74  5.88  4.72 999 1027.8  -0.2   5.8  -7.2 99.0 99.00
2012 02 29 12 50  53  2.7  4.1  0.74  5.00  4.77 999 1027.6  -0.2   5.8  -7.1 99.0 99.00
2012 02 29 13 50  68  2.1  3.8  0.70  6.25  4.85 999 1027.1  -0.1   5.8  -7.1 99.0 99.00
2012 02 29 14 50 105  1.4  2.9  0.64  5.26  4.81 999 1027.3   0.2   5.8  -6.4 99.0 99.00
2012 02 29 15 50  89  2.1  3.1  0.62  9.09  5.14 999 1026.7   0.3   5.8  -5.5 99.0 99.00
2012 02 29 16 50  70  2.7  3.5  0.57  8.33  5.08 999 1026.5  -0.3   5.9  -4.9 99.0 99.00
2012 02 29 17 50  70  2.6  3.6  0.53  9.09  5.19 999 1025.3  -0.2   5.9  -5.3 99.0 99.00
2012 02 29 18 50  97  2.8  3.9  0.50  9.09  5.18 999 1024.5   0.0   5.9  -4.3 99.0 99.00
2012 02 29 19 50 138  3.7  4.8  0.46  8.33  5.11 999 1023.7   0.1   5.9  -2.7 99.0 99.00
2012 02 29 20 50  57  2.0  3.4  0.44  9.09  5.25 999 1022.9   0.4   5.9  -0.9 99.0 99.00
2012 02 29 21 50 199  2.4  3.2  0.43  7.69  5.26 999 1022.8   0.9   5.8  -2.0 99.0 99.00
2012 02 29 22 50 153  1.8  2.7  0.43  8.33  5.45 999 1022.1   1.0   5.8  -2.1 99.0 99.00
2012 02 29 23 50  98  2.7  3.6  0.42  8.33  5.23 999 1021.5   1.3   5.8  -2.1 99.0 99.00
2012 03 01 00 50  90  5.0  6.3  0.43  7.69  5.72 999 1020.2   1.6   5.8  -1.9 99.0 99.00
2012 03 01 01 50  83  7.5  8.9  0.49  7.69  4.44 999 1019.9   2.2   5.8  -1.4 99.0 99.00
2012 03 01 02 50  72 10.5 12.2  0.76  3.23  3.60 999 1018.9   2.0   5.8  -1.1 99.0 99.00
2012 03 01 03 50  75 11.4 13.7  1.08  4.17  3.89 999 1017.6   1.0   5.8  -0.8 99.0 99.00
2012 03 01 04 50  81 11.9 14.5  1.32  4.55  4.08 999 1016.7   1.1   5.8  -0.4 99.0 99.00
2012 03 01 05 50  78 12.0 16.1  1.58  5.00  4.31 999 1015.7   1.4   5.8   0.1 99.0 99.00
2012 03 01 06 50  76 13.3 15.4  1.85  5.26  4.57 999 1014.7   0.6   5.8  -0.1 99.0 99.00
2012 03 01 07 50  78 14.0 17.2  2.16  5.88  4.87 999 1013.6   1.1   5.8   1.0 99.0 99.00
2012 03 01 08 50  75 15.1 17.4  2.68  6.67  5.35 999 1012.6   0.7   5.8  -0.8 99.0 99.00
2012 03 01 09 50  71 14.1 16.4  3.16  7.14  5.71 999 1013.0   0.8   5.8  -1.0 99.0 99.00
2012 03 01 10 50  72 15.0 18.4  3.36  7.14  6.01 999 1011.2   0.4   5.8   0.3 99.0 99.00
2012 03 01 11 50  74 14.5 17.9  3.98  8.33  6.48 999 1010.3   1.2   5.8   1.1 99.0 99.00
2012 03 01 12 50  78 16.1 19.1  4.72  8.33  6.83 999 1010.0   1.3   5.8   1.0 99.0 99.00
2012 03 01 13 50  76 15.5 18.8  4.13  7.69  6.58 999 1009.9   1.4   5.8   1.2 99.0 99.00
2012 03 01 14 50  76 14.7 17.7  5.03  8.33  7.19 999 1009.8   1.1   5.8   1.0 99.0 99.00
2012 03 01 15 50  72 15.1 19.2  5.11 10.00  7.47 999 1009.8   0.8   5.8   0.7 99.0 99.00
2012 03 01 16 50  71 15.1 18.8  5.05  9.09  7.36 999 1009.3   1.1   5.8   1.0 99.0 99.00
2012 03 01 17 50  67 14.7 17.6  4.91  9.09  7.19 999 1008.6   1.0   5.8   0.9 99.0 99.00
2012 03 01 18 50  62 15.2 18.4  5.03 10.00  7.21 999 1008.5   0.8   5.8   0.7 99.0 99.00
2012 03 01 19 50  62 15.4 19.1  4.81  8.33  7.14 999 1008.7   0.7   5.8   0.6 99.0 99.00
2012 03 01 20 50  63 15.5 19.0  5.25 10.00  7.50 999 1009.1   0.3   5.8   0.2 99.0 99.00
2012 03 01 21 50  58 14.4 18.7  5.03 10.00  7.44 999 1009.9   0.1   5.8   0.0 99.0 99.00
2012 03 01 22 50  55 15.4 18.6  5.65 10.81  7.62 999 1010.5  -0.2   5.8  -0.9 99.0 99.00
2012 03 01 23 50  58 14.6 17.6  5.36 10.81  7.59 999 1011.4  -0.6   5.7  -1.2 99.0 99.00
2012 03 02 00 50  60 14.9 18.3  5.67 10.00  7.91 999 1011.8  -0.7   5.7  -1.4 99.0 99.00
2012 03 02 01 50  48 14.6 17.9  5.03 10.00  7.32 999 1012.6  -0.5   5.7  -1.3 99.0 99.00
2012 03 02 02 50  47 13.8 17.1  5.27 10.81  7.87 999 1013.1  -0.6   5.7  -1.5 99.0 99.00
