Course,Section,Cr,Days,Times,Title,DistReq,Diversity,Room,Reg,Max,Exam,Faculty
EA339,A,4,TR,11:00am-12:15pm,Asian Pacific Modernities (See AY339),, , ,0, , ,MillsMaryB 
EA398,A,4,M, 1:00pm- 3:30pm,Maine in Japan (See HI398B),H, , ,0, , ,Shmagin    
EC121,A,4,TR, 9:30am-10:45am,Financial Accounting,, ,DIAM 122,30,30,10,Downs      
EC121,B,4,TR,11:00am-12:15pm,Financial Accounting,, ,DIAM 122,31,30,10,Downs      
EC133,A,4,TR, 9:30am-10:45am,Principles of Microeconomics,S, ,LOVE 215,35,35,15,"Libby, J   "
EC133,B,4,TR,11:00am-12:15pm,Principles of Microeconomics,S, ,LOVE 215,34,35,15,"Libby, J   "
EC134,A,4,MWF, 9:00am- 9:50am,Principles of Macroeconomics,S, ,DIAM 122,36,35,17,Siodla     
EC134,B,4,MWF,10:00am-10:50am,Principles of Macroeconomics,S, ,DIAM 122,35,35,17,Siodla     
EC134,C,4,MWF,11:00am-11:50am,Principles of Macroeconomics,S, ,DIAM 122,32,35,17,Findlay    
EC134,C,4,W, 3:00pm- 4:00pm,Principles of Macroeconomics,S, ,KEYE 105,32,35,17,Findlay    
EC134,D,4,MWF,12:00n -12:50pm,Principles of Macroeconomics,S, ,DIAM 122,26,35,17,Findlay    
EC134,D,4,W, 3:00pm- 4:00pm,Principles of Macroeconomics,S, ,KEYE 105,26,35,17,Findlay    
EC211,A,4,MWF,10:00am-10:50am,Corporate Finance I,, ,DIAM 141,30,30,15,"Nelson, Ra "
EC211,B,4,MWF,11:00am-11:50am,Corporate Finance I,, ,DIAM 141,31,30,15,"Nelson, Ra "
EC212,A,4,MWF, 9:00am- 9:50am,Corporate Finance II,, ,DIAM 344,22,22,8,"Fan, Y     "
EC223,A,4,MWF,10:00am-10:50am,Microeconomic Theory,, ,DIAM 145,31,30,11,Hubbard    
EC223,B,4,MWF,11:00am-11:50am,Microeconomic Theory,, ,DIAM 145,29,30,11,Hubbard    
EC224,A,4,TR,11:00am-12:15pm,Macroeconomic Theory,, ,DIAM 145,28,30,3,Donihue    
EC224,A,4,W, 2:30pm- 3:30pm,Macroeconomic Theory,, ,DIAM 122,28,30,3,Donihue    
EC224,B,4,TR, 1:00pm- 2:15pm,Macroeconomic Theory,, ,DIAM 141,24,30,3,Donihue    
EC224,B,4,W, 2:30pm- 3:30pm,Macroeconomic Theory,, ,DIAM 122,24,30,3,Donihue    
EC231,A,4,MW,11:00am-12:15pm,Environmental and Natural Resource Economics,, ,DIAM 153,30,30,12,Meredith   
EC231,B,4,MW, 1:00pm- 2:15pm,Environmental and Natural Resource Economics,, ,DIAM 153,30,30,12,Meredith   
EC237,A,4,TR, 1:00pm- 2:15pm,Experimental Economics,, ,DIAM 145,22,22,6,Giffin     
EC258,A,4,MW, 1:00pm- 2:15pm,Economic History of the United States,H, ,DIAM 342,24,22,0,Siodla     
EC293,A,4,TR, 9:30am-10:45am,Research Methods and Statistics for Economics,, ,DIAM 344,23,22,16,Scharadin  
EC293,B,4,TR,11:00am-12:15pm,Research Methods and Statistics for Economics,, ,DIAM 344,22,22,16,Scharadin  
EC293,C,4,TR, 1:00pm- 2:15pm,Research Methods and Statistics for Economics,, ,DIAM 342,22,22,16,Scharadin  
EC313,A,4,TR, 2:30pm- 3:45pm,Behavioral Economics,, ,DIAM 145,15,22,2,Giffin     
EC318,A,4,TR,11:00am-12:15pm,Economics of Health and Consumer Behavior,, ,DIAM 341,21,22,0,Novak      
EC335,A,4,TR, 2:30pm- 3:45pm,Topics in Economic Development,, ,DIAM 342,20,22,2,Novak      
EC351,A,4,MW,11:00am-12:15pm,Public Finance,W2, ,DIAM 341,21,22,0,Gunter     
EC393,A,4,MW,11:00am-12:15pm,Econometrics,, ,DIAM 344,12,22,12,LaFave     
EC393,B,4,MW, 1:00pm- 2:15pm,Econometrics,, ,DIAM 344,12,22,12,LaFave     
EC398,A,4,MW,11:00am-12:15pm,Financial Econometrics and Introduction to Portfolio Theory,, ,DIAM 242,10,22,1,"Fan, Y     "
EC452,A,1,M, 1:00pm- 1:50pm,Economics Research,, ,DIAM 241,6,12, ,Novak      
EC452,B,1,M, 2:00pm- 2:50pm,Economics Research,, ,DIAM 241,5,12, ,Novak      
EC471,A,4,T, 1:00pm- 3:30pm,Seminar: Global Production,, ,DIAM 341,12,15,0,Waldkirch  
EC471,A,4,R, 1:00pm- 2:15pm,Seminar: Global Production,, ,DIAM 341,12,15,0,Waldkirch  
EC478,A,4,M, 1:00pm- 3:30pm,Seminar: U.S. Social Safety Net,, ,DIAM 341,13,15,0,Gunter     
EC478,A,4,W, 1:00pm- 2:15pm,Seminar: U.S. Social Safety Net,, ,DIAM 341,13,15,0,Gunter     
ED201,A,4,TR, 2:30pm- 3:45pm,Education and Social Justice,S,U ,LOVE 319,20,20,2,Saba       
ED213,A,4,TR,11:00am-12:15pm,Schools and Society,,U ,DIAM 123,21,20,4,"Roy, S     "
ED215,A,4,TR, 9:30am-10:45am,Children and Adolescents in Schools and Society,S,U ,DIAM 123,27,20,0,Tappan     
ED222,A,4,MW, 2:30pm- 3:45pm,Second Language Pedagogy (See EA221),, , ,0, , ,"Wang, F    "
ED298,A,4,MW, 1:00pm- 2:15pm,Democracy and Education,, ,MILL 319,11,20,0,Murray     
ED345,A,4,W, 1:00pm- 3:30pm,Reform and the Classroom,, ,DIAM 123,13,20,3,Yoshizawa  
ED351,A,1 to 3,,TBA,Practicum in Education,, , ,3, , ,Tappan     
ED357,A,4,TR, 1:00pm- 2:15pm,Equity and Higher Education,, ,DIAM 123,21,20,6,Tappan     
ED398A,A,4,M, 1:00pm- 3:30pm,Education and Sustainable Development,, ,DIAM 123,10,20,9,"Roy, S     "
ED398B,A,4,M, 1:00pm- 3:30pm,"Gender, Education, and Development",, ,MILL 034,10,15,0,Saba       
ED433,A,4,,TBA,Student Teaching Practicum,, , ,0,15,0,Tappan     
ED494A,A,4,M, 7:00pm- 9:30pm,Senior Seminar in Creating Equitable Learning Environments,, ,MILL 034,0,12,0,Tappan     
ED494B,A,4,M, 7:00pm- 9:30pm,Senior Seminar in Professional Certification,, ,MILL 034,0,15,0,Tappan     
EN120D,A,4,TR, 9:30am-10:45am,"Language, Thought, and Writing: Thinking about Language",W1, ,KEYE 103,9,16, ,Suchoff    
EN142,A,4,MW,11:00am-12:15pm,Introduction to Cinema Studies (See CI142),A, , ,0, , ,Wurtzler   
EN142,A,4,T, 7:00pm-10:00pm,Introduction to Cinema Studies (See CI142),A, , ,0, , ,Wurtzler   
EN142,B,4,MW, 2:30pm- 3:45pm,Introduction to Cinema Studies (See CI142),A, , ,0, , ,Wurtzler   
EN142,B,4,T, 7:00pm-10:00pm,Introduction to Cinema Studies (See CI142),A, , ,0, , ,Wurtzler   
EN178,A,4,MW,11:00am-12:15pm,"Language, Thought, and Writing: Introduction to Creative Writing",W1, ,MILL 008,16,16, ,"White, A   "
EN200,A,4,MWF,12:00n -12:50pm,Foundations of Literary Studies,L, ,LOVE 302,15,18,0,Osborne    
EN200,B,4,MW, 1:00pm- 2:15pm,Foundations of Literary Studies,L, ,LOVE 202,17,18,0,"Cook, M    "
EN214,A,4,TR, 1:00pm- 2:15pm,Tutoring Writing in Theory and Practice,, ,LOVE 208,18,20,0,Harrington 
EN226,A,4,TR, 9:00am-10:15am,Performance History II (See TD226),A, , ,0, , ,Shanks     
EN248,A,4,MW, 2:30pm- 3:45pm,History of the Book,L, ,LOVE 202,16,25,0,"Cook, M    "
EN252,A,4,TR, 1:00pm- 2:15pm,History of International Cinema II (See CI252),A, , ,0, , ,Kim        
EN252,A,4,W, 7:00pm-10:00pm,History of International Cinema II (See CI252),A, , ,0, , ,Kim        
EN256,A,4,TR, 2:30pm- 3:45pm,Studies in American Literary History: Civil War to the Present,L,U ,MILL 008,22,20,0,Sibara     
EN266,A,4,TR, 2:30pm- 3:45pm,British Literary History II from Wordsworth to Rushdie,L, ,MILL 220,7,25,0,"Gibson, M  "
EN267,A,4,TR, 1:00pm- 2:15pm,Introduction to Contemporary World Literature,L,I ,LOVE 302,22,25,0,Shabangu   
EN271,A,4,MWF,10:00am-10:50am,Critical Theory,L, ,MILL 319,15,18,7,Osborne    
EN271,B,4,TR, 1:00pm- 2:15pm,Critical Theory,L, ,LOVE 202,18,18,6,Suchoff    
EN278,A,4,MW,11:00am-12:15pm,Fiction Writing I,A, ,LOVE 318,14,15,0,Braunstein 
EN278,B,4,TR, 9:30am-10:45am,Fiction Writing I,A, ,MILL 253,15,15,0,"Mayer, M   "
EN279,A,4,MW, 2:30pm- 3:45pm,Poetry Writing I,A, ,MILL 008,15,15,0,"White, A   "
EN279,B,4,TR,11:00am-12:15pm,Poetry Writing I,A, ,MILL 241,15,15,0,Blevins    
EN298,A,2,M, 1:00pm- 2:15pm,Introduction to Journalism,, ,MILL 205,12,16,0,"Burke      Gibson, M   "
EN310,A,4,MW, 1:00pm- 2:15pm,Professional Writing (See WP310),W2,U , ,0, , ,Hancock    
EN336,A,4,TR,11:00am-12:15pm,Early American Women Writers,L, ,LOVE 319,20,20,4,Stubbs     
EN346,A,4,MWF,10:00am-10:50am,Culture and Literature of the American South,L, ,MILL 220,7,20,7,Bryant     
EN363,A,4,TR, 2:30pm- 3:45pm,The Enlightenment and the Anthropocene,L, ,LOVE 318,19,20,0,Hanlon     
EN366,A,4,TR, 9:30am-10:45am,Writing the Crisis: Post-Apartheid Literature in Focus,L,I ,MILL 220,10,20,0,Shabangu   
EN378A,A,4,TR, 1:00pm- 2:15pm,Fiction Writing II: Literary Craft and the Pulp Imagination,, ,MILL 257,14,15,6,"Mayer, M   "
EN378B,A,4,W, 1:00pm- 3:30pm,Fiction Writing II: Experiments in Perspective,, ,MILL 220,12,15,3,Braunstein 
EN379,A,4,TR, 9:30am-10:45am,Poetry Writing II: Studies in Voice,, ,MILL 241,15,15,0,Blevins    
EN380A,A,4,MW,11:00am-12:15pm,Creative Nonfiction Writing: I to Other in Creative Nonfiction,A, ,MILL 253,10,15,1,Burke      
EN398,A,4,R, 1:00pm- 3:30pm,Special Topics in Medieval Literature: A Yorkshire Miscellany,L, ,MILL 205,12,15,0,"Cook, M    "
EN398B,A,4,MW, 1:00pm- 2:15pm,Energy and Utopia,, ,MILL 008,20,18,9,Walker     
EN413G,A,4,MWF,12:00n -12:50pm,Author Course: Cormac McCarthy: Novels and Film Adaptations,L,U ,LOVE 246,10,20,11,Bryant     
EN413H,A,4,TR, 1:00pm- 2:15pm,Author Course: Henry James and Edith Wharton,L, ,MILL 220,4,20,6,Stubbs     
EN484,E,2 to 4,,TBA,Honors Thesis,, , ,1, , ,"Gibson, M  "
EN493B,A,4,W, 1:00pm- 3:30pm,Seminar: Beyond Borders in American Literature and Culture,L, ,MILL 253,7,15,0,Sibara     
EN493K,A,4,TR,11:00am-12:15pm,Seminar: The Complications of Jonathan Swift,L, ,MILL 319,17,15,0,Hanlon     
ES118,A,4,MW,10:00am-10:50am,Environment and Society,, ,DIAM 142,66,48,7,Becknell   Nyhus       Walker     
ES118 D,A,,R, 7:00pm- 7:50pm,Disc/Activity: Env & Soc,, ,DIAM 223,17,16, ,Nyhus      
ES118 D,A,,F,10:00am-10:50am,Disc/Activity: Env & Soc,, ,DIAM 223,17,16, ,Nyhus      
ES118 D,B,,R, 7:00pm- 7:50pm,Disc/Activity: Env & Soc,, ,DIAM 342,16,16, ,Becknell   
ES118 D,B,,F,10:00am-10:50am,Disc/Activity: Env & Soc,, ,DIAM 342,16,16, ,Becknell   
ES118 D,C,,R, 7:00pm- 7:50pm,Disc/Activity: Env & Soc,, ,DIAM 323,16,16, ,Walker     
ES118 D,C,,F,10:00am-10:50am,Disc/Activity: Env & Soc,, ,DIAM 323,16,16, ,Walker     
ES118 D,D,,R, 7:00pm- 7:50pm,Disc/Activity: Env & Soc,, ,DIAM 221,17,16, ,"Neal, B    "
ES118 D,D,,F,10:00am-10:50am,Disc/Activity: Env & Soc,, ,DIAM 221,17,16, ,"Neal, B    "
ES216,A,4,TR, 9:30am-10:45am,Philosophy of Nature (See PL216),, , ,0, , ,Peterson   
ES218,A,4,MW,11:00am-11:50am,Exploratory Data Analysis in <I>R</I>,, ,DIAM 222,12,16,1,Gimond     
ES218,A,4,F, 1:00pm- 3:30pm,Exploratory Data Analysis in <I>R</I>,, ,DIAM 123,12,16,1,Gimond     
ES231,A,4,MW,11:00am-12:15pm,Environmental and Natural Resource Economics (See EC231),, , ,0, , ,Meredith   
ES231,B,4,MW, 1:00pm- 2:15pm,Environmental and Natural Resource Economics (See EC231),, , ,0, , ,Meredith   
ES234,A,4,MWF, 9:00am- 9:50am,International Environmental Policy,,I ,DIAM 153,31,30,8,"Robinson,S "
ES239,A,4,TR, 1:00pm- 2:15pm,Seafood Forensics: Uncovering Fraud in Ocean Food Systems,, ,DIAM 344,21,20,6,Rasher     
ES242,A,4,MWF,10:00am-10:50am,Marine Conservation and Policy,, ,DIAM 242,21,18,7,McClenacha 
ES244,A,4,TR, 9:30am-10:45am,Marine Communities,, ,DIAM 242,18,18,5,McClenacha 
ES261,A,4,MWF,12:00n -12:50pm,Chemistry of Aqueous Environments (See CH261),, , ,0, , ,McKinney   
ES276,A,4,MWF, 9:00am- 9:50am,Global Change Ecology,, ,KEYE 102,16,18,8,Bruesewitz 
ES319,A,4,TR,11:00am-12:15pm,Conservation Biology,, ,DIAM 223,16,16,4,Nyhus      
ES319,A,4,R, 1:00pm- 4:00pm,Conservation Biology,, ,DIAM 223,16,16,4,Nyhus      
ES338,A,4,MWF, 9:00am- 9:50am,Forest Ecosystems,N, ,DIAM 342,24,24,8,Becknell   
ES348,A,4,MW,11:00am-12:15pm,U.S. Environmental History (See HI348),, , ,0, , ,"Reardon, E "
ES356,A,4,MWF,10:00am-10:50am,Aquatic Ecology,W2, ,KEYE 102,18,16,7,Bruesewitz Pearson     
ES356,A,4,W, 1:00pm- 4:00pm,Aquatic Ecology,W2, ,OLIN 223,18,16,7,Bruesewitz Pearson     
ES366,A,4,TR, 9:30am-10:45am,The Environment and Human Health,N, ,DIAM 141,36,36,5,Carlson    
ES368,A,4,TR,11:00am-12:15pm,Global Climate Policy,S, ,DIAM 242,17,16,0,"Robinson,S "
ES371,A,4,MWF,11:00am-11:50am,Current Topics in Environmental Science: Corals,, ,DIAM 223,14,18,1,"Neal, B    "
ES382,A,4,TR, 9:30am-10:45am,Ecological Modeling (See BI382),, , ,0, , ,"Moore, C   "
ES382,A,4,M, 1:00pm- 4:00pm,Ecological Modeling (See BI382),, , ,0, , ,"Moore, C   "
ES398B,A,4,MW, 1:00pm- 2:15pm,Energy and Utopia (See EN398B),, , ,0, , ,Walker     
ES402,A,1,T, 7:00pm- 8:15pm,Environmental Studies Colloquium,, ,OLIN 001,60,65, ,Nyhus      
ES402,A,1,F,12:00n -12:50pm,Environmental Studies Colloquium,, ,DANA FAIR,60,65, ,Nyhus      
FR125,A,4,MTWR, 9:00am- 9:50am,French I,, ,LOVE 318,8,18,13,Wendling   
FR126,A,4,MTWR, 9:00am- 9:50am,French II,, ,LOVE 211,12,18,13,Ayoub      
FR126,B,4,MTWR,10:00am-10:50am,French II,, ,LOVE 202,7,18,5,Dionne     
FR126,C,4,MTWR,11:00am-11:50am,French II,, ,LOVE 203,8,18,5,Dionne     
FR127,A,4,MTWR, 9:00am- 9:50am,French III,, ,LOVE 103,16,18,13,Maurer     
FR127,B,4,MTWR,10:00am-10:50am,French III,, ,LOVE 103,17,18,13,Maurer     
FR128,A,4,MWF, 1:00pm- 1:50pm,French IV: Reading in Cultural Contexts,L, ,LOVE 318,5,18,2,Ayoub      
FR131,A,4,TR,11:00am-12:15pm,Conversation and Composition,, ,DIAM 243,7,15,4,Mauguiere  
FR223,A,4,W, 7:00pm- 9:30pm,French Theater Workshop,, ,OLIN 019B,11,10,0,Brunetaux  
FR231,A,4,TR,11:00am-12:15pm,Advanced Grammar and Composition,, ,LOVE 307,3,18,4,Maurer     
FR234,A,1,M, 4:00pm- 4:50pm,Intensive Spoken French,, ,LOVE 318,10,15, ,Wendling   
FR252,A,4,MWF,11:00am-11:50am,Provocative Texts: A Critical Toolbox,L,I ,LOVE 307,10,18,1,Paliyenko  
FR351,A,4,TR, 2:30pm- 3:45pm,Minority Issues and Social Change in the Americas,L,I ,DIAM 123,10,15,0,Mauguiere  
FR371,A,4,MW, 2:30pm- 3:45pm,<I>L'&eacute;criture de soi</I>,L, ,LOVE 307,9,15,3,Brunetaux  
FR493C,A,4,TR, 2:30pm- 3:45pm,Seminar: Minority Issues and Social Change in the Americas,L,I ,DIAM 123,5,15,0,Mauguiere  
FR493N,A,4,MW, 2:30pm- 3:45pm,Seminar: <I>L'ecriture de soi</I>,L, ,LOVE 307,3,15,0,Brunetaux  
GE122,A,4,MWF,10:00am-10:50am,Earth Systems Chemistry II (See CH122),"N,Lb", , ,0, , ,Drozd      Koffman     
GE122 L,A,,W, 1:00pm- 4:00pm,Lab: Earth Systems Chemistry II (See CH122 L),, , ,0, , ,Drozd       Twining    
GE122 L,B,,R, 1:00pm- 4:00pm,Lab: Earth Systems Chemistry II (See CH122 L),, , ,0, , ,Drozd       Twining    
GE123,A,4,MWF, 9:00am- 9:50am,How to Build a Habitable Planet,"N,Lb", ,MILL 008,34,36,8,"Sullivan,W "
GE123 L,A,,W, 1:00pm- 4:00pm,Lab: Habitable Planet,, ,MUDD 218,17,18, ,"Sullivan,W "
GE123 L,B,,R, 1:00pm- 4:00pm,Lab: Habitable Planet,, ,MUDD 218,17,18, ,Ortiz      
GE125,A,4,TR, 9:30am-10:45am,From Stardust to Planets,"N,Lb", ,MUDD 218,18,18,5,Dunn       
GE125,A,4,T, 1:00pm- 4:00pm,From Stardust to Planets,"N,Lb", ,MUDD 218,18,18,5,Dunn       
GE127,A,4,MWF,10:00am-10:50am,Pale Blue Dot: Earth Through Time,"N,Lb", ,MILL 008,26,24,7,Rueger     
GE127 L,A,,M, 1:00pm- 4:00pm,Lab: Pale Blue Dot,, ,MUDD 219,14,12, ,Rueger     
GE127 L,B,,T, 1:00pm- 4:00pm,Lab: Pale Blue Dot,, ,MUDD 219,12,12, ,Rueger     
GE262,A,4,TR,11:00am-12:15pm,"Earth's Climate: Past, Present, and Future",N, ,MUDD 103,16,16,4,Koffman    
GE262,A,4,T, 1:00pm- 4:00pm,"Earth's Climate: Past, Present, and Future",N, ,MUDD 103,16,16,4,Koffman    
GE391,A,1,F, 1:00pm- 2:00pm,Geology Seminar,, ,LOVE 100,30,50, ,Dunn       
GE398,A,4,TR, 9:30am-10:45am,Tropical Islands and Ecogeomorphology,, ,MUDD 219,9,12,0,Ortiz      
GE494,A,4,M, 1:00pm- 4:00pm,Topics in Geoscience,W3, ,MUDD 221,4,12,0,"Sullivan,W "
GK112,A,4,MTWR,11:00am-11:50am,Intermediate Greek,, ,LOVE 244,3,15,1,Barrett    
GK364,A,4,TR, 2:30pm- 3:45pm,Homer,L, ,LOVE 244,2,20,2,Barrett    
GM126,A,4,MTRF, 8:00am- 8:50am,Elementary German II,, ,LOVE 207,0,20,16,Ellis      
GM126,B,4,MTRF, 9:00am- 9:50am,Elementary German II,, ,LOVE 207,18,20,8,"Koch, A    "
GM126,X,4,,TBA,Elementary German II,, , ,3, , ,"Koch, A    "
GM128,A,4,MTRF,10:00am-10:50am,Intermediate German II: Readings in Cultural Contexts,, ,LOVE 450,6,19,7,"Bradley, R "
GM130,A,1,R, 7:00pm- 7:50pm,Conversation Group,, ,LOVE 450,4,15, ,Kroupa     
GM236,A,4,MW,11:00am-12:15pm,ConTexts in German Culture,, ,LOVE 450,5,15,0,Ellis      
GM298,A,4,TR,11:00am-12:15pm,Banality of Ecocide: Postwar German Environmental Humanities (in English),L, ,LOVE 450,6,20,0,"Bradley, R "
GM330,A,1,T, 7:00pm- 7:50pm,Current Topics,, ,LOVE 450,4,15, ,Kroupa     
GM346,A,4,TR, 1:00pm- 2:15pm,"Jews of Germany, Past and Present (See RE346)",H,I , ,0, , ,Freidenrch 
GM493,A,4,M, 7:00pm- 9:30pm,Seminar: Ideologies and Identities,L, ,LOVE 450,5,15,0,"Bradley, R "
GO111,A,4,TR, 9:30am-10:45am,Introduction to American Government and Politics,S, ,OLIN 001,39,40,5,"Jacobs, N  "
GO111,B,4,TR, 2:30pm- 3:45pm,Introduction to American Government and Politics,S, ,DIAM 122,33,40,2,Shea       
GO131,A,4,MWF, 9:00am- 9:50am,Introduction to International Relations,S, ,DIAM 142,30,40,8,Babik      
GO131,B,4,TR,11:00am-12:15pm,Introduction to International Relations,S, ,DIAM 141,40,40,4,Seay       
GO171,A,4,MW, 1:00pm- 2:15pm,Introduction to Political Theory,S,I ,DIAM 122,44,40,9,Corrado    
GO210,A,4,TR,11:00am-12:15pm,Interest-Group Politics,, ,DIAM 153,25,25,4,Corrado    
GO223,A,4,MWF,10:00am-10:50am,America and the World,H, ,DIAM 344,24,25,7,Babik      
GO252,A,4,MW,11:00am-12:15pm,Introduction to Politics of the Middle East,S, ,DIAM 342,16,25,1,Denoeux    
GO256,A,4,TR,11:00am-12:15pm,Introduction to East Asian Politics,S, ,DIAM 342,26,25,4,Hatch      
GO263,A,4,MW, 2:30pm- 3:45pm,Global Crisis of Democracy and Democracy Assistance,S, ,DIAM 342,8,25,3,Denoeux    
GO281,A,4,MWF, 9:00am- 9:50am,Concepts and Methods of Political Science Research,Q, ,DIAM 241,21,18,8,Levan      
GO281,B,4,MWF,10:00am-10:50am,Concepts and Methods of Political Science Research,Q, ,DIAM 123,19,18,14,Mayka      
GO281,C,4,MWF,11:00am-11:50am,Concepts and Methods of Political Science Research,Q, ,DIAM 123,18,18,14,Mayka      
GO312,A,4,MW, 1:00pm- 2:15pm,Suburban Politics,,U ,DIAM 141,27,25,9,Levan      
GO314,A,4,TR, 9:30am-10:45am,Civil Liberties in American Constitutional Law,,U ,DIAM 153,24,25,5,Reisert    
GO315,A,4,MW,11:00am-12:15pm,Minority Representation,S,U ,LOVE 205,29,25,1,Levan      
GO328,A,4,TR, 1:00pm- 2:15pm,Constitutional Choice and its Consequences: American Political Development,S, ,DIAM 153,19,25,6,"Jacobs, N  "
GO357,A,4,TR, 2:30pm- 3:45pm,Political Economy of Regionalism,, ,DIAM 221,3,25,2,Hatch      
GO423,A,4,M, 1:00pm- 3:30pm,Seminar: National Security Decisionmaking,, ,DIAM 223,12,12,0,"Simon, Ste "
GO455,A,4,T, 1:00pm- 3:30pm,Seminar: Conflict and Crisis in Africa,,I ,DIAM 241,11,12,0,Seay       
GO457,A,4,T, 1:00pm- 3:30pm,Seminar: Germany and Europe,S, ,DIAM 343,13,12,0,Yoder      
GS111,A,1,W, 7:00pm- 8:30pm,Human Rights in Global Perspective,, ,DIAM 141,22,25, ,Carlson    Kubwimana   
GS198,A,1,T, 6:00pm- 7:00pm,Borders and Human Rights: A Reading Group,, ,DANA 002,30,20, ,"Dionne     Duff       Gardeazaba Hatch      Haynes, E  MillsMaryB Reardon, E Singh       Walker     "
GS226,A,4,MW,11:00am-12:15pm,Arab Spring,S,I ,DIAM 241,12,25,0,"Simon, Ste "
GS252,A,4,MW,11:00am-12:15pm,"Language, Culture, Discourse",, ,DIAM 343,10,20,0,Halvorson  
GS298A,A,4,TR,11:00am-12:15pm,Religious Violence,W2, ,DIAM 343,12,18,4,Maidhof    
GS298B,A,4,TR, 2:30pm- 3:45pm,The Bourgeoisie,, ,DIAM 344,9,20,2,Maidhof    
GS303,A,2,M, 7:00pm- 8:30pm,Topics in Global Affairs,, ,DIAM 122,22,30,12,"Simon, Ste "
GS316,A,4,M, 1:00pm- 3:30pm,Religion and Social Change in Contemporary Africa,, ,DIAM 343,8,15,0,Halvorson  
GS498,A,4,W, 1:00pm- 3:30pm,Theories of the State,, ,DIAM 343,4,12,3,Maidhof    
HI112,A,4,MWF,10:00am-10:50am,"Mentalities, States, and Societies in Europe since 1618",H,I ,LOVE 205,39,35,7,Scheck     
HI120E,A,4,TR, 9:30am-10:45am,Spotlight on History: World Revolutions,W1, ,MILL 257,14,16, ,"Parker, La "
HI132,A,4,MWF,10:00am-10:50am,"Survey of U.S. History, 1865 to the Present",H, ,LOVE 208,29,40,7,Weisbrot   
HI184,A,4,TR, 8:00am- 9:15am,History of the Modern Middle East,H,I ,MILL 014,30,40,10,Turner     
HI198,A,4,TR,11:00am-12:15pm,Maritime History of the World,H, ,LOVE 100,40,40,4,Shmagin    
HI212,A,4,TR, 9:30am-10:45am,Games of Thrones: Medieval England and France,H, ,MILL 008,26,30,0,"Taylor, L  "
HI228,A,4,TR,11:00am-12:15pm,The Russian Empire: Soviet History and 20th-Century Revolutions,H,I ,MILL 008,31,30,0,Josephson  
HI248,A,4,TR, 9:30am-10:45am,"Nuclear Visions, Environmental Realities",H,I ,MILL 014,40,30,0,Josephson  
HI255,A,4,TR,11:00am-12:15pm,"Histories of Southeast Asia: Slavery, Diasporas, and Revolutions",H,I ,LOVE 208,28,30,4,vanderMeer 
HI276,A,4,TR, 1:00pm- 2:15pm,Patterns and Processes in World History,H, ,LOVE 213,31,30,6,vanderMeer 
HI298A,A,4,TR, 9:30am-10:45am,"South Africa, Ambivalent Nation",H,I ,DIAM 342,20,30,0,Duff       
HI298B,A,4,MW, 2:30pm- 3:45pm,Historical Roots of Todays Social Activism,H,U ,MILL 014,26,30,3,Jacobson   
HI298C,A,4,TR, 2:30pm- 3:45pm,Taikun to Trump: A History of East Asia and the West,H,I ,LOVE 423,7,30,2,Shmagin    
HI324,A,4,T, 1:00pm- 3:30pm,History of Gender and Sexuality in Antiquity,H,I ,MILL 319,17,20,0,"Taylor, L  "
HI330,A,4,TR, 1:00pm- 2:15pm,Global Histories of Food,H,I ,LOVE 203,15,15,0,Duff       
HI342,A,4,T, 7:00pm- 9:30pm,Crisis and Reform: American Society and Politics in the 1960s,H, ,MILL 257,9,20,9,Weisbrot   
HI348,A,4,MW,11:00am-12:15pm,U.S. Environmental History,, ,LOVE 319,13,20,1,"Reardon, E "
HI389,A,4,TR, 2:30pm- 3:45pm,History of Iran,H,I ,MILL 014,18,20,2,Turner     
HI398,A,4,W, 1:00pm- 3:30pm,Atlantic World and Beyond: New England in Global History,H, ,MILL 257,4,20,0,"Reardon, E "
HI398A,A,4,TR, 1:00pm- 2:15pm,Cold War in Latin America (See LA398),"H,W2",I , ,0, , ,Baldacci   
HI398B,A,4,M, 1:00pm- 3:30pm,Maine in Japan,H, ,MILL 220,1,20,9,Shmagin    
HI398C,A,4,MW,11:00am-12:15pm,United States as an Empire,H,U ,MILL 241,13,20,0,Jacobson   
HI421,A,4,WF,11:00am-12:15pm,Research Seminar: Debating the Nazi Past,"H,W3",I ,MILL 257,6,15,0,Scheck     
HI438,A,4,M, 1:00pm- 3:30pm,Research Seminar: Global Commodities,H, ,MILL 257,16,15,0,vanderMeer 
IT126,A,4,MTWR,10:00am-10:50am,Italian II,, ,LOVE 302,19,19,13,Cannamela  
IT128,A,4,MWF, 1:00pm- 1:50pm,Italian through Film and Visual Culture,, ,LOVE 211,12,19,9,Cannamela  
IT235,A,1,,TBA,Italian Conversation,, , ,4,20, ,Calvi      
IT255,A,4,MW,11:00am-12:15pm,"Modern Classics, Italian Style",L, ,LOVE 103,6,15,1,"Rizzo, G   "
IT357,A,4,MW, 2:30pm- 3:45pm,"F for Fake: Forgery, Fiction, Art of Lying (in English)",L, ,LOVE 318,9,15,0,"Rizzo, G   "
JA126,A,5,MTWRF, 9:00am- 9:50am,Elementary Japanese II,, ,LOVE 319,19,20,8,Nuffer     
JA128,A,4,MTWR,10:00am-10:50am,Intermediate Japanese II,, ,LOVE 423,8,20,7,Abe        
