Course,Section,Cr,Days,Times,Title,DistReq,Diversity,Room,Reg,Max,Exam,Faculty
JA135,A,1,W, 4:00pm- 4:50pm,Conversational Japanese I,, ,LOVE 319,12,20, ,KawashimaM 
JA235,A,1,F,10:00am-10:50am,Conversational Japanese II,, ,LOVE 423,7,20, ,KawashimaM 
JA322,A,4,MWF,11:00am-11:50am,Third-Year Japanese,, ,LOVE 302,8,10,1,Nuffer     
JA335,A,1,M, 4:00pm- 4:50pm,Conversational Japanese III,, ,LOVE 423,4,20, ,KawashimaM 
JA422,A,4,T, 1:00pm- 2:15pm,Fourth-Year Japanese,, ,LOVE 211,2,15,4,Abe        
JA422,A,4,R,11:00am-12:15pm,Fourth-Year Japanese,, ,LOVE 423,2,15,4,Abe        
JS126,A,3,MWR,10:00am-10:50am,Hebrew II,, ,LOVE 246,8,20,7,Isaacs     
JS127,A,3,MWR,11:00am-11:50am,Hebrew III,, ,LOVE 246,4,20,1,Isaacs     
JS144,A,4,MW, 2:30pm- 3:45pm,Introduction to the New Testament (See RE144),L, , ,0, , ,Emanuel    
JS182,A,4,TR, 9:30am-10:45am,"Jews, Judaism, and the Modern World (See RE182)",H,I , ,0, , ,Freidenrch 
JS252,A,4,MW,11:00am-12:15pm,Introduction to Politics of the Middle East (See GO252),S, , ,0, , ,Denoeux    
JS298B,A,4,MW,11:00am-12:15pm,"On the Eighth Day, God Laughed: The Bible and Comedy (See RE298B)",L, , ,0, , ,Emanuel    
JS346,A,4,TR, 1:00pm- 2:15pm,"Jews of Germany, Past and Present (See RE346)",H,I , ,0, , ,Freidenrch 
JS421,A,4,WF,11:00am-12:15pm,Research Seminar: Debating the Nazi Past (See HI421),"H,W3",I , ,0, , ,Scheck     
LA174,A,4,TR, 9:30am-10:45am,Introduction to Latin American Studies,H,I ,LOVE 208,31,35,5,Baldacci   
LA237,A,4,MW,11:00am-12:15pm,Conquest and Resistance in the Americas (See SP237),L,I , ,0, , ,Millones   
LA298,A,1,T, 5:00pm- 6:30pm,"Baila: Latin Dance, History, Culture, and Performance",, ,RUNN 201,20,16, ,Bernal     
LA298A,A,4,TR, 9:30am-10:45am,Pop Culture in Latin America (See AY298),, , ,0, , ,"Haynes, E  "
LA398,A,4,TR, 1:00pm- 2:15pm,Cold War in Latin America,"H,W2",I ,LOVE 318,8,15,0,Baldacci   
LA498,A,4,W, 7:00pm- 9:30pm,"Seminar: The Shifting Americas: Race, Power, and Subjectivity (See SP498)",L,U , ,0, , ,Ramos Flor 
LT112,A,4,MTWF,12:00n -12:50pm,Intermediate Latin,, ,LOVE 203,20,20,2,Currie     
LT398,A,4,MW, 1:00pm- 2:15pm,Lucan's De bello civili,L, ,LOVE 244,3,20,9,Currie     
MA121,A,4,MTWF, 9:00am- 9:50am,Single-Variable Calculus,Q, ,LOVE 303,25,28,12,Owad       
MA121,B,4,MTWF,11:00am-11:50am,Single-Variable Calculus,Q, ,DAVI 201,21,28,12,"Holly, C   "
MA121,C,4,MTWF,12:00n -12:50pm,Single-Variable Calculus,Q, ,LOVE 303,25,28,12,Owad       
MA122,A,4,MTWF,12:00n -12:50pm,Series and Multi-variable Calculus,Q, ,DAVI 201,26,28,6,Dougherty  
MA122,B,4,MTWF, 1:00pm- 1:50pm,Series and Multi-variable Calculus,Q, ,DAVI 201,22,28,6,Dougherty  
MA162,A,4,MTWF,12:00n -12:50pm,Honors Calculus II,, ,MILL 014,16,28,11,Mathes     
MA253,A,4,MWF, 9:00am- 9:50am,Linear Algebra,, ,LOVE 212,27,28,8,Randles    
MA253,B,4,MWF,10:00am-10:50am,Linear Algebra,, ,LOVE 303,25,28,7,Dougherty  
MA253,C,4,MWF,11:00am-11:50am,Linear Algebra,, ,LOVE 303,25,28,1,Owad       
MA262,A1,4,MWF,12:00n -12:50pm,Vector Calculus,, ,MUDD 405,28,28,11,Welch      
MA262,A2,4,MWF,12:00n -12:50pm,Vector Calculus,, ,DAVI 301,26,28,11,Holly      
MA274,A,4,TR, 2:30pm- 3:45pm,Mathematical Reasoning,W2, ,DAVI 201,18,24,2,Livshits   
MA311,A,4,MWF, 1:00pm- 1:50pm,Ordinary Differential Equations,, ,KEYE 102,27,28,9,Randles    
MA338,A,4,MWF, 2:30pm- 3:20pm,Real Analysis,, ,DAVI 201,23,28,3,Mathes     
MA357,A,4,MWF,10:00am-10:50am,Elementary Number Theory,, ,DAVI 301,25,28,0,Gouvea     
MA381,A,4,MWF, 1:00pm- 1:50pm,Probability,, ,LOVE 213,24,28,9,Scott      
MA434,A,4,MWF,12:00n -12:50pm,Topics in Abstract Algebra,, ,DAVI 117,16,15,0,Gouvea     
MA472,A,4,MWF,10:00am-10:50am,Topics in Mathematical Modeling,, ,DAVI 217,7,15,0,Holly      
MA482,A,4,MWF, 9:00am- 9:50am,Topics in Statistical Inference (See SC482),, , ,0, , ,O'Brien    
ML122,A,3,MWF,10:00am-10:50am,Elementary Modern Standard Arabic I-B,, ,LOVE 301,7,15,7,Aboelwafa  
ML124,A,3,MWF, 9:00am- 9:50am,Elementary Modern Standard Arabic II-B,, ,LOVE 301,3,15,8,Aboelwafa  
MU091,0,,,TBA,Music Lessons: Noncredit or JP,, , ,0,20, ,With Whom? 
MU093,A,,M, 7:00pm-10:00pm,"Applied Music: Ensemble, Noncredit (Orchestra)",, ,BIXL 219,11,25, ,Park       
MU093,B,,M, 4:00pm- 6:00pm,"Applied Music: Ensemble, Noncredit (Chorale)",, ,BIXL 178,5,25, ,Perry      
MU093,C,,W, 7:00pm- 9:30pm,"Applied Music: Ensemble, Noncredit (Collegium)",, ,BIXL 178,5,25, ,Perry      
MU093,D,,W, 7:00pm- 9:30pm,"Applied Music: Ensemble, Noncredit (Wind Ensemble)",, ,BIXL 219,5,25, ,"Thomas, E  "
MU093,E,,R, 7:00pm- 9:30pm,"Applied Music: Ensemble, Noncredit (Jazz Band)",, ,BIXL 219,4,25, ,"Thomas, E  "
MU093,F,,T, 7:00pm-10:00pm,"Applied Music: Ensemble, Noncredit (African Drumming)",, ,BIXL 154,0,25, ,Benissan   
MU093,G,,,TBA,"Applied Music: Ensemble, Noncredit (Flute Choir)",, , ,1,25, ,Rabata     
MU093,G1,,,TBA,"Applied Music: Ensemble, Noncredit (Mixed Chamber Ensemble)",, , ,1,25, ,Rabata     
MU093,H,,,TBA,"Applied Music: Ensemble, Noncredit (Guitar Ensemble)",, , ,0,25, ,Leighton   
MU093,I,,,TBA,"Applied Music: Ensemble, Noncredit (String Ensemble)",, , ,0,25, ,Albert     
MU093,K,,,TBA,"Applied Music: Ensemble, Noncredit (Trumpet Ensemble)",, , ,1,25, ,Whitener   
MU093,L,,,TBA,"Applied Music: Ensemble, Noncredit (Piano Ensemble)",, , ,0,25, ,Funahashi  
MU093,L1,,,TBA,"Applied Music: Ensemble, Noncredit (Mixed Chamber Ensemble)",, , ,0,25, ,Funahashi  
MU093,M,,,TBA,"Applied Music: Ensemble, Noncredit (Music Scenes Ensemble)",, , ,0,25, ,"Morris, J  "
MU093,O,,,TBA,"Applied Music: Ensemble, Noncredit (Chamber Ensemble)",, , ,0,25, ,"Thomas, E  "
MU093,O1,,,TBA,"Applied Music: Ensemble, Noncredit (Jazz Combo Chamber Ensemble)",, , ,2,25, ,"Thomas, E  "
MU093,P,,,TBA,"Applied Music: Ensemble, Noncredit (Harp Ensemble)",, , ,0,25, ,"Flanagan,V "
MU093,Q,,,TBA,"Applied Music: Ensemble, Noncredit (Mixed Ensemble)",, , ,0,25, ,"Miller, R  "
MU111,A,4,MWF,11:00am-11:50am,Introduction to Music,A, ,BIXL 178,55,60,1,Saunders   
MU120,A,4,TR, 2:30pm- 3:45pm,Exploring Music and Gender,"A,W1", ,BIXL 226,16,16, ,Zelensky   
MU182,A,4,TR, 9:30am-10:45am,Music Theory II,, ,BIXL 150,16,16,6,Mehrmann   
MU191,0,1 to 2,,TBA,Music Lessons: Credit,, , ,0, , ,With Whom? 
MU193,A,1,M, 7:00pm-10:00pm,Applied Music: Ensemble for Credit (Orchestra),, ,BIXL 219,10,25, ,Park       
MU193,B,1,M, 4:00pm- 6:00pm,Applied Music: Ensemble for Credit (Chorale),, ,BIXL 178,1,25, ,Perry      
MU193,B,1,T, 7:00pm- 9:00pm,Applied Music: Ensemble for Credit (Chorale),, ,BIXL 178,1,25, ,Perry      
MU193,C,1,W, 7:00pm- 9:30pm,Applied Music: Ensemble for Credit (Collegium),, ,BIXL 178,5,25, ,Perry      
MU193,D,1,W, 7:00pm- 9:30pm,Applied Music: Ensemble for Credit (Wind Ensemble),, ,BIXL 219,4,25, ,"Thomas, E  "
MU193,E,1,R, 7:00pm- 9:30pm,Applied Music: Ensemble for Credit (Jazz Band),, ,BIXL 219,8,25, ,"Thomas, E  "
MU193,F,1,T, 7:00pm-10:00pm,Applied Music: Ensemble for Credit (African Drumming),, ,BIXL 154,1,25, ,Benissan   
MU193,G,1,,TBA,Applied Music: Ensemble for Credit (Flute Choir),, , ,0,25, ,Rabata     
MU193,G1,1,,TBA,Applied Music: Ensemble for Credit (Mixed Chamber Ensemble),, , ,2,25, ,Rabata     
MU193,H,1,,TBA,Applied Music: Ensemble for Credit (Guitar Ensemble),, , ,1,25, ,Leighton   
MU193,I,1,,TBA,Applied Music: Ensemble for Credit (String Ensemble),, , ,0,25, ,Albert     
MU193,K,1,,TBA,Applied Music: Ensemble for Credit (Trumpet Ensemble),, , ,0,25, ,Whitener   
MU193,L,1,,TBA,Applied Music: Ensemble for Credit (Piano Ensemble),, , ,0,25, ,Funahashi  
MU193,L1,1,,TBA,Applied Music: Ensemble for Credit (Mixed Chamber Ensemble),, , ,0,25, ,Funahashi  
MU193,M,1,,TBA,Applied Music: Ensemble for Credit (Music Scenes Ensemble),, , ,0,25, ,"Morris, J  "
MU193,O,1,,TBA,Applied Music: Ensemble for Credit (Chamber Ensemble),, , ,0,25, ,"Thomas, E  "
MU193,O1,1,,TBA,Applied Music: Ensemble for Credit (Jazz Combo Chamber Ensemble),, , ,1,25, ,"Thomas, E  "
MU193,P,1,,TBA,Applied Music: Ensemble for Credit (Harp Ensemble),, , ,0,25, ,"Flanagan,V "
MU193,Q,1,,TBA,Applied Music: Ensemble for Credit (Mixed Ensemble),, , ,3,25, ,"Miller, R  "
MU213,A,4,MW, 1:00pm- 2:15pm,Algorave: Introduction to Live Coding,A, ,BIXL 132,14,10,0,Maguire    
MU234,A,4,MW,11:00am-12:15pm,From Rockabilly to Grunge: A History of Rock 'n' Roll,A, ,BIXL 150,30,20,1,Zelensky   
MU242,A,4,MW, 2:30pm- 3:45pm,Music History II: High Baroque to the Dawn of Romanticism,, ,BIXL 102,6,25,3,Saunders   
MU262,A,4,TR, 9:30am-10:45am,"Music in Life, Music as Culture: Introduction to Ethnomusicology",A,I ,BIXL 102,11,12,0,Zelensky   
MU282,A,4,TR, 2:30pm- 3:45pm,Music Theory IV,, ,BIXL 150,7,18,2,Maguire    
MU493,A,4,TR,11:00am-12:15pm,Seminar: Ways of Listening,, ,BIXL 226,4,16,0,Maguire    
PH145,A,4,MWF,11:00am-11:50am,Foundations of Electromagnetism and Optics,"N,Lb", ,KEYE 105,50,48,14,Tate       
PH145,B,4,MWF,12:00n -12:50pm,Foundations of Electromagnetism and Optics,"N,Lb", ,KEYE 105,29,48,14,Tate       
PH145 D,A,,M, 1:00pm- 1:50pm,Disc: Electromagnetism/Optics,, ,MUDD 311,20,24, ,Lessard    
PH145 D,B,,M, 2:30pm- 3:20pm,Disc: Electromagnetism/Optics,, ,MUDD 311,23,24, ,Lessard    
PH145 D,C,,T, 1:00pm- 1:50pm,Disc: Electromagnetism/Optics,, ,MUDD 311,23,24, ,Lessard    
PH145 D,D,,T, 2:30pm- 3:20pm,Disc: Electromagnetism/Optics,, ,MUDD 311,13,24, ,Lessard    
PH145 L,A,,T, 8:00am-10:50am,Lab: Electromagnetism/Optics,, ,MUDD 322,16,18, ,Lessard    
PH145 L,B,,T, 2:00pm- 4:50pm,Lab: Electromagnetism/Optics,, ,MUDD 322,18,18, ,Patton     
PH145 L,C,,W, 2:00pm- 4:50pm,Lab: Electromagnetism/Optics,, ,MUDD 322,18,18, ,Einsig     
PH145 L,D,,R, 9:00am-11:50am,Lab: Electromagnetism/Optics,, ,MUDD 322,10,18, ,Lessard    
PH145 L,E,,R, 2:00pm- 4:50pm,Lab: Electromagnetism/Optics,, ,MUDD 322,17,18, ,Einsig     
PH242,A,4,MWF, 9:00am- 9:50am,Modern Physics II,, ,MUDD 405,30,28,8,Bluhm      
PH242,A,4,T, 1:00pm- 1:50pm,Modern Physics II,, ,MUDD 405,30,28,8,Bluhm      
PH250,A,4,M, 1:00pm- 2:50pm,Experiments in Modern Physics,, ,MUDD 405,11,12,0,Conover    
PH250,A,4,W, 1:00pm- 3:50pm,Experiments in Modern Physics,, ,MUDD 405,11,12,0,Conover    
PH311,A,4,MTRF,10:00am-10:50am,Classical Mechanics,, ,MUDD 405,25,15,7,Patton     
PH332,A,4,MTWF,11:00am-11:50am,Thermodynamics and Statistical Mechanics,, ,MUDD 311,13,24,1,McElmurry  
PH342,A,4,TR, 2:30pm- 3:45pm,Galaxies and Cosmology (See AS342),, , ,0, , ,Kocevski   
PH398,A,2,R, 2:30pm- 3:45pm,Topics in Quantum Information,, ,MUDD 405,10,18,0,Conover    
PH401,A,2,M, 2:30pm- 3:45pm,Senior Physics and Astronomy Seminar,, ,KEYE 105,11,12,0,Tate       
PL113,A,4,TR,11:00am-12:15pm,Central Philosophical Issues: On Being Human,S, ,LOVE 119,26,30,4,Moland     
PL216,A,4,TR, 9:30am-10:45am,Philosophy of Nature,, ,LOVE 119,24,25,0,Peterson   
PL232,A,4,TR, 2:30pm- 3:45pm,History of Modern Philosophy,H, ,LOVE 119,26,25,2,Moland     
PL258,A,4,MW, 1:00pm- 2:15pm,Advanced Logic,, ,LOVE 246,9,25,9,Cohen      
PL274,A,4,MW, 2:30pm- 3:45pm,Philosophy of Religion,S, ,LOVE 119,22,25,0,Behuniak   
PL277,A,1,,TBA,Reuman Reading Group,, , ,11,16, ,Cohen      
PL311,A,4,M, 7:00pm- 9:30pm,Philosophical Approaches to Global Justice,,I ,LOVE 212,15,18,0,Moland     
PL374,A,4,TR, 1:00pm- 2:15pm,Existentialism,, ,LOVE 319,16,18,0,Gordon     
PL378,A,4,TR,11:00am-12:15pm,Contemporary Continental Philosophy,, , ,1,18,0,Peterson   
PL389,A,4,T, 7:00pm-10:00pm,Philosophers in Focus: Ludwig Wittgenstein,, ,LOVE 246,4,18,0,Cohen      
PL402,A,1,,TBA,Philosophy Colloquium II,, , ,13,18, ,Behuniak   Cohen      Gordon     Moland     Peterson    
PS111,A,4,MWF,10:00am-10:50am,Introduction to Psychology,S, ,LOVE 100,90,90,7,Arterberry Buccigross Coane      Seto       Sheets      
PS215,A,4,T,11:00am-12:15pm,Research Methods and Statistics in Psychology II,W2, ,DAVI 301,32,30,12,Seto       
PS215,A,4,R,11:00am-12:15pm,Research Methods and Statistics in Psychology II,W2, ,DAVI 308,32,30,12,Seto       
PS215,B,4,T, 2:30pm- 3:45pm,Research Methods and Statistics in Psychology II,W2, ,DAVI 301,31,30,12,Seto       
PS215,B,4,R, 2:30pm- 3:45pm,Research Methods and Statistics in Psychology II,W2, ,DAVI 308,31,30,12,Seto       
PS215 L,A,,M, 1:00pm- 4:00pm,Lab: Research Methods and Statistics in Psychology II,, , ,13,15, ,Coane      
PS215 L,B,,T, 1:00pm- 4:00pm,Lab: Research Methods and Statistics in Psychology II,, , ,18,15, ,"Goh, Jin   "
PS215 L,C,,W, 1:00pm- 4:00pm,Lab: Research Methods and Statistics in Psychology II,, , ,14,15, ,Arterberry 
PS215 L,D,,F, 9:00am-12:00n ,Lab: Research Methods and Statistics in Psychology II,, , ,18,15, ,Romero     
PS223,A,4,TR, 9:30am-10:45am,Social Identities,,U ,DAVI 301,34,35,5,"Goh, Jin   "
PS233,A,4,MWF, 1:00pm- 1:50pm,Biological Basis of Behavior,, ,DAVI 301,35,35,9,Buccigross 
PS253,A,4,MWF, 9:00am- 9:50am,Social Psychology,, ,DAVI 301,35,35,8,"Rogers, R  "
PS254,A,4,MW, 2:30pm- 3:45pm,Abnormal Psychology,, ,DAVI 301,34,35,3,Sheets     
PS259,A,4,TR, 1:00pm- 2:15pm,Lifespan Development,, ,DAVI 301,30,35,6,Arterberry 
PS298,A,4,TR, 9:30am-10:45am,Industrial and Organizational Psychology,, ,DAVI 201,29,35,5,Brooks     
PS336,A,4,MW, 1:00pm- 2:15pm,Seminar in Experimental Social Psychology,W3, ,DAVI 307,12,10,0,"Rogers, R  "
PS337,A,1,,TBA,Collaborative Research in Social Psychology,, , ,12,10, ,"Rogers, R  "
PS341,A,4,TR, 1:00pm- 2:15pm,Seminar in Memory,W3, ,DAVI 307,9,10,6,Coane      
PS342,A,1,,TBA,Collaborative Research in Memory,, , ,9,10, ,Coane      
PS352C,A,4,MW,11:00am-12:15pm,Seminar on Mood Disorders and Creativity: The Mad-Genius Debate,, ,DAVI 307,11,12,1,Sheets     
PS352F,A,4,TR,11:00am-12:15pm,Seminar: Neuroscience of Addiction,, ,DAVI 307,13,12,4,Buccigross 
PS374,A,4,TR, 9:30am-10:45am,Seminar: Psychology and Neuroscience,, ,DAVI 307,14,12,5,Glenn      
PS420,A,3,W, 7:00pm- 9:30pm,Senior Integrative Seminar,, ,DAVI 301,16,18,0,Glenn      
PS420,A,3,F, 3:00pm- 4:00pm,Senior Integrative Seminar,, ,DAVI 301,16,18,0,Glenn      
RE111,A,4,TR, 1:00pm- 2:15pm,Religions of India,S,I ,LOVE 205,27,30,0,Singh      
RE136,A,4,TR,11:00am-12:15pm,Introduction to Christianity,H, ,LOVE 213,34,35,4,Harper     
RE144,A,4,MW, 2:30pm- 3:45pm,Introduction to the New Testament,L, ,LOVE 213,37,35,3,Emanuel    
RE182,A,4,TR, 9:30am-10:45am,"Jews, Judaism, and the Modern World",H,I ,LOVE 344,14,35,5,Freidenrch 
RE232,A,4,T, 7:00pm- 9:30pm,American Spirituality and the Environment,S,U ,LOVE 303,23,25,14,Harper     
RE246,A,4,MW,11:00am-12:15pm,Religion and Everyday Life in Muslim Societies (See AY246),,I , ,0, , ,Strohl     
RE263,A,4,TR, 2:30pm- 3:45pm,Buddhism across East Asia (See EA263),L, , ,0, , ,Orzech     
RE298B,A,4,MW,11:00am-12:15pm,"On the Eighth Day, God Laughed: The Bible and Comedy",L, ,LOVE 213,30,25,0,Emanuel    
RE319,A,4,W, 1:00pm- 3:30pm,Bollywood and Beyond: South Asian Religions through Film,L,I ,LOVE 344,14,12,0,Singh      
RE331,A,4,TR, 9:30am-10:45am,"Mysticism, Spirituality, and Religious Experience",L, ,DIAM 243,8,20,0,Orzech     
RE346,A,4,TR, 1:00pm- 2:15pm,"Jews of Germany, Past and Present",H,I ,LOVE 303,13,12,0,Freidenrch 
RU126,A,4,MTWR,10:00am-10:50am,Elementary Russian II,, ,LOVE 318,7,19,7,"Parker, Lu "
RU128,A,4,MTWF, 9:00am- 9:50am,Intermediate Russian II,, ,LOVE 450,4,19,8,Ansdell    
RU135,A,1,R, 3:00pm- 3:50pm,Conversation Group,, ,LOVE 450,3,10, ,Eliseeva   
RU222,A,4,TR,11:00am-12:15pm,Revolutionary Performances: Theater and the Energy of the Unspoken (in English),A, ,RUNN 203,6,20,0,"Parker, Lu "
RU326,A,4,MWF,11:00am-11:50am,Conversation and Composition,, ,MILL 034,3,15,1,Ansdell    
RU335,A,1,R, 5:00pm- 5:50pm,Conversation Group,, ,LOVE 450,2,10, ,Eliseeva   
RU428,A,4,MWF,11:00am-11:50am,The 20th-Century Russian Novel,L, ,MILL 034,4,10,1,Ansdell    
SC212,A,4,MWF, 8:00am- 8:50am,Introduction to Statistics and Data Science,"Q,W2", ,DAVI 201,27,28,16,Bontea     
SC212,B,4,MWF, 9:00am- 9:50am,Introduction to Statistics and Data Science,"Q,W2", ,DAVI 201,28,28,16,Bontea     
SC212,C,4,MWF,10:00am-10:50am,Introduction to Statistics and Data Science,"Q,W2", ,DAVI 201,28,28,17,Wieczorek  
SC212,D,4,MWF,11:00am-11:50am,Introduction to Statistics and Data Science,"Q,W2", ,DAVI 301,28,28,17,Scott      
SC212 L,A,,W, 1:00pm- 1:50pm,Lab: Intro Stats/Data Sci,, ,DAVI 308,28,28, ,Wieczorek  
SC212 L,B,,W, 2:00pm- 2:50pm,Lab: Intro Stats/Data Sci,, ,DAVI 308,27,28, ,Scott      
SC212 L,C,,R,10:00am-10:50am,Lab: Intro Stats/Data Sci,, ,DAVI 308,28,28, ,Bontea     
SC212 L,D,,R, 1:00pm- 1:50pm,Lab: Intro Stats/Data Sci,, ,DAVI 308,28,28, ,Bontea     
SC310,A,4,MWF,10:00am-10:50am,Applied Longitudinal Analysis,, ,DAVI 102,14,28,0,O'Brien    
SC321,A,4,MWF,12:00n -12:50pm,Statistical Modeling,, ,DAVI 308,28,28,11,Wieczorek  
SC381,A,4,MWF, 1:00pm- 1:50pm,Probability (See MA381),, , ,0, , ,Scott      
SC482,A,4,MWF, 9:00am- 9:50am,Topics in Statistical Inference,, ,DIAM 141,18,20,8,O'Brien    
SO131,A,4,TR, 9:30am-10:45am,Introduction to Sociology,S,U ,LOVE 205,37,35,14,Mayrl      
SO131,B,4,TR,11:00am-12:15pm,Introduction to Sociology,S,U ,LOVE 205,39,35,14,Mayrl      
SO213,A,4,TR,11:00am-12:15pm,Schools and Society (See ED213),,U , ,0, , ,"Roy, S     "
SO268,A,4,MW, 2:30pm- 3:45pm,Social Policy and Inequality,S, ,DIAM 221,18,20,3,Kesler     
SO271,A,4,MW,11:00am-12:15pm,Introduction to Sociological Research Methods,Q, ,DIAM 243,19,20,0,Kesler     
SO298A,A,4,MW, 1:00pm- 2:15pm,Free Speech on Campus,S, ,DIAM 221,17,20,9,Gross      
SO298B,A,4,TR, 1:00pm- 2:15pm,Sociology of Globalization,S,I ,DIAM 221,18,20,6,Hikido     
SO298C,A,4,TR, 9:30am-10:45am,Urban Sociology,S,U ,DIAM 221,19,20,5,Hikido     
SO358,A,4,T, 1:00pm- 3:30pm,The Sociology of W.E.B. Du Bois,S,U ,DIAM 243,21,20,6,Gilkes     
SO364,A,4,MW,11:00am-12:15pm,Policing the American City,S, ,DIAM 221,20,20,1,Gross      
SP126,A,4,MTWR, 8:00am- 8:50am,Elementary Spanish II,, ,LOVE 202,14,18,16,Mayans     
SP126,B,4,MTWR, 9:00am- 9:50am,Elementary Spanish II,, ,LOVE 202,14,18,5,Savo       
SP126,C,4,MTWR,10:00am-10:50am,Elementary Spanish II,, ,LOVE 203,18,18,13,Ramos Flor 
SP126,D,4,MTWR,11:00am-11:50am,Elementary Spanish II,, ,LOVE 202,15,18,13,Mercado    
SP127,A,4,MTWR, 8:00am- 8:50am,Intermediate Spanish I,, ,LOVE 302,18,18,13,Ortega     
SP127,B,4,MTWR, 9:00am- 9:50am,Intermediate Spanish I,, ,LOVE 302,17,18,13,Ortega     
SP127,C,4,MTWR,10:00am-10:50am,Intermediate Spanish I,, ,LOVE 211,18,18,13,Mayans     
SP127,D1,4,MTWR,11:00am-11:50am,Intermediate Spanish I,, ,LOVE 211,18,18,13,Mayans     
SP127,D2,4,MTWR,11:00am-11:50am,Intermediate Spanish I,, ,LOVE 212,18,18,13,Bernal     
SP128,A,4,MW, 1:00pm- 2:15pm,Intermediate Spanish II,, ,LOVE 301,6,15,0,Millones   
SP128,B,4,TR, 9:30am-10:45am,Intermediate Spanish II,, ,LOVE 301,12,15,0,Bernal     
SP131,A,4,MW,11:00am-12:15pm,Conversation and Composition,, ,LOVE 207,15,15,0,"White, B   "
SP131,B,4,TR, 1:00pm- 2:15pm,Conversation and Composition,, ,LOVE 301,10,15,0,Gardeazaba 
SP135,A,4,MW, 2:30pm- 3:45pm,Introduction to Literary Analysis (Visibility and Mobility),L, ,MILL 205,11,15,0,"White, B   "
SP135,B,4,TR,11:00am-12:15pm,Introduction to Literary Analysis (Cities in Dust),L, ,LOVE 301,16,15,0,Savo       
SP231,A,4,MTWR, 9:00am- 9:50am,Advanced Spanish,, ,LOVE 102,8,15,2,Mercado    
SP237,A,4,MW,11:00am-12:15pm,Conquest and Resistance in the Americas,L,I ,LOVE 301,16,15,0,Millones   
SP298,A,1,T, 5:00pm- 6:30pm,"Baila: Latin Dance, History, Culture, and Performance (See LA298)",, , ,0, , ,Bernal     
SP298A,A,4,TR, 2:30pm- 3:45pm,Dancing McOndo: Music and Literature from Latin America,, ,LOVE 301,9,15,0,Gardeazaba 
SP366,A,4,TR, 1:00pm- 2:15pm,Queer Spain,, ,LOVE 307,12,15,0,Allbritton 
SP498,A,4,M, 7:00pm- 9:30pm,"Seminar: The Afro-Americas:     Race, Power, and Subjectivity",L,U ,LOVE 319,16,15,0,Ramos Flor 
ST114,A,4,MW, 2:30pm- 3:45pm,Introduction to Medicine and Society,H, ,OLIN 001,54,30,3,"Jiang, L   "
ST120A,A,4,MWF, 9:00am- 9:50am,Information Before and After Google: Impacts and Technologies,W1, ,DIAM 242,16,16, ,Kugelmeyer 
ST213,A,4,MW, 1:00pm- 2:15pm,Introduction to Computer Music (See MU213),A, , ,0, , ,Maguire    
ST216,A,4,TR, 9:30am-10:45am,Philosophy of Nature (See PL216),, , ,0, , ,Peterson   
ST233,A,4,MWF, 1:00pm- 1:50pm,Biological Basis of Behavior (See PS233),, , ,0, , ,Buccigross 
ST234,A,4,W, 1:00pm- 3:30pm,Big History: Critique and Counterproposal,, ,DIAM 242,11,18,3,Fleming    
ST237,A,4,TR, 2:30pm- 3:45pm,History of Biology,N, ,OLIN 001,47,30,2,"Jiang, L   "
ST239,A,4,TR, 1:00pm- 2:15pm,Seafood Forensics: Uncovering Fraud in Ocean Food Systems (See ES239),, , ,0, , ,Rasher     
ST248,A,4,TR, 9:30am-10:45am,"Nuclear Visions, Environmental Realities (See HI248)",H,I , ,0, ,0,Josephson  
ST248A,A,4,MW, 2:30pm- 3:45pm,History of the Book (See EN248),, , ,0, , ,"Cook, M    "
ST285,A,4,TR, 9:30am-10:45am,History of Photography (See AR285),A, , ,0, , ,Sperling   
ST363,A,4,TR, 2:30pm- 3:45pm,The Enlightenment and the Anthropocene (See EN363),L, , ,0, , ,Hanlon     
ST398B,A,4,MW, 1:00pm- 2:15pm,Energy and Utopia (See EN398B),, , ,0, , ,Walker     
ST486,A,4,M, 1:00pm- 3:30pm,Senior Project: The Craft of Research,, ,DIAM 242,3,16,0,Fleming    
TD115B,A,2,M, 2:00pm- 4:00pm,Theater Technique Lab: An Actor Prepares,, ,RUNN SMIT,7,15,0,Weinblatt  
TD116A,A,2,TR,11:00am-12:30pm,Ballet Forms Technique Lab: Beginning,, ,RUNN 201,7,16,0,Cantino    
TD117A,A,2,MW,11:00am-12:30pm,Contemporary Dance Technique Lab: Beginning/Partnering,, ,RUNN 201,14,16,0,Laurita-Sp 
TD117B,A,2,TR, 1:00pm- 2:15pm,Contemporary Dance Technique Lab: Intermediate,, ,RUNN 201,4,16,0,Cantino    
TD139,A,4,M, 1:00pm- 4:00pm,Stagecraft I,A, ,RUNN SHOP,4,4,0,Ervin      
TD139,B,4,T, 1:00pm- 4:00pm,Stagecraft I,A, ,RUNN SHOP,4,4,0,Ervin      
TD139,C,4,R, 1:00pm- 4:00pm,Stagecraft I,A, ,RUNN SHOP,4,4,0,Ervin      
TD164,A,1,,TBA,Applied Performance/Production (Fringe Performance),, , ,0,25, ,Kloppenbrg 
TD164,B,1,,TBA,Applied Performance/Production (Fringe Performance),, , ,6,25, ,Brown      
TD164,C,1,,TBA,Applied Performance/Production (Fringe Performance),, , ,1,25, ,Shanks     
