Year,Month,Temp
1869,3,-0.267
1869,4,8.383
1869,5,13.209
1869,6,19.151
1869,7,21.261
1869,8,20.58
1869,9,-0.395
1869,10,7.813
1869,11,2.034
1869,12,-0.903
1870,1,0.685
1870,2,-2.639
1870,3,-0.29
1870,4,8.939
1870,5,14.852
1870,6,21.508
1870,7,23.282
1870,8,22.115
1870,9,-0.041
1870,10,11.363
1870,11,4.627
1870,12,-1.558
1871,1,-4.312
1871,2,-2.884
1871,3,5.127
1871,4,9.73
1871,5,14.717
1871,6,19.375
1871,7,20.934
1871,8,21.704
1871,9,-3.485
1871,10,11.145
1871,11,1.706
1871,12,-4.081
1872,1,-4.27
1872,2,-3.67
1872,3,-2.656
1872,4,8.34
1872,5,15.432
1872,6,20.337
1872,7,23.505
1872,8,22.549
1872,9,-0.381
1872,10,9.652
1872,11,2.492
1872,12,-5.648
1873,1,-5.29
1873,2,-4.057
1873,3,0.167
1873,4,6.877
1873,5,13.757
1873,6,19.933
1873,7,22.633
1873,8,20.525
1873,9,-1.15
1873,10,10.133
1873,11,0.328
1873,12,-0.159
1874,1,-0.9
1874,2,-2.634
1874,3,1.713
1874,4,3.95
1874,5,14.024
1874,6,20.39
1874,7,22
1874,8,19.79
1874,9,0.31
1874,10,10.28
1874,11,3.607
1874,12,-1.426
1875,1,-6.797
1875,2,-6.74
1875,3,-0.879
1875,4,5.228
1875,5,14.32
1875,6,19.525
1875,7,21.869
1875,8,20.948
1875,9,-1.851
1875,10,9.411
1875,11,1.599
1875,12,-1.345
1876,1,0.047
1876,2,-1.405
1876,3,0.812
1876,4,7.355
1876,5,14.39
1876,6,21.679
1876,7,24.349
1876,8,22.385
1876,9,-1.81
1876,10,8.055
1876,11,5.11
1876,12,-6.311
1877,1,-5.208
1877,2,0.249
1877,3,1.563
1877,4,8.44
1877,5,14.511
1877,6,20.431
1877,7,22.857
1877,8,22.604
1877,9,0.173
1877,10,11.652
1877,11,5.462
1877,12,1.528
1878,1,-2.657
1878,2,-0.903
1878,3,5.555
1878,4,11.43
1878,5,14.368
1878,6,18.366
1878,7,23.71
1878,8,21.614
1878,9,0.521
1878,10,12.183
1878,11,4.553
1878,12,-1.742
1879,1,-5.456
1879,2,-4.322
1879,3,2.122
1879,4,6.993
1879,5,15.736
1879,6,19.953
1879,7,22.548
1879,8,20.866
1879,9,-1.746
1879,10,13.725
1879,11,4
1879,12,0.467
1880,1,1.338
1880,2,0.159
1880,3,1.674
1880,4,8.866
1880,5,18.205
1880,6,21.172
1880,7,22.743
1880,8,20.989
1880,9,-0.092
1880,10,9.829
1880,11,2.082
1880,12,-4.687
1881,1,-6.525
1881,2,-3.655
1881,3,1.702
1881,4,6.747
1881,5,16.118
1881,6,17.559
1881,7,22.059
1881,8,21.738
1881,9,3.422
1881,10,12.7
1881,11,5.502
1881,12,2.3
1882,1,-3.54
1882,2,-0.345
1882,3,3.083
1882,4,7.009
1882,5,11.739
1882,6,19.691
1882,7,22.183
1882,8,20.892
1882,9,0.159
1882,10,12.381
1882,11,2.63
1882,12,-2.769
1883,1,-5.568
1883,2,-2.206
1883,3,-0.869
1883,4,7.159
1883,5,14.315
1883,6,20.842
1883,7,21.98
1883,8,19.576
1883,9,-2.309
1883,10,9.457
1883,11,4.865
1883,12,-1.758
1884,1,-5.763
1884,2,-0.214
1884,3,1.537
1884,4,7.579
1884,5,14.48
1884,6,19.986
1884,7,20.577
1884,8,20.962
1884,9,1.361
1884,10,11.268
1884,11,4.008
1884,12,-1.058
1885,1,-3.833
1885,2,-7.361
1885,3,-2.88
1885,4,7.87
1885,5,13.452
1885,6,19.317
1885,7,22.917
1885,8,20.314
1885,9,-1.634
1885,10,10.185
1885,11,4.981
1885,12,-0.458
1886,1,-5.007
1886,2,-3.688
1886,3,1.687
1886,4,9.828
1886,5,14.282
1886,6,18.231
1886,7,21.623
1886,8,20.253
1886,9,-0.022
1886,10,11.127
1886,11,4.79
1886,12,-3.898
1887,1,-4.568
1887,2,-1.554
1887,3,-0.628
1887,4,7.039
1887,5,16.948
1887,6,19.626
1887,7,24.494
1887,8,20.242
1887,9,-2.505
1887,10,9.801
1887,11,3.886
1887,12,-1.128
1888,1,-6.698
1888,2,-3.211
1888,3,-1.471
1888,4,7.219
1888,5,13.896
1888,6,20.496
1888,7,20.565
1888,8,21.049
1888,9,-1.873
1888,10,7.57
1888,11,5.329
1888,12,-0.774
1889,1,-0.106
1889,2,-4.769
1889,3,3.175
1889,4,9.16
1889,5,15.909
1889,6,19.831
1889,7,21.693
1889,8,20.049
1889,9,-0.804
1889,10,8.42
1889,11,5.576
1889,12,2.561
1890,1,1.69
1890,2,1.851
1890,3,0.729
1890,4,8.266
1890,5,14.642
1890,6,20.175
1890,7,21.094
1890,8,20.351
1890,9,-1.017
1890,10,9.83
1890,11,4.045
1890,12,-3.833
1891,1,-1.767
1891,2,0.369
1891,3,1.043
1891,4,9.531
1891,5,14.018
1891,6,19.833
1891,7,20.071
1891,8,21.252
1891,9,1.375
1891,10,9.917
1891,11,3.747
1891,12,2.999
1892,1,-3.632
1892,2,-1.189
1892,3,-0.319
1892,4,8.099
1892,5,14.234
1892,6,21.58
1892,7,22.373
1892,8,21.694
1892,9,-1.226
1892,10,10.015
1892,11,3.463
1892,12,-2.9
1893,1,-7.703
1893,2,-3.586
1893,3,0.6
1893,4,7.586
1893,5,14.262
1893,6,20.279
1893,7,21.89
1893,8,21.495
1893,9,-2.277
1893,10,11.351
1893,11,3.676
1893,12,-1.002
1894,1,-1.153
1894,2,-3.853
1894,3,4.85
1894,4,8.264
1894,5,15.23
1894,6,20.655
1894,7,23.328
1894,8,20.488
1894,9,1.104
1894,10,11.148
1894,11,2.494
1894,12,-0.707
1895,1,-4.477
1895,2,-6.385
1895,3,0.682
1895,4,8.174
1895,5,15.47
1895,6,21.468
1895,7,20.517
1895,8,21.864
1895,9,1.577
1895,10,7.881
1895,11,5.692
1895,12,0.591
1896,1,-4.416
1896,2,-2.15
1896,3,-0.922
1896,4,10.307
1896,5,17.45
1896,6,19.009
1896,7,22.74
1896,8,21.743
1896,9,-0.714
1896,10,9.082
1896,11,6.893
1896,12,-2.454
1897,1,-3.377
1897,2,-1.642
1897,3,2.897
1897,4,9.128
1897,5,14.885
1897,6,17.94
1897,7,22.668
1897,8,20.339
1897,9,-0.532
1897,10,11.418
1897,11,4.685
1897,12,-0.409
1898,1,-1.905
1898,2,-1.371
1898,3,6.085
1898,4,7.278
1898,5,14.055
1898,6,20.583
1898,7,23.2
1898,8,22.29
1898,9,1.243
1898,10,11.655
1898,11,3.948
1898,12,-1.789
1899,1,-3.674
1899,2,-4.893
1899,3,1.47
1899,4,8.718
1899,5,15.322
1899,6,21.169
1899,7,22.123
1899,8,21.242
1899,9,-1.232
1899,10,11.843
1899,11,4.52
1899,12,-0.109
1900,1,-2.214
1900,2,-2.477
1900,3,-0.07
1900,4,9.069
1900,5,14.919
1900,6,20.527
1900,7,23.409
1900,8,23.384
1900,9,1.976
1900,10,13.779
1900,11,6.318
1900,12,-1.424
1901,1,-2.607
1901,2,-5.641
1901,3,2.071
1901,4,8.276
1901,5,14.068
1901,6,20.635
1901,7,24.42
1901,8,22.001
1901,9,0.26
1901,10,10.636
1901,11,1.67
1901,12,-1.901
1902,1,-4.177
1902,2,-3.993
1902,3,5.239
1902,4,8.938
1902,5,14.591
1902,6,18.569
1902,7,21.605
1902,8,19.98
1902,9,-0.929
1902,10,11.261
1902,11,7.567
1902,12,-3.074
1903,1,-3.261
1903,2,-1.226
1903,3,7.505
1903,4,9.015
1903,5,16.141
1903,6,16.728
1903,7,21.719
1903,8,18.566
1903,9,-0.628
1903,10,11.368
1903,11,2.624
1903,12,-4.275
1904,1,-7.506
1904,2,-6.122
1904,3,0.997
1904,4,6.769
1904,5,16.42
1904,6,19.499
1904,7,21.38
1904,8,20.113
1904,9,-0.995
1904,10,9.015
1904,11,2.491
1904,12,-5.215
1905,1,-5.011
1905,2,-6.806
1905,3,2.427
1905,4,8.683
1905,5,15.311
1905,6,19.343
1905,7,22.877
1905,8,20.336
1905,9,-0.462
1905,10,11.041
1905,11,3.604
1905,12,0.282
1906,1,0.381
1906,2,-2.873
1906,3,-0.713
1906,4,9.197
1906,5,15.203
1906,6,20.498
1906,7,22.101
1906,8,22.594
1906,9,1.413
1906,10,10.941
1906,11,4.493
1906,12,-2.053
1907,1,-2.736
1907,2,-7.054
1907,3,3.359
1907,4,5.912
1907,5,11.828
1907,6,17.479
1907,7,22.126
1907,8,20.225
1907,9,0.361
1907,10,8.366
1907,11,4.289
1907,12,0.162
1908,1,-2.37
1908,2,-4.464
1908,3,3.384
1908,4,8.894
1908,5,15.525
1908,6,20.235
1908,7,23.476
1908,8,20.499
1908,9,0.289
1908,10,12.114
1908,11,4.333
1908,12,-1.087
1909,1,-1.883
1909,2,1.023
1909,3,1.791
1909,4,8.427
1909,5,14.515
1909,6,20.131
1909,7,21.007
1909,8,20.072
1909,9,-0.941
1909,10,9.011
1909,11,6.416
1909,12,-3.029
1910,1,-3.25
1910,2,-3.132
1910,3,5.609
1910,4,10.898
1910,5,14.538
1910,6,18.466
1910,7,23.063
1910,8,20.184
1910,9,0.504
1910,10,12.27
1910,11,2.935
1910,12,-5.034
1911,1,-1.34
1911,2,-2.718
1911,3,1.356
1911,4,7.295
1911,5,17.598
1911,6,19.391
1911,7,23.482
1911,8,21.303
1911,9,-0.059
1911,10,10.339
1911,11,3.201
1911,12,1.49
1912,1,-7.67
1912,2,-4.206
1912,3,1.006
1912,4,8.803
1912,5,15.826
1912,6,18.857
1912,7,22.483
1912,8,19.769
1912,9,-0.292
1912,10,12.184
1912,11,5.777
1912,12,0.758
1913,1,2.011
1913,2,-3.157
1913,3,5.607
1913,4,9.991
1913,5,14.471
1913,6,19.85
1913,7,22.471
1913,8,21.185
1913,9,-1.073
1913,10,12.961
1913,11,6.175
1913,12,1.1
1914,1,-2.846
1914,2,-6.206
1914,3,0.564
1914,4,7.525
1914,5,16.211
1914,6,19.075
1914,7,21.145
1914,8,21.668
1914,9,-0.939
1914,10,12.847
1914,11,4.256
1914,12,-2.603
1915,1,-1.372
1915,2,0.235
1915,3,0.885
1915,4,11.45
1915,5,13.124
1915,6,18.682
1915,7,21.609
1915,8,20.103
1915,9,1.501
1915,10,11.619
1915,11,4.991
1915,12,-2.156
1916,1,-0.43
1916,2,-4.44
1916,3,-1.91
1916,4,7.86
1916,5,15.089
1916,6,17.155
1916,7,22.861
1916,8,21.945
1916,9,-0.346
1916,10,11.133
1916,11,4.38
1916,12,-1.7
1917,1,-2.554
1917,2,-4.173
1917,3,1.98
1917,4,8.044
1917,5,10.848
1917,6,19.536
1917,7,22.505
1917,8,22.38
1917,9,-2.355
1917,10,8.875
1917,11,2.844
1917,12,-6.579
1918,1,-8.596
1918,2,-3.822
1918,3,4.086
1918,4,8.775
1918,5,17.544
1918,6,18.173
1918,7,21.589
1918,8,22.602
1918,9,-2.305
1918,10,12.262
1918,11,5.247
1918,12,0.958
1919,1,-0.755
1919,2,-0.556
1919,3,4.797
1919,4,8.327
1919,5,15.071
1919,6,20.588
1919,7,22.202
1919,8,19.674
1919,9,-0.157
1919,10,13.03
1919,11,4.666
1919,12,-3.902
1920,1,-7.051
1920,2,-4.079
1920,3,2.495
1920,4,7.336
1920,5,13.47
1920,6,19.026
1920,7,20.997
1920,8,21.548
1920,9,0.559
1920,10,13.742
1920,11,4.247
1920,12,0.452
1921,1,-1.422
1921,2,-0.936
1921,3,7.751
1921,4,12.415
1921,5,15.046
1921,6,20.407
1921,7,23.957
1921,8,19.764
1921,9,2.234
1921,10,10.807
1921,11,4.991
1921,12,-1.633
1922,1,-4.633
1922,2,-0.861
1922,3,3.739
1922,4,9.192
1922,5,16.266
1922,6,20.671
1922,7,21.88
1922,8,20.634
1922,9,0.523
1922,10,12.073
1922,11,5.213
1922,12,-1.837
1923,1,-3.729
1923,2,-5.401
1923,3,1.233
1923,4,8.841
1923,5,14.028
1923,6,21.221
1923,7,21.243
1923,8,20.306
1923,9,0.635
1923,10,10.572
1923,11,4.626
1923,12,3.002
1924,1,-1.887
1924,2,-3.935
1924,3,2.208
1924,4,7.552
1924,5,12.432
1924,6,18.298
1924,7,21.399
1924,8,21.107
1924,9,-2.219
1924,10,10.956
1924,11,4.422
1924,12,-1.682
1925,1,-5.131
1925,2,0.903
1925,3,4.811
1925,4,9.563
1925,5,13.236
1925,6,22.045
1925,7,21.223
1925,8,20.746
1925,9,0.679
1925,10,7.647
1925,11,4.031
1925,12,-0.668
1926,1,-2.63
1926,2,-3.409
1926,3,0.106
1926,4,6.487
1926,5,14.104
1926,6,17.142
1926,7,22.073
1926,8,21.52
1926,9,-0.894
1926,10,9.896
1926,11,4.548
1926,12,-4.021
1927,1,-3.511
1927,2,0.349
1927,3,4.318
1927,4,7.467
1927,5,13.348
1927,6,17.581
1927,7,21.659
1927,8,18.509
1927,9,-0.195
1927,10,12.409
1927,11,7.007
1927,12,-0.18
1928,1,-1.456
1928,2,-1.839
1928,3,1.995
1928,4,7.317
1928,5,13.698
1928,6,18.203
1928,7,22.829
1928,8,22.596
1928,9,-1.741
1928,10,11.899
1928,11,5.788
1928,12,1.015
1929,1,-2.641
1929,2,-2.111
1929,3,5.597
1929,4,9.32
1929,5,14.667
1929,6,20.106
1929,7,22.1
1929,8,20.149
1929,9,0.918
1929,10,9.812
1929,11,5.228
1929,12,-1.139
1930,1,-2.358
1930,2,0.108
1930,3,3.001
1930,4,7.602
1930,5,15.909
1930,6,21.094
1930,7,22.524
1930,8,20.966
1930,9,1.802
1930,10,10.174
1930,11,5.322
1930,12,-1.058
1931,1,-2.447
1931,2,-1.191
1931,3,2.893
1931,4,8.907
1931,5,15.101
1931,6,19.984
1931,7,23.715
1931,8,21.866
1931,9,2.355
1931,10,12.931
1931,11,8.555
1931,12,2.06
1932,1,3.61
1932,2,0.162
1932,3,1.132
1932,4,7.66
1932,5,15.261
1932,6,19.545
1932,7,22.038
1932,8,22.045
1932,9,0.322
1932,10,11.908
1932,11,3.701
1932,12,0.273
1933,1,1.709
1933,2,-1.027
1933,3,1.909
1933,4,9.094
1933,5,16.318
1933,6,20.86
1933,7,22.375
1933,8,21.433
1933,9,0.884
1933,10,10.392
1933,11,2.799
1933,12,-2.217
1934,1,-1.209
1934,2,-9.147
1934,3,1.188
1934,4,8.571
1934,5,16.103
1934,6,21.473
1934,7,23.387
1934,8,19.797
1934,9,0.892
1934,10,9.84
1934,11,6.798
1934,12,-1.486
1935,1,-4.282
1935,2,-2.784
1935,3,4.351
1935,4,8.047
1935,5,13.224
1935,6,19.518
1935,7,23.554
1935,8,21.463
1935,9,-1.63
1935,10,11.223
1935,11,7.038
1935,12,-3.546
1936,1,-4.673
1936,2,-6.154
1936,3,5.867
1936,4,7.519
1936,5,16.342
1936,6,19.556
1936,7,22.751
1936,8,22.333
1936,9,0.455
1936,10,11.195
1936,11,3.101
1936,12,0.941
1937,1,1.742
1937,2,-0.491
1937,3,0.417
1937,4,8.092
1937,5,16.047
1937,6,20.395
1937,7,22.587
1937,8,23.012
1937,9,-1.33
1937,10,10.206
1937,11,4.996
1937,12,-1.291
1938,1,-2.99
1938,2,-0.131
1938,3,4.713
1938,4,10.313
1938,5,14.144
1938,6,19.542
1938,7,22.764
1938,8,23.078
1938,9,-1.642
1938,10,12.131
1938,11,5.927
1938,12,-0.366
1939,1,-2.719
1939,2,0.104
1939,3,2.047
1939,4,7.339
1939,5,16.491
1939,6,20.472
1939,7,22.234
1939,8,23.003
1939,9,0.11
1939,10,10.915
1939,11,3.55
1939,12,-0.311
1940,1,-6.903
1940,2,-1.946
1940,3,-0.498
1940,4,6.28
1940,5,14.466
1940,6,19.072
1940,7,22.261
1940,8,19.603
1940,9,-1.483
1940,10,8.802
1940,11,4.651
1940,12,0.424
1941,1,-3.776
1941,2,-2.983
1941,3,-0.332
1941,4,12.038
1941,5,15.775
1941,6,19.922
1941,7,22.474
1941,8,20.445
1941,9,0.695
1941,10,13.012
1941,11,6.636
1941,12,0.808
1942,1,-3.786
1942,2,-3.163
1942,3,4.34
1942,4,10.662
1942,5,16.819
1942,6,20.038
1942,7,22.527
1942,8,20.779
1942,9,-0.048
1942,10,11.68
1942,11,5.293
1942,12,-3.206
1943,1,-3.271
1943,2,-1.724
1943,3,2.269
1943,4,5.956
1943,5,15.553
1943,6,22.585
1943,7,22.792
1943,8,21.871
1943,9,-0.541
1943,10,10.536
1943,11,4.04
1943,12,-2.711
1944,1,-1.657
1944,2,-1.831
1944,3,1.033
1944,4,7.291
1944,5,17.839
1944,6,20.495
1944,7,23.417
1944,8,22.762
1944,9,0.575
1944,10,10.436
1944,11,4.972
1944,12,-2.759
1945,1,-6.623
1945,2,-1.781
1945,3,8.37
1945,4,11.401
1945,5,13.509
1945,6,19.64
1945,7,22.027
1945,8,20.927
1945,9,1.58
1945,10,10.521
1945,11,5.846
1945,12,-3.683
1946,1,-1.855
1946,2,-2.199
1946,3,7.657
1946,4,8.626
1946,5,14.73
1946,6,19.16
1946,7,22.165
1946,8,19.537
1946,9,0.946
1946,10,13.431
1946,11,7.438
1946,12,0.357
1947,1,0.129
1947,2,-3.623
1947,3,1.162
1947,4,8.678
1947,5,14.524
1947,6,18.729
1947,7,22.192
1947,8,22.825
1947,9,0.555
1947,10,14.251
1947,11,3.787
1947,12,-1.905
1948,1,-6.651
1948,2,-3.785
1948,3,3.604
1948,4,9.259
1948,5,14.452
1948,6,19.39
1948,7,22.817
1948,8,21.933
1948,9,0.555
1948,10,10.575
1948,11,8.337
1948,12,-0.154
1949,1,1.073
1949,2,1.358
1949,3,4.23
1949,4,9.836
1949,5,15.45
1949,6,21.669
1949,7,24.623
1949,8,22.649
1949,9,-1.216
1949,10,13.978
1949,11,4.798
1949,12,0.606
1950,1,2.32
1950,2,-2.454
1950,3,0.54
1950,4,7.336
1950,5,14.135
1950,6,19.352
1950,7,21.613
1950,8,20.901
1950,9,-1.735
1950,10,12.633
1950,11,6.328
1950,12,-1.858
1951,1,-0.723
1951,2,-0.236
1951,3,3.598
1951,4,9.576
1951,5,15.633
1951,6,19.401
1951,7,22.364
1951,8,21.089
1951,9,-0.429
1951,10,12.237
1951,11,3.162
1951,12,0.04
1952,1,-0.566
1952,2,-0.202
1952,3,2.515
1952,4,10.661
1952,5,13.856
1952,6,21.046
1952,7,23.964
1952,8,21.335
1952,9,0.17
1952,10,9.439
1952,11,5.883
1952,12,0.59
1953,1,0.114
1953,2,1.197
1953,3,4.342
1953,4,9.141
1953,5,16.187
1953,6,20.587
1953,7,22.746
1953,8,21.301
1953,9,0.593
1953,10,12.341
1953,11,6.066
1953,12,1.899
1954,1,-3.727
1954,2,1.962
1954,3,3.586
1954,4,10.454
1954,5,13.661
1954,6,20.293
1954,7,22.163
1954,8,20.637
1954,9,-0.427
1954,10,13.401
1954,11,4.743
1954,12,-0.622
1955,1,-3.442
1955,2,-1.358
1955,3,3.39
1955,4,10.826
1955,5,16.732
1955,6,18.934
1955,7,25.313
1955,8,23.8
1955,9,-0.36
1955,10,12.69
1955,11,4.407
1955,12,-3.83
1956,1,-2.203
1956,2,-0.047
1956,3,0.834
1956,4,7.219
1956,5,13.485
1956,6,20.404
1956,7,20.977
1956,8,21.111
1956,9,-1.615
1956,10,11.647
1956,11,5.683
1956,12,1.959
1957,1,-4.863
1957,2,0.409
1957,3,3.435
1957,4,10.322
1957,5,15.351
1957,6,21.802
1957,7,22.495
1957,8,20.303
1957,9,0.589
1957,10,10.342
1957,11,6.624
1957,12,1.648
1958,1,-2.858
1958,2,-4.739
1958,3,2.764
1958,4,9.897
1958,5,13.515
1958,6,17.627
1958,7,22.996
1958,8,21.583
1958,9,-0.325
1958,10,10.384
1958,11,6.087
1958,12,-4.569
1959,1,-3.023
1959,2,-2.473
1959,3,2.664
1959,4,10.352
1959,5,17.065
1959,6,20.407
1959,7,23.066
1959,8,23.03
1959,9,1.981
1959,10,12.914
1959,11,5.212
1959,12,0.512
1960,1,-1.593
1960,2,0.182
1960,3,-1.573
1960,4,11.24
1960,5,15.086
1960,6,19.986
1960,7,21.431
1960,8,21.813
1960,9,0.111
1960,10,10.973
1960,11,6.39
1960,12,-4.477
1961,1,-6.479
1961,2,-1.036
1961,3,3.182
1961,4,7.254
1961,5,13.798
1961,6,20.209
1961,7,22.715
1961,8,21.905
1961,9,3.462
1961,10,12.697
1961,11,6.292
1961,12,-1.263
1962,1,-3.125
1962,2,-3.322
1962,3,2.965
1962,4,9.411
1962,5,16.113
1962,6,20.593
1962,7,21.095
1962,8,20.701
1962,9,-2
1962,10,11.388
1962,11,3.575
1962,12,-3.176
1963,1,-4.544
1963,2,-5.69
1963,3,3.41
1963,4,9.27
1963,5,14.182
1963,6,19.857
1963,7,22.529
1963,8,20.257
1963,9,-2.274
1963,10,13.455
1963,11,7.778
1963,12,-4.017
1964,1,-1.993
1964,2,-2.876
1964,3,3.728
1964,4,7.99
1964,5,16.402
1964,6,19.283
1964,7,22.791
1964,8,20.15
1964,9,0.337
1964,10,9.976
1964,11,6.768
1964,12,-0.6
1965,1,-4.65
1965,2,-2.197
1965,3,1.853
1965,4,7.547
1965,5,17.338
1965,6,19.343
1965,7,21.523
1965,8,21.224
1965,9,0.52
1965,10,9.998
1965,11,4.843
1965,12,0.619
1966,1,-3.432
1966,2,-1.971
1966,3,3.565
1966,4,7.099
1966,5,13.112
1966,6,20.597
1966,7,23.615
1966,8,22.154
1966,9,-1.299
1966,10,10.211
1966,11,6.488
1966,12,-0.725
1967,1,-0.312
1967,2,-4.019
1967,3,0.98
1967,4,8.633
1967,5,11.243
1967,6,20.993
1967,7,22.208
1967,8,21.004
1967,9,-0.959
1967,10,10.885
1967,11,3.146
1967,12,0.276
1968,1,-5.834
1968,2,-3.865
1968,3,4.303
1968,4,10.699
1968,5,13.425
1968,6,19.193
1968,7,23.149
1968,8,21.95
1968,9,0.879
1968,10,12.466
1968,11,5.258
1968,12,-2.253
1969,1,-3.38
1969,2,-2.126
1969,3,1.683
1969,4,10.336
1969,5,15.384
1969,6,20.334
1969,7,21.624
1969,8,22.237
1969,9,0.137
1969,10,10.79
1969,11,4.983
1969,12,-2.445
1970,1,-7.058
1970,2,-2.163
1970,3,1.237
1970,4,8.67
1970,5,15.856
1970,6,19.351
1970,7,22.783
1970,8,22.381
1970,9,1.084
1970,10,12.277
1970,11,6.502
1970,12,-1.297
1971,1,-5.494
1971,2,-1.633
1971,3,2.072
1971,4,7.83
1971,5,13.54
1971,6,20.662
1971,7,22.019
1971,8,21.194
1971,9,1.648
1971,10,14.26
1971,11,4.702
1971,12,1.794
1972,1,-1.365
1972,2,-3.369
1972,3,1.878
1972,4,7.159
1972,5,15.495
1972,6,18.195
1972,7,22.986
1972,8,21.245
1972,9,0.598
1972,10,8.725
1972,11,3.863
1972,12,0.887
1973,1,-0.814
1973,2,-2.392
1973,3,6.242
1973,4,9.853
1973,5,13.349
1973,6,21.462
1973,7,22.991
1973,8,23.001
1973,9,0.421
1973,10,12.403
1973,11,6.446
1973,12,0.977
1974,1,-1.332
1974,2,-2.545
1974,3,3.426
1974,4,10.602
1974,5,14.467
1974,6,18.91
1974,7,22.439
1974,8,21.826
1974,9,-0.707
1974,10,9.095
1974,11,6.159
1974,12,1.026
1975,1,-0.3
1975,2,-0.46
1975,3,2.259
1975,4,6.582
1975,5,17.211
1975,6,20.172
1975,7,22.781
1975,8,21.763
1975,9,-1.935
1975,10,12.991
1975,11,8.525
1975,12,-0.454
1976,1,-5.342
1976,2,1.395
1976,3,4.859
1976,4,10.814
1976,5,14.376
1976,6,21.404
1976,7,21.363
1976,8,21.179
1976,9,-0.981
1976,10,9.067
1976,11,2.623
1976,12,-3.933
1977,1,-8.046
1977,2,-1.756
1977,3,5.867
1977,4,10.156
1977,5,16.549
1977,6,18.995
1977,7,22.967
1977,8,21.687
1977,9,0.407
1977,10,10.313
1977,11,6.574
1977,12,-1.792
1978,1,-4.666
1978,2,-6.216
1978,3,1.27
1978,4,8.471
1978,5,14.316
1978,6,19.653
1978,7,21.578
1978,8,22.579
1978,9,-1.093
1978,10,10.517
1978,11,5.981
1978,12,0.085
1979,1,-2.603
1979,2,-7.141
1979,3,5.233
1979,4,8.913
1979,5,15.909
1979,6,18.832
1979,7,22.35
1979,8,21.741
1979,9,-0.087
1979,10,10.71
1979,11,7.792
1979,12,1.065
1980,1,-2.047
1980,2,-3.713
1980,3,2.034
1980,4,9.922
1980,5,16.464
1980,6,18.772
1980,7,23.48
1980,8,23.62
1980,9,1.553
1980,10,10.107
1980,11,3.647
1980,12,-3.12
1981,1,-6.772
1981,2,1.383
1981,3,2.667
1981,4,10.675
1981,5,15.632
1981,6,20.457
1981,7,23.299
1981,8,21.44
1981,9,-0.413
1981,10,9.195
1981,11,5.64
1981,12,-1.395
1982,1,-7.286
1982,2,-1.307
1982,3,2.357
1982,4,7.846
1982,5,16.135
1982,6,18.228
1982,7,22.631
1982,8,20.074
1982,9,-0.169
1982,10,11.281
1982,11,7.141
1982,12,2.789
1983,1,-1.938
1983,2,-0.692
1983,3,4.618
1983,4,8.607
1983,5,14.076
1983,6,20.508
1983,7,23.597
1983,8,23.025
1983,9,1.13
1983,10,11.333
1983,11,6.084
1983,12,-1.818
1984,1,-4.966
1984,2,1.834
1984,3,0.085
1984,4,8.717
1984,5,14.281
1984,6,21.055
1984,7,21.865
1984,8,22.575
1984,9,-1.43
1984,10,13.492
1984,11,5.325
1984,12,2.675
1985,1,-5.061
1985,2,-1.076
1985,3,4.668
1985,4,10.594
1985,5,16.56
1985,6,18.286
1985,7,22.275
1985,8,21.541
1985,9,1.019
1985,10,11.882
1985,11,7.066
1985,12,-2.196
1986,1,-2.227
1986,2,-2.884
1986,3,4.186
1986,4,9.854
1986,5,16.937
1986,6,19.603
1986,7,22.469
1986,8,20.614
1986,9,-0.551
1986,10,11.512
1986,11,4.143
1986,12,0.599
1987,1,-3.116
1987,2,-2.441
1987,3,4.758
1987,4,10.15
1987,5,15.593
1987,6,21.029
1987,7,23.603
1987,8,20.873
1987,9,-0.166
1987,10,8.965
1987,11,5.917
1987,12,1.093
1988,1,-5.329
1988,2,-1.72
1988,3,3.873
1988,4,8.562
1988,5,15.406
1988,6,19.94
1988,7,24.287
1988,8,23.505
1988,9,-0.829
1988,10,8.606
1988,11,6.35
1988,12,-1.032
1989,1,-0.429
1989,2,-1.547
1989,3,3.162
1989,4,8.201
1989,5,15.034
1989,6,20.717
1989,7,22.201
1989,8,21.305
1989,9,0.263
1989,10,11.708
1989,11,4.905
1989,12,-7.164
1990,1,1.536
1990,2,1.236
1990,3,4.973
1990,4,9.563
1990,5,13.983
1990,6,20.084
1990,7,22.712
1990,8,21.874
1990,9,-0.495
1990,10,13.576
1990,11,6.84
1990,12,2.408
1991,1,-2.313
1991,2,1.167
1991,3,4.985
1991,4,10.879
1991,5,18.439
1991,6,21.254
1991,7,23.118
1991,8,22.769
1991,9,-0.369
1991,10,11.691
1991,11,5.893
1991,12,1.194
1992,1,-1.217
1992,2,-0.197
1992,3,1.91
1992,4,8.044
1992,5,14.426
1992,6,18.976
1992,7,21.506
1992,8,20.162
1992,9,-0.296
1992,10,9.204
1992,11,4.965
1992,12,-0.191
1993,1,-0.403
1993,2,-4.198
1993,3,1.14
1993,4,9.457
1993,5,16.266
1993,6,20.203
1993,7,23.93
1993,8,22.511
1993,9,-0.359
1993,10,9.944
1993,11,5.169
1993,12,-0.749
1994,1,-7.184
1994,2,-4.287
1994,3,2.148
1994,4,10.698
1994,5,14.451
1994,6,21.641
1994,7,24.182
1994,8,20.735
1994,9,-0.501
1994,10,10.669
1994,11,7.813
1994,12,1.999
1995,1,0.214
1995,2,-3.47
