Year,Month,Temp,
1911,6,27.872,
1911,7,27.35,
1911,8,26.314,
1911,9,27.017,
1911,10,28.521,
1911,11,28.071,
1911,12,26.735,
1912,1,24.811,
1912,2,24.682,
1912,3,25.594,
1912,4,28.158,
1912,5,29.442,
1912,6,29.154,
1912,7,27.327,
1912,8,26.706,
1912,9,27.4,
1912,10,28.129,
1912,11,26.912,
1912,12,25.169,
1913,1,23.796,
1913,2,24.429,
1913,3,24.63,
1913,4,27.599,
1913,5,29.096,
1913,6,27.666,
1913,7,26.823,
1913,8,26.727,
1913,9,27.021,
1913,10,28.118,
1913,11,27.093,
1913,12,25.443,
1914,1,24.463,
1914,2,23.996,
1914,3,24.6,
1914,4,26.675,
1914,5,29.511,
1914,6,28.477,
1914,7,26.867,
1914,8,26.524,
1914,9,27.09,
1914,10,28.48,
1914,11,28.253,
1914,12,25.606,
1915,1,24.266,
1915,2,23.513,
1915,3,25.412,
1915,4,27.498,
1915,5,29.38,
1915,6,29.127,
1915,7,27.725,
1915,8,26.946,
1915,9,27.002,
1915,10,27.722,
1915,11,28.063,
1915,12,24.826,
1916,1,24.539,
1916,2,23.23,
1916,3,26.499,
1916,4,27.522,
1916,5,29.031,
1916,6,27.622,
1916,7,27.506,
1916,8,26.741,
1916,9,26.991,
1916,10,27.66,
1916,11,27.143,
1916,12,24.759,
1917,1,24.3,
1917,2,24.079,
1917,3,25.153,
1917,4,26.672,
1917,5,27.705,
1917,6,27.44,
1917,7,27.322,
1917,8,26.657,
1917,9,26.577,
1917,10,26.895,
1917,11,25.987,
1917,12,24.511,
1918,1,23.696,
1918,2,24.054,
1918,3,25.808,
1918,4,26.403,
1918,5,28.08,
1918,6,27.822,
1918,7,28.055,
1918,8,27.186,
1918,9,27.209,
1918,10,28.527,
1918,11,28.484,
1918,12,25.645,
1919,1,24.547,
1919,2,24.07,
1919,3,25.399,
1919,4,27.022,
1919,5,29.104,
1919,6,27.988,
1919,7,27.125,
1919,8,26.612,
1919,9,27.213,
1919,10,28.003,
1919,11,28.058,
1919,12,25.182,
1920,1,25.36,
1920,2,24.056,
1920,3,26.045,
1920,4,27.253,
1920,5,28.723,
1920,6,28.182,
1920,7,26.873,
1920,8,26.758,
1920,9,27.483,
1920,10,28.633,
1920,11,28.006,
1920,12,25.336,
1921,1,24.529,
1921,2,23.956,
1921,3,26.418,
1921,4,28.082,
1921,5,29.27,
1921,6,28.418,
1921,7,27.12,
1921,8,26.469,
1921,9,26.579,
1921,10,28.05,
1921,11,26.79,
1921,12,25.644,
1922,1,24.384,
1922,2,24.632,
1922,3,25.801,
1922,4,27.837,
1922,5,29.012,
1922,6,28.01,
1922,7,26.546,
1922,8,26.309,
1922,9,26.579,
1922,10,27.999,
1922,11,27.354,
1922,12,24.611,
1923,1,24.454,
1923,2,23.175,
1923,3,25.998,
1923,4,27.123,
1923,5,28.416,
1923,6,29.155,
1923,7,26.569,
1923,8,26.594,
1923,9,26.818,
1923,10,27.785,
1923,11,26.63,
1923,12,25.971,
1924,1,24.417,
1924,2,24.165,
1924,3,27.017,
1924,4,28.133,
1924,5,29.467,
1924,6,28.778,
1924,7,27.521,
1924,8,27.114,
1924,9,26.891,
1924,10,26.848,
1924,11,26.326,
1924,12,25.486,
1925,1,22.915,
1925,2,22.731,
1925,3,26.198,
1925,4,28.408,
1925,5,29.006,
1925,6,27.493,
1925,7,27.002,
1925,8,26.794,
1925,9,27.291,
1925,10,28.82,
1925,11,28.481,
1925,12,25.958,
1926,1,24.93,
1926,2,25.286,
1926,3,25.843,
1926,4,26.215,
1926,5,28.792,
1926,6,29.51,
1926,7,27.711,
1926,8,26.848,
1926,9,26.99,
1926,10,27.97,
1926,11,26.903,
1926,12,25.215,
1927,1,23.904,
1927,2,23.887,
1927,3,25.57,
1927,4,27.278,
1927,5,28.765,
1927,6,27.998,
1927,7,26.755,
1927,8,26.552,
1927,9,27.319,
1927,10,27.898,
1927,11,26.011,
1927,12,25.485,
1928,1,24.742,
1928,2,23.791,
1928,3,25.934,
1928,4,27.707,
1928,5,29.129,
1928,6,28.262,
1928,7,26.904,
1928,8,26.619,
1928,9,26.383,
1928,10,27.801,
1928,11,27.673,
1928,12,25.51,
1929,1,24.115,
1929,2,24.012,
1929,3,26.894,
1929,4,27.708,
1929,5,29.729,
1929,6,27.715,
1929,7,26.975,
1929,8,26.678,
1929,9,27.238,
1929,10,27.812,
1929,11,28.247,
1929,12,25.491,
1930,1,24.199,
1930,2,23.346,
1930,3,25.679,
1930,4,27.24,
1930,5,29.224,
1930,6,28.095,
1930,7,26.702,
1930,8,26.421,
1930,9,26.958,
1930,10,28.542,
1930,11,26.792,
1930,12,26.094,
1931,1,25.255,
1931,2,24.407,
1931,3,25.12,
1931,4,28.304,
1931,5,29.595,
1931,6,29.425,
1931,7,27.05,
1931,8,26.991,
1931,9,27.033,
1931,10,27.039,
1931,11,27.492,
1931,12,25.563,
1932,1,24.862,
1932,2,23.671,
1932,3,25.747,
1932,4,27.19,
1932,5,29.061,
1932,6,28.44,
1932,7,26.928,
1932,8,27.243,
1932,9,27.309,
1932,10,28.588,
1932,11,27.445,
1932,12,25.48,
1933,1,24.358,
1933,2,23.996,
1933,3,25.687,
1933,4,27.445,
1933,5,28.258,
1933,6,27.938,
1933,7,27.566,
1933,8,26.575,
1933,9,26.864,
1933,10,27.724,
1933,11,27.391,
1933,12,25.142,
1934,1,23.253,
1934,2,24.144,
1934,3,25.068,
1934,4,27.758,
1934,5,28.94,
1934,6,28.001,
1934,7,26.924,
1934,8,26.339,
1934,9,26.783,
1934,10,28.071,
1934,11,25.923,
1934,12,25.35,
1935,1,23.266,
1935,2,23.66,
1935,3,25.445,
1935,4,26.334,
1935,5,28.934,
1935,6,28.612,
1935,7,26.953,
1935,8,26.663,
1935,9,26.393,
1935,10,28.223,
1935,11,26.987,
1935,12,25.67,
1936,1,23.618,
1936,2,23.722,
1936,3,25.648,
1936,4,27.116,
1936,5,29.318,
1936,6,27.444,
1936,7,27.238,
1936,8,26.981,
1936,9,27.439,
1936,10,28.164,
1936,11,27.857,
1936,12,25.286,
1937,1,23.513,
1937,2,24.049,
1937,3,24.954,
1937,4,26.744,
1937,5,28.973,
1937,6,28.38,
1937,7,26.547,
1937,8,26.961,
1937,9,27.038,
1937,10,27.632,
1937,11,27.743,
1937,12,24.595,
1938,1,24.317,
1938,2,23.328,
1938,3,26.182,
1938,4,27.966,
1938,5,29.095,
1938,6,27.025,
1938,7,26.704,
1938,8,26.925,
1938,9,26.749,
1938,10,26.644,
1938,11,25.937,
1938,12,25.497,
1939,1,24.81,
1939,2,24.434,
1939,3,24.951,
1939,4,26.818,
1939,5,28.612,
1939,6,28.583,
1939,7,26.931,
1939,8,26.848,
1939,9,26.998,
1939,10,28.177,
1939,11,27.114,
1939,12,25.315,
1940,1,24.3,
1940,2,24.531,
1940,3,24.12,
1940,4,26.795,
1940,5,29.281,
1940,6,28.447,
1940,7,27.165,
1940,8,26.627,
1940,9,27.362,
1940,10,28.182,
1940,11,28.271,
1940,12,25.274,
1941,1,24.046,
1941,2,25.013,
1941,3,26.353,
1941,4,28.335,
1941,5,29.515,
1941,6,29.374,
1941,7,27.65,
1941,8,27.817,
1941,9,27.907,
1941,10,29.198,
1941,11,28.28,
1941,12,26.486,
1942,1,24.257,
1942,2,24.869,
1942,3,26.461,
1942,4,28.419,
1942,5,29.582,
1942,6,28.685,
1942,7,26.911,
1942,8,26.699,
1942,9,26.986,
1942,10,28.28,
1942,11,26.74,
1942,12,25.225,
1943,1,24.136,
1943,2,24.31,
1943,3,26.2,
1943,4,27.325,
1943,5,28.933,
1943,6,27.772,
1943,7,26.7,
1943,8,26.732,
1943,9,26.62,
1943,10,27.668,
1943,11,27.926,
1943,12,25.506,
1944,1,24.216,
1944,2,23.238,
1944,3,24.818,
1944,4,26.839,
1944,5,29.687,
1944,6,29.234,
1944,7,27.047,
1944,8,26.94,
1944,9,27.548,
1944,10,28.122,
1944,11,27.63,
1944,12,26.205,
1945,1,23.202,
1945,2,23.891,
1945,3,26.116,
1945,4,26.889,
1945,5,28.856,
1945,6,28.547,
1945,7,26.975,
1945,8,27.093,
1945,9,27.072,
1945,10,27.762,
1945,11,26.763,
1945,12,24.075,
1946,1,23.917,
1946,2,24.945,
1946,3,25.926,
1946,4,27.858,
1946,5,29.045,
1946,6,27.824,
1946,7,27.14,
1946,8,26.403,
1946,9,26.717,
1946,10,28.593,
1946,11,27.433,
1946,12,26.367,
1947,1,24.481,
1947,2,24.508,
1947,3,25.801,
1947,4,27.122,
1947,5,29.141,
1947,6,29.465,
1947,7,27.484,
1947,8,27.419,
1947,9,26.834,
1947,10,26.653,
1947,11,27.055,
1947,12,25.486,
1948,1,24.516,
1948,2,24.232,
1948,3,26.28,
1948,4,28.167,
1948,5,29.718,
1948,6,28.879,
1948,7,27.544,
1948,8,27.052,
1948,9,26.886,
1948,10,28.057,
1948,11,27.968,
1948,12,25.1,
1949,1,24.921,
1949,2,24.147,
1949,3,26.439,
1949,4,27.883,
1949,5,29.035,
1949,6,28.151,
1949,7,27.569,
1949,8,27.256,
1949,9,26.712,
1949,10,27.917,
1949,11,26.746,
1949,12,24.887,
1950,1,24.028,
1950,2,22.553,
1950,3,25.088,
1950,4,27.288,
1950,5,29.165,
1950,6,28.983,
1950,7,26.905,
1950,8,27.244,
1950,9,27.033,
1950,10,27.344,
1950,11,26.344,
1950,12,24.464,
1951,1,23.778,
1951,2,23.911,
1951,3,25.965,
1951,4,26.818,
1951,5,28.871,
1951,6,28.413,
1951,7,27.348,
1951,8,27.085,
1951,9,28.196,
1951,10,28.713,
1951,11,28.447,
1951,12,25.411,
1952,1,24.666,
1952,2,24.79,
1952,3,25.253,
1952,4,27.844,
1952,5,29.673,
1952,6,28.375,
1952,7,27.386,
1952,8,26.946,
1952,9,27.207,
1952,10,28.067,
1952,11,25.918,
1952,12,26.263,
1953,1,24.089,
1953,2,25.202,
1953,3,27.281,
1953,4,27.725,
1953,5,29.045,
1953,6,28.558,
1953,7,27.09,
1953,8,26.775,
1953,9,27.158,
1953,10,28.312,
1953,11,27.217,
1953,12,25.637,
1954,1,24.107,
1954,2,25.186,
1954,3,26.686,
1954,4,27.715,
1954,5,29.327,
1954,6,28.285,
1954,7,26.686,
1954,8,26.88,
1954,9,26.339,
1954,10,27.187,
1954,11,26.707,
1954,12,25.482,
1955,1,25.011,
1955,2,24.645,
1955,3,26.288,
1955,4,27.127,
1955,5,29.06,
1955,6,28.137,
1955,7,27.38,
1955,8,26.335,
1955,9,27.298,
1955,10,27.753,
1955,11,26.107,
1955,12,25.273,
1956,1,24.227,
1956,2,23.936,
1956,3,26.583,
1956,4,28.102,
1956,5,28.354,
1956,6,27.79,
1956,7,26.201,
1956,8,26.337,
1956,9,26.597,
1956,10,27.538,
1956,11,27.353,
1956,12,25.293,
1957,1,24.493,
1957,2,23.214,
1957,3,24.292,
1957,4,27.258,
1957,5,28.83,
1957,6,29.128,
1957,7,27.25,
1957,8,26.73,
1957,9,27.238,
1957,10,28.545,
1957,11,28.25,
1957,12,26.56,
1958,1,25.326,
1958,2,24.172,
1958,3,26.236,
1958,4,27.869,
1958,5,29.515,
1958,6,29.087,
1958,7,27.326,
1958,8,26.822,
1958,9,27.081,
1958,10,28.025,
1958,11,28.293,
1958,12,26.492,
1959,1,24.7,
1959,2,24.263,
1959,3,26.289,
1959,4,28.244,
1959,5,30.122,
1959,6,28.612,
1959,7,26.72,
1959,8,26.718,
1959,9,26.971,
1959,10,27.366,
1959,11,27.747,
1959,12,26.72,
1960,1,24.553,
1960,2,25.735,
1960,3,25.61,
1960,4,27.658,
1960,5,29.463,
1960,6,28.118,
1960,7,27.518,
1960,8,26.658,
1960,9,27.152,
1960,10,27.721,
1960,11,27.688,
1960,12,26.447,
1961,1,25.002,
1961,2,23.2,
1961,3,26.115,
1961,4,27.371,
1961,5,28.574,
1961,6,27.977,
1961,7,26.419,
1961,8,27.032,
1961,9,26.918,
1961,10,27.188,
1961,11,27.716,
1961,12,25.702,
1962,1,23.101,
1962,2,24.836,
1962,3,25.421,
1962,4,27.107,
1962,5,28.964,
1962,6,28.599,
1962,7,27.013,
1962,8,26.848,
1962,9,26.978,
1962,10,28.196,
1962,11,27.679,
1962,12,25.841,
1963,1,25.188,
1963,2,25.11,
1963,3,26.171,
1963,4,26.957,
1963,5,28.943,
1963,6,28.127,
1963,7,27.14,
1963,8,26.397,
1963,9,26.901,
1963,10,28.146,
1963,11,28.123,
1963,12,26.467,
1964,1,23.061,
1964,2,23.717,
1964,3,26.062,
1964,4,27.87,
1964,5,29.1,
1964,6,28.16,
1964,7,27.01,
1964,8,26.462,
1964,9,26.603,
1964,10,27.405,
1964,11,27.125,
1964,12,25.121,
1965,1,25.183,
1965,2,24.172,
1965,3,25.18,
1965,4,27.21,
1965,5,28.498,
1965,6,28.241,
1965,7,26.757,
1965,8,27.098,
1965,9,27.501,
1965,10,28.535,
1965,11,28.275,
1965,12,26.497,
1966,1,24.97,
1966,2,25.564,
1966,3,25.811,
1966,4,26.885,
1966,5,28.691,
1966,6,28.611,
1966,7,27.602,
1966,8,27.28,
1966,9,27.624,
1966,10,29.19,
1966,11,28.397,
1966,12,25.998,
1967,1,23.964,
1967,2,25.061,
1967,3,26.144,
1967,4,27.796,
1967,5,29.339,
1967,6,28.265,
1967,7,27.009,
1967,8,26.882,
1967,9,27.207,
1967,10,28.124,
1967,11,27.517,
1967,12,26.449,
1968,1,23.587,
1968,2,23.074,
1968,3,26.04,
1968,4,26.677,
1968,5,28.153,
1968,6,28.857,
1968,7,27.593,
1968,8,27.024,
1968,9,27.631,
1968,10,27.98,
1968,11,27.734,
1968,12,25.976,
1969,1,24.229,
1969,2,24.52,
1969,3,26.391,
1969,4,28.188,
1969,5,29.627,
1969,6,28.674,
1969,7,27.441,
1969,8,27.073,
1969,9,26.751,
1969,10,28.387,
1969,11,28.834,
1969,12,27.161,
1970,1,24.599,
1970,2,24.568,
1970,3,25.658,
1970,4,27.835,
1970,5,29.348,
1970,6,27.87,
1970,7,27.384,
1970,8,26.703,
1970,9,26.99,
1970,10,28.207,
1970,11,26.876,
1970,12,24.603,
1971,1,23.843,
1971,2,24.143,
1971,3,26.287,
1971,4,28.297,
1971,5,29.159,
1971,6,27.436,
1971,7,27.219,
1971,8,26.773,
1971,9,27.388,
1971,10,27.031,
1971,11,26.43,
1971,12,25.175,
1972,1,24.385,
1972,2,23.262,
1972,3,26.211,
1972,4,27.303,
1972,5,29.177,
1972,6,29.541,
1972,7,27.666,
1972,8,27.516,
1972,9,28.063,
1972,10,29.387,
1972,11,27.558,
1972,12,26.72,
1973,1,23.788,
1973,2,25.291,
1973,3,26.392,
1973,4,28.671,
1973,5,29.733,
1973,6,28.708,
1973,7,27.056,
1973,8,26.744,
1973,9,26.589,
1973,10,28.112,
1973,11,27.164,
1973,12,26.072,
1974,1,24.505,
1974,2,24.386,
1974,3,26.856,
1974,4,28.399,
1974,5,28.81,
1974,6,28.682,
1974,7,27.413,
1974,8,27.076,
1974,9,27.852,
1974,10,27.801,
1974,11,26.218,
1974,12,25.114,
1975,1,23.896,
1975,2,24.225,
1975,3,25.356,
1975,4,27.854,
1975,5,29.07,
1975,6,27.894,
1975,7,27.099,
1975,8,26.546,
1975,9,26.9,
1975,10,27.676,
1975,11,26.516,
1975,12,24.969,
1976,1,23.897,
1976,2,24.518,
1976,3,26.399,
1976,4,26.639,
1976,5,28.388,
1976,6,27.786,
1976,7,27.275,
1976,8,26.881,
1976,9,27.051,
1976,10,29.229,
1976,11,29.267,
1976,12,26.901,
1977,1,24.585,
1977,2,24.792,
1977,3,27.517,
1977,4,27.786,
1977,5,29.128,
1977,6,28.434,
1977,7,27.044,
1977,8,27.151,
1977,9,27.143,
1977,10,29.005,
1977,11,29.331,
1977,12,26.419,
1978,1,24.417,
1978,2,24.186,
1978,3,24.689,
1978,4,27.373,
1978,5,29.452,
1978,6,27.468,
1978,7,27.144,
1978,8,26.755,
1978,9,27.03,
1978,10,28.437,
1978,11,28.724,
1978,12,26.959,
1979,1,25.217,
1979,2,23.565,
1979,3,25.309,
1979,4,27.45,
1979,5,28.817,
1979,6,28.986,
1979,7,27.815,
1979,8,26.644,
1979,9,27.581,
1979,10,28.636,
1979,11,28.678,
1979,12,26.715,
1980,1,24.733,
1980,2,25.053,
1980,3,26.108,
1980,4,28.57,
1980,5,29.768,
1980,6,27.68,
1980,7,27.395,
1980,8,26.725,
1980,9,27.461,
1980,10,28.601,
1980,11,28.51,
1980,12,25.562,
1981,1,24.377,
1981,2,24.678,
1981,3,26.261,
1981,4,27.634,
1981,5,29.565,
1981,6,29.252,
1981,7,27.208,
1981,8,26.829,
1981,9,27.466,
1981,10,28.704,
1981,11,26.8,
1981,12,26.094,
1982,1,24.818,
1982,2,24.502,
1982,3,25.289,
1982,4,26.984,
1982,5,29.16,
1982,6,28.991,
1982,7,27.681,
1982,8,27.14,
1982,9,27.327,
1982,10,29.267,
1982,11,28.054,
1982,12,26.637,
1983,1,24.22,
1983,2,23.095,
1983,3,24.789,
1983,4,26.285,
1983,5,29.241,
1983,6,29.183,
1983,7,27.734,
1983,8,27.048,
1983,9,27.128,
1983,10,27.622,
1983,11,26.457,
1983,12,25.752,
1984,1,23.637,
1984,2,24.445,
1984,3,27.251,
1984,4,28.561,
1984,5,29.748,
1984,6,28.353,
1984,7,26.841,
1984,8,26.514,
1984,9,26.888,
1984,10,27.919,
1984,11,27.275,
1984,12,26.219,
1985,1,24.501,
1985,2,24.402,
1985,3,26.959,
1985,4,27.46,
1985,5,29.289,
1985,6,27.992,
1985,7,27.158,
1985,8,26.783,
1985,9,27.584,
1985,10,27.399,
1985,11,27.252,
1985,12,26.386,
1986,1,25.021,
1986,2,24.364,
1986,3,26.31,
1986,4,27.854,
1986,5,29.522,
1986,6,28.492,
1986,7,27.608,
1986,8,26.631,
1986,9,27.617,
1986,10,28.57,
1986,11,28.283,
1986,12,25.631,
1987,1,25.444,
1987,2,25.142,
1987,3,26.468,
1987,4,28.08,
1987,5,29.488,
1987,6,28.87,
1987,7,28.141,
1987,8,27.587,
1987,9,28.656,
1987,10,28.969,
1987,11,28.928,
1987,12,27.056,
1988,1,25.834,
1988,2,25.35,
1988,3,25.666,
1988,4,28.242,
1988,5,29.918,
1988,6,29.004,
1988,7,27.272,
1988,8,27.529,
1988,9,27.664,
1988,10,27.928,
1988,11,27.417,
1988,12,26.264,
1989,1,24.358,
1989,2,24.283,
1989,3,25.544,
1989,4,27.266,
1989,5,29.375,
1989,6,27.902,
1989,7,27.362,
1989,8,26.665,
1989,9,27.37,
1989,10,28.173,
1989,11,28.428,
1989,12,26.231,
1990,1,25.761,
1990,2,24.781,
1990,3,25.021,
1990,4,27.014,
1990,5,29.101,
1990,6,28.11,
1990,7,27.355,
1990,8,26.477,
1990,9,27.054,
1990,10,28.027,
1990,11,28.215,
1990,12,26.787,
1991,1,23.931,
1991,2,24.039,
1991,3,25.637,
1991,4,27.849,
1991,5,29.81,
1991,6,28.771,
1991,7,26.909,
1991,8,26.835,
1991,9,27.653,
1991,10,28.332,
1991,11,28.272,
1991,12,25.496,
1992,1,24.587,
1992,2,23.655,
1992,3,25.795,
1992,4,26.797,
1992,5,29.273,
1992,6,29.334,
1992,7,28.111,
1992,8,27.022,
1992,9,27.509,
1992,10,28.066,
1992,11,28.31,
1992,12,26.434,
1993,1,24.933,
1993,2,24.954,
1993,3,25.694,
1993,4,27.161,
1993,5,29.529,
1993,6,28.959,
1993,7,27.556,
1993,8,27.374,
1993,9,26.913,
1993,10,28.332,
1993,11,28.359,
1993,12,26.247,
1994,1,25.26,
1994,2,24.071,
1994,3,26.883,
1994,4,27.366,
1994,5,29.439,
1994,6,28.081,
1994,7,26.852,
1994,8,26.993,
1994,9,26.739,
1994,10,28.569,
1994,11,28.292,
1994,12,25.26,
1995,1,23.575,
1995,2,24.824,
1995,3,25.669,
1995,4,27.595,
1995,5,29.566,
1995,6,29.929,
1995,7,27.779,
1995,8,27.976,
1995,9,27.692,
1995,10,28.623,
1995,11,27.494,
1995,12,26.384,
1996,1,24.869,
1996,2,25.38,
1996,3,27.192,
1996,4,27.764,
1996,5,29.443,
1996,6,29.081,
1996,7,27.485,
1996,8,26.927,
1996,9,27.365,
1996,10,27.769,
1996,11,27.261,
1996,12,26.477,
1997,1,24.12,
1997,2,23.586,
1997,3,26.664,
1997,4,26.892,
1997,5,29.12,
1997,6,28.466,
1997,7,28.106,
1997,8,27.41,
1997,9,27.825,
1997,10,28.814,
1997,11,29.153,
1997,12,26.065,
1998,1,25.202,
1998,2,24.647,
1998,3,25.877,
1998,4,28.454,
1998,5,30.659,
1998,6,29.408,
1998,7,28.08,
1998,8,27.918,
1998,9,27.697,
1998,10,28.231,
1998,11,28.125,
1998,12,26.266,
1999,1,24.259,
1999,2,25.874,
1999,3,26.611,
1999,4,27.852,
1999,5,28.708,
1999,6,27.982,
1999,7,27.599,
1999,8,27.424,
1999,9,27.473,
1999,10,28.354,
1999,11,27.978,
1999,12,26.32,
2000,1,25.599,
2000,2,24.076,
2000,3,25.489,
2000,4,28.188,
2000,5,28.86,
2000,6,28.342,
2000,7,27.188,
2000,8,27.461,
2000,9,27.997,
2000,10,28.82,
2000,11,28.265,
2000,12,26.159,
2001,1,24.912,
2001,2,24.375,
2001,3,25.555,
2001,4,27.918,
2001,5,29.255,
2001,6,28.288,
2001,7,27.211,
2001,8,27.265,
2001,9,28.02,
2001,10,28.558,
2001,11,28.595,
2001,12,26.972,
2002,1,24.605,
2002,2,25.46,
2002,3,26.802,
2002,4,28.526,
2002,5,30.102,
2002,6,28.512,
2002,7,28.483,
2002,8,26.876,
2002,9,27.784,
2002,10,29.325,
2002,11,28.426,
2002,12,26.643,
2003,1,25.877,
2003,2,25.688,
2003,3,26.58,
2003,4,28.113,
2003,5,29.657,
2003,6,28.692,
2003,7,27.688,
2003,8,27.551,
2003,9,27.523,
2003,10,28.915,
2003,11,28.787,
2003,12,25.87,
2004,1,24.406,
2004,2,24.867,
2004,3,27.441,
2004,4,27.998,
2004,5,29.498,
2004,6,28.333,
2004,7,27.505,
2004,8,26.875,
2004,9,27.612,
2004,10,27.983,
2004,11,28.712,
2004,12,26.595,
2005,1,24.447,
2005,2,24.707,
2005,3,25.961,
2005,4,28.128,
2005,5,29.409,
2005,6,29.042,
2005,7,27.677,
2005,8,26.98,
2005,9,27.015,
2005,10,28.06,
2005,11,27.337,
2005,12,25.666,
2006,1,25.09,
2006,2,26.188,
2006,3,26.133,
2006,4,27.467,
2006,5,29.352,
2006,6,28.426,
2006,7,27.28,
2006,8,26.671,
2006,9,27.629,
2006,10,28.945,
2006,11,28.643,
2006,12,26.754,
2007,1,25.55,
2007,2,25.333,
2007,3,26.871,
2007,4,28.492,
2007,5,29.853,
2007,6,28.843,
2007,7,27.93,
2007,8,27.372,
2007,9,27.63,
2007,10,28.747,
2007,11,28.183,
2007,12,26.812,
2008,1,24.271,
2008,2,23.495,
2008,3,26.442,
2008,4,27.982,
2008,5,29.54,
2008,6,28.223,
2008,7,27.554,
2008,8,26.831,
2008,9,27.193,
2008,10,28.655,
2008,11,28.512,
2008,12,27.435,
2009,1,25.783,
2009,2,25.766,
2009,3,27.193,
2009,4,28.936,
2009,5,29.735,
2009,6,29.548,
2009,7,27.385,
2009,8,27.852,
2009,9,28.173,
2009,10,28.396,
2009,11,28.324,
2009,12,27.043,
2010,1,26.12,
2010,2,25.615,
2010,3,27.362,
2010,4,29.178,
2010,5,30.682,
2010,6,28.881,
2010,7,27.364,
2010,8,27.279,
2010,9,27.587,
2010,10,28.774,
2010,11,28.883,
2010,12,25.46,
2011,1,24.543,
2011,2,25.031,
2011,3,26.99,
2011,4,27.716,
2011,5,29.546,
2011,6,28.394,
2011,7,27.133,
2011,8,27.122,
2011,9,27.39,
2011,10,28.864,
2011,11,29.04,
2011,12,26.85,
2012,1,23.844,
2012,2,24.693,
2012,3,25.574,
2012,4,28.223,
2012,5,29.235,
2012,6,28.847,
2012,7,27.941,
2012,8,27.405,
2012,9,27.491,
2012,10,28.689,
2012,11,27.54,
2012,12,26.828,
