Course,Section,Cr,Days,Times,Title,DistReq,Diversity,Room,Reg,Max,Exam,Faculty
EC214,A,4,TR,11:00am-12:15pm,Economic Policy and Performance in Contemporary Latin America,W2,I ,DIAM 343,20,20,0,Franko     
EC221,A,4,TR, 8:00am- 9:15am,Managerial Economics,, ,LOVE 215,16,25,11,"Libby, J   "
EC221,B,4,TR, 9:30am-10:45am,Managerial Economics,, ,LOVE 215,21,25,11,"Libby, J   "
EC223,A,4,MWF,10:00am-10:50am,Microeconomic Theory,, ,DIAM 153,22,30,15,Hubbard    
EC223,B,4,MWF,11:00am-11:50am,Microeconomic Theory,, ,DIAM 153,18,30,15,Hubbard    
EC224,A,4,MWF, 9:00am- 9:50am,Macroeconomic Theory,, ,DIAM 141,31,30,8,"Lester, R  "
EC224,A,4,W, 3:00pm- 3:50pm,Macroeconomic Theory,, ,OLIN 001,31,30,8,"Lester, R  "
EC224,B,4,MWF,10:00am-10:50am,Macroeconomic Theory,, ,DIAM 141,34,30,8,"Lester, R  "
EC224,B,4,W, 3:00pm- 3:50pm,Macroeconomic Theory,, ,OLIN 001,34,30,8,"Lester, R  "
EC231,A,4,TR,11:00am-12:15pm,Environmental and Natural Resource Economics,, ,DIAM 153,31,30,10,Bouvier    
EC231,B,4,TR, 1:00pm- 2:15pm,Environmental and Natural Resource Economics,, ,DIAM 153,29,30,10,Bouvier    
EC235,A,4,TR, 9:30am-10:45am,Organizational Strategy and Economics,, ,DIAM 344,17,20,3,Downs      
EC258,A,4,MW, 2:30pm- 3:45pm,Economic History of the United States,H, ,DIAM 342,20,20,2,Siodla     
EC278,A,4,TR, 8:00am- 9:15am,Joules to Dollars,N, ,OLIN 001,10,24,10,Donihue    King        
EC278,A,4,M, 1:00pm- 4:00pm,Joules to Dollars,N, ,OLIN 017,10,24,10,Donihue    King        
EC293,A,4,TR, 9:30am-10:45am,Research Methods and Statistics for Economics,, ,DIAM 153,24,24,3,Novak      
EC318,A,4,TR, 1:00pm- 2:15pm,Economics of Global Health,, ,DIAM 344,20,20,0,Novak      
EC351,A,4,MW,11:00am-12:15pm,Public Finance,W2, ,DIAM 341,20,20,0,Gunter     
EC379,A,4,TR, 9:30am-10:45am,Game Theory,, ,DIAM 342,19,20,3,Hubbard    
EC379,B,4,TR,11:00am-12:15pm,Game Theory,, ,DIAM 342,15,20,3,Hubbard    
EC393,A,4,MW,11:00am-12:15pm,Econometrics,, ,DIAM 344,13,20,15,LaFave     
EC393,B,4,MW, 1:00pm- 2:15pm,Econometrics,, ,DIAM 344,21,20,15,LaFave     
EC398,A,4,T, 2:30pm- 3:45pm,Experimental Finance,, ,DIAM 141,10,20,0,Rabanal    
EC398,A,4,R, 2:30pm- 3:45pm,Experimental Finance,, ,DIAM 322,10,20,0,Rabanal    
EC471,A,4,T, 1:00pm- 3:30pm,Seminar: Global Production,, ,DIAM 342,14,15,0,Waldkirch  
EC473,A,4,T, 1:00pm- 3:30pm,Seminar: Economic Forecasting,W3, ,DIAM 341,16,15,0,Donihue    
EC478,A,4,M, 1:00pm- 3:30pm,Seminar: U.S. Social Safety Net,, ,DIAM 341,14,15,0,Gunter     
EC498,A,1,R, 9:30am-10:45am,Economics Research,, ,DIAM 341,11,16, ,Gunter     
ED120,A,4,TR, 9:30am-10:45am,"Exploring Teachers in Fiction, Art, and Film",W1, ,DIAM 123,10,16, ,Kusiak     
ED120,A,4,M, 7:00pm- 9:00pm,"Exploring Teachers in Fiction, Art, and Film",W1, ,DIAM 123,10,16, ,Kusiak     
ED213,A,4,TR,11:00am-12:15pm,Schools and Society,,U ,DIAM 123,24,20,7,Howard     
ED222,A,4,TR, 1:00pm- 2:15pm,Second Language Pedagogy (See EA221),, , ,0, , ,"Wang, F    "
ED317,A,4,TR, 1:00pm- 2:15pm,Boys to Men (See WG317),,U , ,0, , ,Tappan     
ED322,A,4,M, 1:00pm- 3:30pm,Social Class and Schooling,,U ,DIAM 123,19,20,6,Howard     
ED351,A,1 to 3,,TBA,Practicum in Education,, , ,2, , ,Tappan     
ED376,A,4,TR, 2:30pm- 3:45pm,Teaching Culturally and Linguistically Diverse Students,, ,DIAM 123,7,20,14,Kusiak     
ED398,A,4,W, 7:00pm- 9:30pm,Research Seminar on Global Citizenship Education,,I ,MILL 034,13,15,10,Howard     
ED433,A,4,,TBA,Student Teaching Practicum,, , ,2,15,0,Tappan     
ED494A,A,4,,TBA,Senior Seminar in Creating Equitable Learning Environments,, , ,1,15,0,Tappan     
ED494B,A,4,M, 7:00pm- 9:30pm,Senior Seminar in Professional Certification,, ,MILL 034,1,15,0,Tappan     
EN120G,A,4,MW,11:00am-12:15pm,"Language, Thought, and Writing: Games, Rules, and Play",W1, ,MILL 253,14,16, ,Ardam      
EN120H,A,4,TR, 1:00pm- 2:15pm,"Language, Thought, and Writing: Contemporary Women's Literature",W1, ,LOVE 302,15,16, ,Marvin     
EN142,A,4,TR,11:00am-12:15pm,Introduction to Cinema Studies (See CI142),A, , ,0, , ,Wessels    
EN142,A,4,T, 7:00pm-10:00pm,Introduction to Cinema Studies (See CI142),A, , ,0, , ,Wessels    
EN200,A,4,TR, 1:00pm- 2:15pm,Foundations of Literary Studies,L, ,MILL 220,15,15,0,"Gibson, M  "
EN200,B,4,TR, 2:30pm- 3:45pm,Foundations of Literary Studies,L, ,MILL 220,15,15,0,"Gibson, M  "
EN214,A,4,TR, 2:30pm- 3:45pm,Tutoring Writing in Theory and Practice,, ,LOVE 208,22,20,0,Harrington 
EN226,A,4,MWF,10:00am-10:50am,Performance History II (See TD226),L, , ,0, , ,Oldham     
EN239,A,4,TR, 2:30pm- 3:45pm,Literature Against Distortion,L, ,LOVE 119,26,25,0,Hanlon     
EN248,A,4,MW, 1:00pm- 2:15pm,History of the Book,L, ,MILL 014,24,25,0,"Cook, M    "
EN252,A,4,MW, 2:30pm- 3:45pm,History of International Cinema II (See CI252),A, , ,0, , ,Wurtzler   
EN252,A,4,M, 7:00pm-10:00pm,History of International Cinema II (See CI252),A, , ,0, , ,Wurtzler   
EN256,A,4,MWF, 9:00am- 9:50am,Studies in American Literary History: Civil War to the Present,L, ,MILL 220,12,25,4,Quintana   
EN271,A,4,TR,11:00am-12:15pm,Critical Theory,L, ,MILL 220,16,15,7,Hanlon     
EN278,A,4,MW,11:00am-12:15pm,Fiction Writing I,A, ,MILL 241,15,15,0,Braunstein 
EN278,B,4,MW, 1:00pm- 2:15pm,Fiction Writing I,A, ,MILL 319,15,15,0,Braunstein 
EN279,A,4,TR, 9:30am-10:45am,Poetry Writing I,A, ,MILL 241,15,15,0,Marvin     
EN279,B,4,TR,11:00am-12:15pm,Poetry Writing I,A, ,MILL 241,15,15,0,Blevins    
EN298,A,1,T, 2:00pm- 3:30pm,Teach This Poem: Poetry and Art in Education,, ,BIXL 075,15,20, ,Blanco     
EN313,A,4,TR,11:00am-12:15pm,Poetry and Power in the English Renaissance,L, ,MILL 319,17,18,7,Sagaser    
EN316,A,4,MW,11:00am-12:15pm,"Sex, Love, and Marriage in the Middle Ages","L,W2", ,MILL 319,17,18,0,"Cook, M    "
EN331,A,4,TR, 1:00pm- 2:15pm,Nathaniel Hawthorne and Herman Melville,L, ,MILL 319,17,18,9,Stubbs     
EN336,A,4,TR,11:00am-12:15pm,Early American Women Writers,L, ,LOVE 302,18,18,7,Stubbs     
EN337,A,4,MW, 2:30pm- 3:45pm,Climate Fiction,L, ,MILL 319,19,18,0,Walker     
EN345,A,4,MWF,12:00n -12:50pm,Modern American Fiction,L, ,MILL 008,17,18,17,Bryant     
EN351,A,4,MW, 2:30pm- 3:45pm,"Contemporary American Poetry: Politics, Experiments, Selves",L, ,MILL 241,13,18,2,Ardam      
EN379,A,4,M, 1:00pm- 3:30pm,Poetry Writing II,, ,MILL 220,13,15,0,Blevins    
EN380,A,4,TR, 9:30am-10:45am,Creative Nonfiction Writing II,A, ,MILL 220,9,15,0,Burke      
EN398,A,4,MWF,11:00am-11:50am,Space and Place in Contemporary Native American Literature,L,U ,MILL 008,19,18,0,Quintana   
EN413A,A,4,MWF,10:00am-10:50am,Author Course: Toni Morrison,L, ,DIAM 243,16,18,1,Bryant     
EN478,A,2 to 4,R, 1:00pm- 3:30pm,Advanced Studies in Prose,, ,MILL 241,8,15,0,Spark      
EN479,A,2 to 4,,TBA,Advanced Studies in Poetry,, , ,4,15,0,Blevins    
EN493A,A,4,MW, 1:00pm- 2:15pm,Seminar: Literature and Film Adaptation,L, ,LOVE 319,15,15,0,Osborne    
EN493D,A,4,R, 1:00pm- 3:30pm,Seminar: Chaucer's <I>Canterbury Tales</I>,L, ,LOVE 318,9,18,0,"Cook, M    "
ES118,A,4,MW,10:00am-10:50am,Environment and Society,, ,DIAM 142,70,48,1,Bruesewitz Neal       Nyhus       Walker     
ES118,A,4,R, 7:00pm- 7:50pm,Environment and Society,, ,DIAM 142,70,48,1,Bruesewitz Neal       Nyhus       Walker     
ES118 D,A,,F,10:00am-10:50am,Disc/Activity: Env & Soc,, ,DIAM 223,17,16, ,Nyhus      
ES118 D,B,,F,10:00am-10:50am,Disc/Activity: Env & Soc,, ,DIAM 323,18,16, ,Bruesewitz 
ES118 D,C,,F,10:00am-10:50am,Disc/Activity: Env & Soc,, ,DIAM 341,18,16, ,Walker     
ES118 D,D,,F,10:00am-10:50am,Disc/Activity: Env & Soc,, ,DIAM 342,17,16, ,Neal       
ES212,A,4,TR,11:00am-12:15pm,Introduction to GIS and Remote Sensing,, ,DIAM 223,12,16,7,Nyhus      
ES212,A,4,R, 1:00pm- 4:00pm,Introduction to GIS and Remote Sensing,, ,DIAM 222,12,16,7,Nyhus      
ES216,A,4,TR, 9:30am-10:45am,Philosophy of Nature (See PL216),, , ,0, , ,Peterson   
ES217,A,3,TR,11:00am-12:15pm,Environmental Chemistry (See CH217),, , ,0, , ,McKinney   
ES218,A,4,MW,11:00am-11:50am,Exploratory Data Analysis in <I>R</I>,, ,DIAM 322,19,16,5,Gimond     
ES218,A,4,F, 1:00pm- 3:30pm,Exploratory Data Analysis in <I>R</I>,, ,MILL 008,19,16,5,Gimond     
ES231,A,4,,TBA,Environmental and Natural Resource Economics (See EC231),, , ,0, , ,Bouvier    
ES231,B,4,,TBA,Environmental and Natural Resource Economics (See EC231),, , ,0, , ,Bouvier    
ES234,A,4,MWF, 9:00am- 9:50am,International Environmental Policy,,I ,DIAM 122,34,30,4,"Reynolds,T "
ES242,A,4,T, 1:00pm- 3:30pm,Marine Conservation and Policy,, ,DIAM 242,22,22,9,McClenacha 
ES244,A,4,TR, 9:30am-10:45am,Marine Communities,N, ,DIAM 242,19,27,3,McClenacha 
ES337,A,4,MW, 2:30pm- 3:45pm,Climate Fiction (See EN337),L, , ,0, , ,Walker     
ES338,A,4,MWF, 9:00am- 9:50am,Forest Ecosystems,"N,Lb", ,OLIN 335,12,16,4,Becknell   
ES338,A,4,M, 1:00pm- 4:00pm,Forest Ecosystems,"N,Lb", ,OLIN 229,12,16,4,Becknell   
ES346,A,4,TR,11:00am-12:15pm,Global Food Policy,,I ,DIAM 141,25,25,7,"Reynolds,T "
ES356,A,3,MWF,11:00am-11:50am,Aquatic Ecology,W2, ,KEYE 103,15,16,5,Bruesewitz 
ES366,A,4,TR, 9:30am-10:45am,The Environment and Human Health,N, ,DIAM 141,31,34,0,Carlson    
ES382,A,4,TR, 9:30am-10:45am,Ecological Modeling (See BI382),, , ,0, , ,"Moore, C   "
ES382,A,4,M, 1:00pm- 4:00pm,Ecological Modeling (See BI382),, , ,0, , ,"Moore, C   "
ES398,A,4,W, 1:00pm- 3:30pm,Waterways and Watershed Moments in North American History (See HI398B),, , ,0, , ,"Reardon, E "
ES402,A,1,T, 7:00pm- 8:15pm,Environmental Studies Colloquium,, ,OLIN 001,46,45, ,Nyhus      
ES402,A,1,W,12:00n -12:50pm,Environmental Studies Colloquium,, ,DANA FAIR,46,45, ,Nyhus      
FR126,A,4,MTWF,10:00am-10:50am,French II,, ,LOVE 203,13,18,16,Niang      
FR126,B,4,MTWF,11:00am-11:50am,French II,, ,LOVE 203,16,18,16,Niang      
FR127,A,4,MTWR, 9:00am- 9:50am,French III,, ,LOVE 103,19,18,16,Montalbano 
FR127,B,4,MTWR,10:00am-10:50am,French III,, ,LOVE 103,24,18,16,Montalbano 
FR128,A,4,MW,11:00am-12:15pm,French IV: Reading in Cultural Contexts,L, ,LOVE 301,10,18,5,Mauguiere  
FR131,A,4,MWF, 1:00pm- 1:50pm,Conversation and Composition,, ,LOVE 302,9,15,6,Niang      
FR231,A,4,MWF,12:00n -12:50pm,Advanced Grammar and Composition,, ,LOVE 307,11,18,0,Brunetaux  
FR234,A,1,M, 5:00pm- 6:00pm,Intensive Spoken French,, ,LOVE 307,14,15, ,Bouanani   
FR243,A,4,TR, 1:00pm- 2:15pm,French Pronunciation through Phonetics,, ,LOVE 307,6,15,9,Montalbano 
FR252,A,4,MWF,11:00am-11:50am,Provocative Texts: A Critical Toolbox,L,I ,LOVE 307,14,16,5,Paliyenko  
FR351,A,4,M, 1:00pm- 2:15pm,Minority Issues and Social Change in the Americas,L,I ,LOVE 307,16,15,0,Mauguiere  
FR351,A,4,W, 1:00pm- 2:15pm,Minority Issues and Social Change in the Americas,L,I ,MILL 205,16,15,0,Mauguiere  
FR358,A,4,MW, 2:30pm- 3:45pm,Passionate Discontent: The 19th-Century Epidemic,L, ,LOVE 307,12,10,2,Paliyenko  
FR493C,A,4,M, 1:00pm- 2:15pm,Seminar: Minority Issues and Social Change in the Americas,, ,LOVE 307,0,5,0,Mauguiere  
FR493C,A,4,W, 1:00pm- 2:15pm,Seminar: Minority Issues and Social Change in the Americas,, ,MILL 205,0,5,0,Mauguiere  
FR493D,A,4,MW, 2:30pm- 3:45pm,Seminar: Passionate Discontent: The 19th Century Epidemic,, ,LOVE 307,3,5,0,Paliyenko  
GE141,A,4,MWF, 9:00am- 9:50am,Earth and Environment,"N,Lb", ,MILL 008,43,40,4,Dunn       
GE141,B,4,MWF,10:00am-10:50am,Earth and Environment,"N,Lb", ,MILL 008,41,40,1,Rueger     
GE141 L,A,,M, 1:00pm- 4:00pm,Lab: Earth and the Environment,, ,MUDD 218,20,20, ,Rueger     
GE141 L,B,,T, 1:00pm- 4:00pm,Lab: Earth and the Environment,, ,MUDD 218,24,20, ,Rueger     
GE141 L,C,,W, 1:00pm- 4:00pm,Lab: Earth and the Environment,, ,MUDD 218,18,20, ,Arnold     
GE141 L,D,,R, 8:00am-11:00am,Lab: Earth and the Environment,, ,MUDD 218,22,20, ,Arnold     
GE142,A,4,MWF, 9:00am- 9:50am,Deep Time Planet Earth,"N,Lb", ,MUDD 218,12,12,4,Gastaldo   
GE142,A,4,R, 1:00pm- 4:00pm,Deep Time Planet Earth,"N,Lb", ,MUDD 219,12,12,4,Gastaldo   
GE231,A,4,MWF,11:00am-11:50am,Structural Geology,N, ,MUDD 221,13,12,5,"Sullivan,W "
GE231,A,4,M,12:00n - 4:00pm,Structural Geology,N, ,MUDD 221,13,12,5,"Sullivan,W "
GE262,A,4,TR,11:00am-12:15pm,"Earth's Climate: Past, Present, and Future",N, ,MUDD 311,17,24,7,Koffman    
GE262 L,A,,T, 1:00pm- 4:00pm,"Lab: Earth's Climate: Past, Present, and Future",, ,MUDD 103,9,12, ,Koffman    
GE262 L,B,,R, 1:00pm- 4:00pm,"Lab: Earth's Climate: Past, Present, and Future",, ,MUDD 103,8,12, ,Koffman    
GE391,A,1,F, 1:00pm- 2:00pm,Geology Seminar,, ,AREY 005,26,50, ,"Sullivan,W "
GE494,A,4,T, 1:00pm- 4:00pm,Topics in Extraterrestrial Geology,W3, ,MUDD 221,6,12,0,Dunn       
GK112,A,4,MW, 9:00am- 9:50am,Intermediate Greek,, ,LOVE 244,4,15,4,"Roisman, H "
GK112,A,4,TR, 8:00am- 8:50am,Intermediate Greek,, ,LOVE 244,4,15,4,"Roisman, H "
GK359,A,4,MW,11:00am-12:15pm,Homer's <I>Iliad 3</I>: Menelaos and Paris,L, ,LOVE 244,3,15,5,"Roisman, H "
GM126,A,4,MTRF,10:00am-10:50am,Elementary German II,, ,LOVE 212,25,20,1,"Bradley, R "
GM128,A,4,MTRF, 9:00am- 9:50am,Intermediate German II: Readings in Cultural Contexts,, ,LOVE 450,8,19,4,Ellis      
GM130,A,1,R, 7:00pm- 7:50pm,Conversation Group,, ,LOVE 450,10,15, ,Pimpi      
GM236,A,4,TR,11:00am-12:15pm,ConTexts in German Culture,, ,LOVE 450,4,15,0,"Bradley, R "
GM263,A,4,TR, 2:30pm- 3:45pm,Weird Fictions (in English),L, ,LOVE 207,12,20,0,Ellis      
GM330,A,1,T, 7:00pm- 7:50pm,Current Topics,, ,LOVE 450,7,15, ,Pimpi      
GM493,A,4,M, 7:00pm- 9:30pm,Seminar: Ideologies and Identities,L, ,LOVE 450,4,15,0,Ellis      
GO111,A,4,TR, 1:00pm- 2:15pm,Introduction to American Government and Politics,S, ,DIAM 122,39,40,9,Shea       
GO111,B,4,TR, 2:30pm- 3:45pm,Introduction to American Government and Politics,S, ,DIAM 122,39,40,9,Shea       
GO115,A,4,TR, 9:30am-10:45am,Great Issues in Contemporary American Government,"S,W1", ,DIAM 241,16,16, ,Maisel     
GO131,A,4,MWF, 9:00am- 9:50am,Introduction to International Relations,S, ,DIAM 142,36,40,4,Babik      
GO131,B,4,MWF,11:00am-11:50am,Introduction to International Relations,S, ,DIAM 122,42,40,5,Rodman     
GO171,A,4,MWF, 9:00am- 9:50am,Introduction to Political Theory,S,I ,DIAM 153,37,40,4,Reisert    
GO214,A,4,TR, 1:00pm- 2:15pm,Parties and the Electoral Process,, ,DIAM 141,26,25,9,Maisel     
GO226,A,4,TR,11:00am-12:15pm,Media and Politics,S, ,LOVE 213,36,35,7,Shea       
GO236,A,4,TR, 2:30pm- 3:45pm,International Law and Politics of Human Rights,S, ,DIAM 241,20,25,14,Rodman     
GO251,A,4,MW,11:00am-12:15pm,Israelis and Palestinians: Conflict and Accommodation,S, ,DIAM 342,9,25,5,Denoeux    
GO256,A,4,TR,11:00am-12:15pm,Introduction to East Asian Politics,S, ,DIAM 344,25,25,7,Hatch      
GO259,A,4,TR, 9:30am-10:45am,Introduction to European Politics,, ,DIAM 122,27,25,0,Yoder      
GO271,A,4,MW, 1:00pm- 2:15pm,Classical Political Theory,, ,DIAM 153,9,25,6,Reisert    
GO281,A,4,MWF,10:00am-10:50am,Concepts and Methods of Political Science Research,Q, ,DIAM 241,16,18,1,Levan      
GO281,B,4,MW,11:00am-12:15pm,Concepts and Methods of Political Science Research,Q, ,DIAM 241,18,18,5,Seay       
GO281,C,4,MWF,11:00am-11:50am,Concepts and Methods of Political Science Research,Q, ,DIAM 343,12,18,5,Babik      
GO298,A,4,MWF,10:00am-10:50am,"9/11: Origins, Event, Aftermath",S, ,DIAM 344,19,25,1,Babik      
GO315,A,4,TR, 9:30am-10:45am,Minority Representation,S,U ,DIAM 145,24,25,3,Levan      
GO357,A,4,TR, 2:30pm- 3:45pm,Political Economy of Regionalism,, ,DIAM 343,8,25,14,Hatch      
GO358,A,4,MW, 2:30pm- 3:45pm,Comparative Arab Politics,, ,DIAM 145,6,25,2,Denoeux    
GO432,A,4,W, 1:00pm- 3:30pm,Seminar: U.S. Foreign Policy,, ,DIAM 241,8,12,0,Rodman     
GO455,A,4,M, 1:00pm- 3:30pm,Seminar: Conflict and Crisis in Africa,,I ,DIAM 241,10,12,0,Seay       
GS198,A,1,W,12:00n -12:50pm,War and Human Rights: A Reading Group,, ,DIAM 223,16,15, ,"ElShaarawi Gherwash   Green      Hatch      Reynolds,T Rodman     Scheck     Tate, W     "
GS214,A,4,TR,11:00am-12:15pm,Economic Policy and Performance in Contemporary Latin America (See EC214),,I , ,0, , ,Franko     
GS252,A,4,TR, 9:30am-10:45am,Language in Culture and Society (See AY252),, , ,0, , ,Halvorson  
GS316,A,4,M, 1:00pm- 3:30pm,Religion and Social Change in Contemporary Africa (See AY316),, , ,0, , ,Halvorson  
GS455,A,4,W, 1:00pm- 3:30pm,Intervention: The Ethics and Politics of Humanitarianism,S, ,DIAM 343,13,12,0,ElShaarawi 
GS498,A,4,T, 7:00pm- 9:30pm,"Insurgent Mobilities Lab II: Migrants, Activists, the Balkan Route",,I ,DIAM 343,9,12,0,Razsa      
HI112,A,4,MWF,10:00am-10:50am,Revolutions of Modern Europe,H,I ,OLIN 001,39,40,1,Scheck     
HI132,A,4,MWF,10:00am-10:50am,"Survey of U.S. History, 1865 to the Present",H, ,LOVE 208,16,40,1,Weisbrot   
HI154,A,3 to 4,TR, 9:30am-10:45am,Roman History (See AN154),H, , ,0, , ,"Roisman, J "
HI184,A,4,TR, 8:00am- 9:15am,History of the Modern Middle East,H,I ,MILL 014,43,40,10,Turner     
HI228,A,4,TR, 1:00pm- 2:15pm,The Russian Empire: Soviet History and 20th-Century Revolutions,H,I ,MILL 014,22,30,0,Josephson  
HI232,A,4,MWF, 9:00am- 9:50am,"American Women's History, 1870 to the Present",H,U ,LOVE 119,23,30,0,Leonard    
HI234,A,4,WF,11:00am-12:15pm,Native Americans since 1850,H,U ,LOVE 213,28,30,0,"Reardon, E "
HI248,A,4,TR,11:00am-12:15pm,"Nuclear Visions, Environmental Realities",H,I ,MILL 008,29,30,0,Josephson  
HI276,A,4,TR, 9:30am-10:45am,Patterns and Processes in World History,H, ,MILL 014,30,30,3,Duff       
HI322,A,4,TR, 9:30am-10:45am,Europe and the Second World War,"H,W2",I ,MILL 008,19,20,0,Scheck     
HI337,A,4,M, 1:00pm- 3:30pm,The Age of the American Revolution,H,U ,LOVE 212,15,20,6,"Reardon, E "
HI342,A,4,T, 7:00pm- 9:30pm,Crisis and Reform: American Society and Politics in the 1960s,H, ,MILL 319,11,20,11,Weisbrot   
HI381,A,4,TR, 2:30pm- 3:45pm,Women and Gender in Islam,H,I ,MILL 319,15,20,14,Turner     
HI398,A,4,TR, 1:00pm- 2:15pm,Global Histories of Food,H,I ,LOVE 213,20,20,0,Duff       
HI398B,A,4,TR, 1:00pm- 2:15pm,History of Chinese Feminism,H,I ,MILL 257,12,20,0,"Parker, La "
HI398C,A,4,W, 1:00pm- 3:30pm,Waterways and Watershed Moments in North American History,H, ,MILL 253,11,20,2,"Reardon, E "
HI435,A,4,M, 1:00pm- 3:30pm,Research Seminar: The American Civil War,H,U ,MILL 257,11,15,0,Leonard    
IT126,A,4,MTWR, 9:00am- 9:50am,Italian II,, ,LOVE 207,12,19,16,"Rizzo, G   "
IT126,B,4,MTWR,10:00am-10:50am,Italian II,, ,LOVE 207,18,19,16,"Rizzo, G   "
IT128,A,4,MWF, 9:00am- 9:50am,Italian through Film and Visual Culture,, ,LOVE 307,7,19,16,Ferrando   
IT235,A,1,W, 7:00pm- 8:00pm,Italian Conversation,, ,LOVE 307,7,20, ,Parodi     
IT298,A,4,MW,11:00am-12:15pm,Noisemakers: Tracing the Origins of Modern Music in Italy (in English),L, ,MILL 205,10,15,0,Ferrando   
JA126,A,5,MTWRF, 9:00am- 9:50am,Elementary Japanese II,, ,LOVE 211,11,19,4,Prindle    
JA128,A,4,MTWR,10:00am-10:50am,Intermediate Japanese II,, ,LOVE 319,13,19,1,Abe        
JA135,A,1,R, 4:00pm- 4:50pm,Conversational Japanese I,, ,LOVE 302,10,20, ,Shibata    
JA235,A,1,F,10:00am-10:50am,Conversational Japanese II,, ,LOVE 302,12,20, ,Shibata    
JA322,A,4,TR,11:00am-12:15pm,Third-Year Japanese,, ,LOVE 423,2,19,7,Abe        
JA335,A,1,T, 1:00pm- 1:50pm,Conversational Japanese III,, ,LOVE 423,3,20, ,Shibata    
JA422,A,4,M, 2:30pm- 3:45pm,Fourth-Year Japanese,, ,LOVE 423,4,19,2,Prindle    
JA422,A,4,W, 1:00pm- 2:15pm,Fourth-Year Japanese,, ,LOVE 423,4,19,2,Prindle    
JS126,A,3,MWR,12:00n -12:50pm,Hebrew II,, ,LOVE 202,6,20,2,Isaacs     
JS182,A,4,MW, 1:00pm- 2:15pm,"Jews, Judaism, and the Modern World (See RE182)",H,I , ,0, , ,Freidenrch 
JS221,A,4,T, 1:00pm- 3:30pm,The Jews of Maine (See RE221),H, , ,0, , ,Freidenrch 
JS251,A,4,MW,11:00am-12:15pm,Israelis and Palestinians: Conflict and Accommodation (See GO251),S, , ,0, , ,Denoeux    
LA174,A,4,MW, 1:00pm- 2:15pm,Introduction to Latin American Studies,H,I ,LOVE 208,33,35,6,Fallaw     
LA214,A,4,TR,11:00am-12:15pm,Economic Policy and Performance in Contemporary Latin America (See EC214),,I , ,0, , ,Franko     
LA338,A,4,TR, 1:00pm- 2:15pm,The Diasporic Imagination: Cubans beyond Cuba (See SP338),L, , ,0, , ,Olivares   
LA361,A,4,W, 1:00pm- 3:30pm,"Militaries, Militarization, and War (See AY361)",S, , ,0, , ,"Tate, W    "
LA378,A,4,MW,11:00am-12:15pm,"U.S. in Latin America: Intervention, Influence, Integration","H,W2",I ,LOVE 318,15,15,0,Fallaw     
LT112,A,4,MTWF,11:00am-11:50am,Intermediate Latin,, ,LOVE 102,13,20,5,Barrett    
LT362,A,4,MW, 1:00pm- 2:15pm,"Lovers, Exiles, and Shepherds: Virgil's <I>Eclogues</I>",L, ,LOVE 244,10,20,6,Barrett    
MA121,A,4,MTWF, 9:00am- 9:50am,Single-Variable Calculus,Q, ,LOVE 303,18,28,12,Krumm      
MA121,B,4,MTWF,11:00am-11:50am,Single-Variable Calculus,Q, ,LOVE 303,22,28,12,Krumm      
MA122,A,4,MTWF,11:00am-11:50am,Series and Multi-variable Calculus,Q, ,MILL 014,21,28,12,Randles    
MA122,B,4,MTWF,12:00n -12:50pm,Series and Multi-variable Calculus,Q, ,MUDD 405,27,28,12,Welch      
MA162,A,4,MTWF,12:00n -12:50pm,Honors Calculus II,, ,MILL 014,18,28,17,Mathes     
MA253,A,4,MWF,11:00am-11:50am,Linear Algebra,, ,KEYE 102,30,28,12,Bretscher  
MA253,B,4,MWF,12:00n -12:50pm,Linear Algebra,, ,KEYE 102,30,28,12,Bretscher  
MA253,B2,4,MWF,12:00n -12:50pm,Linear Algebra,, ,LOVE 208,31,28,12,Gouvea     
MA262,A,4,MWF, 9:00am- 9:50am,Vector Calculus,, ,KEYE 102,15,28,10,Youngs     
MA262,B,4,MWF,10:00am-10:50am,Vector Calculus,, ,KEYE 102,21,28,10,Youngs     
MA274,A,4,MWF, 9:00am- 9:50am,Mathematical Reasoning,W2, ,LOVE 208,17,24,4,"Taylor, Sc "
MA311,A,4,MWF,12:00n -12:50pm,Ordinary Differential Equations,, ,DAVI 201,28,28,17,Holly      
MA338,A,4,MWF, 2:30pm- 3:20pm,Real Analysis,, ,DAVI 201,12,28,4,Mathes     
MA357,A,4,MWF,11:00am-11:50am,Elementary Number Theory,, ,LOVE 207,13,28,0,Gouvea     
MA382,A,4,MWF,10:00am-10:50am,Mathematical Statistics II: Inference (See SC382),, , ,0, , ,O'Brien    
MA398,A,4,MWF, 1:00pm- 1:50pm,Fourier Analysis,, ,KEYE 102,13,28,6,Randles    
MA398B,A,4,MWF,12:00n -12:50pm,Mathematical Neuroscience,, ,DAVI 217,14,28,0,Youngs     
MA434,A,4,TR, 1:00pm- 2:15pm,Topics in Abstract Algebra,, ,DAVI 217,8,15,9,"Taylor, Sc "
MA472,A,4,MWF,11:00am-11:50am,Topics in Mathematical Modeling,, ,DAVI 217,9,15,0,Holly      
ML122,A,3,TR, 1:00pm- 2:15pm,Elementary Modern Standard Arabic I-B,, ,LOVE 450,4,15,9,Diab       
ML124,A,3,TR,11:00am-12:15pm,Elementary Modern Standard Arabic II-B,, ,LOVE 344,4,15,7,Diab       
MU091,0,,,TBA,Music Lessons: Noncredit or JP,, , ,0,20, ,With Whom? 
