Course,Section,Cr,Days,Times,Title,DistReq,Diversity,Room,Reg,Max,Exam,Faculty
CH242 L,C,,W, 1:00pm- 4:45pm,Lab: Organic Chem II,, ,KEYE 305,13,16, ,Klinkerch  
CH242 L,D,,R, 1:00pm- 4:45pm,Lab: Organic Chem II,, ,KEYE 305,14,16, ,Klinkerch  
CH278,A,4,TR, 8:00am- 9:15am,Joules to Dollars (See EC278),N, , ,0, , ,Donihue    King        
CH278,A,4,M, 1:00pm- 4:00pm,Joules to Dollars (See EC278),N, , ,0, , ,Donihue    King        
CH332,A,4,MWF, 9:00am- 9:50am,Instrumental Methods of Analysis,, ,KEYE 104,4,16,4,King       McKinney    
CH332,A,4,T, 1:00pm- 4:50pm,Instrumental Methods of Analysis,, ,KEYE 205,4,16,4,King       McKinney    
CH342,A,5,MW,11:00am-12:15pm,Physical Chemistry: Quantum and Statistical Mechanics,, ,KEYE 104,5,12,5,Drozd      
CH342,A,5,F, 2:00pm- 2:50pm,Physical Chemistry: Quantum and Statistical Mechanics,, ,KEYE 102,5,12,5,Drozd      
CH342,A,5,M, 1:00pm- 4:50pm,Physical Chemistry: Quantum and Statistical Mechanics,, ,KEYE 205,5,12,5,Drozd      
CH368,A,4 to 5,TR, 9:30am-10:45am,Biochemistry of the Cell II (See BC368),, , ,0, , ,Rice       
CH368,A,4 to 5,F,12:00n -12:50pm,Biochemistry of the Cell II (See BC368),, , ,0, , ,Rice       
CH378,A,4,MWF,10:00am-10:50am,Molecular Biology (See BC378),, , ,0, , ,van Oers   
CH378,A,4,W, 1:00pm- 4:00pm,Molecular Biology (See BC378),, , ,0, , ,van Oers   
CH431,A,4,TR,11:00am-12:15pm,Mechanistic Organic Chemistry,, ,KEYE 104,4,10,7,Thamattoor 
CH494,A,1,F,11:00am-11:50am,Senior Seminar,, ,AREY 005,7,20, ,Conry      
CH494,A,1,F, 3:00pm- 4:30pm,Senior Seminar,, ,KEYE 105,7,20, ,Conry      
CH494,B,1,F,11:00am-11:50am,Senior Seminar (for Juniors),, ,AREY 005,3,30, ,Conry      
CH494,B,1,F, 3:00pm- 4:30pm,Senior Seminar (for Juniors),, ,KEYE 105,3,30, ,Conry      
CI142,A,4,TR,11:00am-12:15pm,Introduction to Cinema Studies,A, ,LOVE 215,25,25,0,Wessels    
CI142,A,4,T, 7:00pm-10:00pm,Introduction to Cinema Studies,A, ,AREY 005,25,25,0,Wessels    
CI252,A,4,MW,11:00am-12:15pm,History of International Cinema II,A, ,AREY 005,12,25,5,Wurtzler   
CI252,A,4,T, 7:00pm-10:00pm,History of International Cinema II,A, ,LOVE 215,12,25,5,Wurtzler   
CI280,A,4,TR, 1:00pm- 2:15pm,Topics in Global Cinema: The Global Western,, ,MILL 253,7,20,0,Wessels    
CI280,A,4,W, 7:00pm-10:00pm,Topics in Global Cinema: The Global Western,, ,AREY 005,7,20,0,Wessels    
CI285,A,4,MW, 2:30pm- 3:45pm,Experimental Cinema,, ,BIXL 154,5,25,0,Wurtzler   
CI285,A,4,M, 7:00pm-10:00pm,Experimental Cinema,, ,BIXL 154,5,25,0,Wurtzler   
CI298A,A,4,TR,11:00am-12:15pm,Visual Storytelling: Found Materials and the Archive,, ,MILL 253,15,15,0,"Murphy, E  "
CI298B,A,4,TR, 2:30pm- 3:45pm,Advanced Documentary Production,, ,LOVE 302,7,10,0,"Murphy, E  "
CI321B,A,4,M, 7:00pm-10:00pm,Topics in Film Theory: Mainely Cinema: Film and the Archive,, ,LOVE 215,6,15,0,Wessels    
CI321B,A,4,T, 2:30pm- 3:45pm,Topics in Film Theory: Mainely Cinema: Film and the Archive,, ,MILL 253,6,15,0,Wessels    
CI321B,A,4,R, 2:30pm- 3:45pm,Topics in Film Theory: Mainely Cinema: Film and the Archive,, ,BIXL 132,6,15,0,Wessels    
CL135,A,4,MW, 2:30pm- 3:45pm,Myth and Cosmos in Ancient Greece,L, ,LOVE 119,30,30,2,Barrett    
CN126,A,5,MTWRF, 9:00am- 9:50am,Elementary Chinese II,, ,LOVE 203,14,20,4,Besio      
CN128,A,4,MTWF,10:00am-10:50am,Intermediate Chinese II,, ,LOVE 301,10,20,1,"Wang, F    "
CN135,A,1,F, 2:00pm- 2:50pm,Chinese Conversation I,, ,LOVE 203,10,20, ,Chen       
CN235,A,1,R,10:00am-10:50am,Chinese Conversation II,, ,LOVE 301,10,20, ,Chen       
CN322,A,4,TR,11:00am-12:15pm,Third-Year Chinese II,, ,LOVE 318,13,20,7,Zhang      
CN335,A,1,T, 9:00am- 9:50am,Chinese Conversation III,, ,LOVE 423,5,18, ,Chen       
CN455,A,4,MW, 1:00pm- 2:15pm,Talking about Contemporary China,, ,LOVE 450,5,15,0,"Wang, F    "
CS151,A,4,MWF,10:00am-10:50am,Computational Thinking: Visual Media,Q, ,LOVE 215,45,48,1,Skrien     
CS151 L,A,,W, 1:00pm- 2:20pm,Lab: Comp Thnkg: Visual,, ,DAVI 102,22,24, ,"Eaton, C   "
CS151 L,B,,R, 2:30pm- 3:45pm,Lab: Comp Thnkg: Visual,, ,DAVI 102,23,24, ,"Eaton, C   "
CS152,A,4,MWF,11:00am-11:50am,Computational Thinking: Science,Q, ,LOVE 215,37,48,5,Codabux    
CS152 L,A,,W, 2:30pm- 3:50pm,Lab: Comp Thkg: Science,, ,DAVI 102,15,24, ,"Eaton, C   "
CS152 L,B,,R, 1:00pm- 2:20pm,Lab: Comp Thkg: Science,, ,DAVI 102,22,24, ,"Eaton, C   "
CS231,A,4,MWF, 9:00am- 9:50am,Data Structures and Algorithms,Q, ,DAVI 117,23,30,11,"Li, Ying   "
CS231,B,4,MWF,10:00am-10:50am,Data Structures and Algorithms,Q, ,DAVI 117,29,30,11,"Li, Ying   "
CS231 L,A,,M, 1:00pm- 2:20pm,Lab: Data Struct/Algrthm,, ,DAVI 102,18,20, ,Maxwell    
CS231 L,B,,M, 2:30pm- 3:50pm,Lab: Data Struct/Algrthm,, ,DAVI 102,18,20, ,Maxwell    
CS231 L,C,,T, 1:00pm- 2:20pm,Lab: Data Struct/Algrthm,, ,DAVI 102,16,20, ,Maxwell    
CS251,A,4,MWF, 9:00am- 9:50am,Data Analysis and Visualization,, ,LOVE 215,40,45,11,"Taylor, St "
CS251,B,4,MWF,10:00am-10:50am,Data Analysis and Visualization,, ,LOVE 213,12,20,11,"Eaton, C   "
CS251 L,A,,T, 1:00pm- 2:20pm,Lab: Data Analysis/Vis,, ,DAVI 122,12,14, ,Codabux    
CS251 L,B,,T, 2:30pm- 3:50pm,Lab: Data Analysis/Vis,, ,DAVI 102,14,14, ,Codabux    
CS251 L,C,,W, 1:00pm- 2:20pm,Lab: Data Analysis/Vis,, ,DAVI 122,13,14, ,Maxwell    
CS251 L,D,,W, 2:30pm- 3:50pm,Lab: Data Analysis/Vis,, ,DAVI 122,13,14, ,Maxwell    
CS333,A,4,MWF,11:00am-11:50am,Programming Languages,, ,DAVI 117,25,28,5,Maxwell    
CS336,A,4,MWF,10:00am-10:50am,Parallel and Distributed Processing,, ,DAVI 102,23,25,1,"Taylor, St "
CS351,A,4,TR,11:00am-12:15pm,Computer Graphics,, ,DAVI 117,23,25,7,Maxwell    
CS375,A,4,MW, 1:00pm- 2:15pm,Analysis of Algorithms,, ,DAVI 301,30,40,6,Skrien     
CS441,A,4,TR, 9:30am-10:45am,Systems Biology II,N, ,DAVI 102,6,25,10,"Taylor, St "
CS441,B,4,TR,11:00am-12:15pm,Systems Biology II,N, ,DAVI 102,10,25,10,"Taylor, St "
CS498,A,4,MW, 2:30pm- 3:45pm,Software Engineering II,, ,DAVI 117,19,24,0,Codabux    
EA221,A,4,TR, 1:00pm- 2:15pm,Second Language Pedagogy,, ,LOVE 103,10,20,0,"Wang, F    "
EA231,A,4,MW, 2:30pm- 3:45pm,The Chinese Novel: Vignettes of Life in Imperial China,L, ,LOVE 319,16,18,2,Besio      
EA256,A,4,TR,11:00am-12:15pm,Introduction to East Asian Politics (See GO256),S, , ,0, , ,Hatch      
EA261,A,4,MW, 1:00pm- 2:15pm,Japanese Language and Culture,S, ,LOVE 202,11,20,6,Abe        
EA263,A,4,TR,11:00am-12:15pm,Buddhism across East Asia,L, ,LOVE 119,21,20,7,Orzech     
EA274,A,4,MWF, 9:00am- 9:50am,"Survey of East Asian Art, 1300 to the Present (See AR174)",A, , ,0, , ,Weitz      
EA275,A,4,TR, 2:30pm- 3:45pm,"Cultured Tough Guys: Samurai Devotion, Music, Poetry, and Art (See MU275)",A, , ,0, , ,Nuss       
EA276,A,4,MWF,11:00am-11:50am,Zen and the Arts in Asia (See AR276),A, , ,0, , ,Weitz      
EA355,A,4,M, 7:00pm- 9:30pm,Aging and Public Policy in East Asia,S,I ,LOVE 301,11,15,11,Zhang      
EA358,A,4,TR, 2:30pm- 3:45pm,Political Economy of Regionalism (See GO357),, , ,0, , ,Hatch      
EA398,A,4,TR, 1:00pm- 2:15pm,History of Chinese Feminism (See HI398B),H,I , ,0, , ,"Parker, La "
EC121,A,4,TR,11:00am-12:15pm,Financial Accounting,, ,DIAM 122,38,35,7,Downs      
EC133,A,4,MWF, 9:00am- 9:50am,Principles of Microeconomics,S, ,LOVE 205,35,35,15,"Park, Y    "
EC133,B,4,MWF,10:00am-10:50am,Principles of Microeconomics,S, ,LOVE 205,38,35,15,"Park, Y    "
EC133,C,4,TR, 9:30am-10:45am,Principles of Microeconomics,S, ,OLIN 001,32,35,15,Rabanal    
EC133,D,4,TR,11:00am-12:15pm,Principles of Microeconomics,S, ,OLIN 001,35,35,15,Rabanal    
EC134,A,4,MWF, 9:00am- 9:50am,Principles of Macroeconomics,S, ,LOVE 100,31,32,15,Siodla     
EC134,B,4,MWF,10:00am-10:50am,Principles of Macroeconomics,S, ,DIAM 122,32,32,15,Siodla     
EC134,C,4,MWF,11:00am-11:50am,Principles of Macroeconomics,S, ,DIAM 141,29,32,15,Findlay    
EC134,C,4,T, 3:00pm- 4:00pm,Principles of Macroeconomics,S, ,OLIN 001,29,32,15,Findlay    
EC134,D,4,MWF,12:00n -12:50pm,Principles of Macroeconomics,S, ,DIAM 141,27,32,15,Findlay    
EC134,D,4,T, 3:00pm- 4:00pm,Principles of Macroeconomics,S, ,OLIN 001,27,32,15,Findlay    
EC212,A,4,MWF,11:00am-11:50am,Corporate Finance II,, ,DIAM 145,24,20,13,"Nelson, Ra "
EC212,B,4,MWF,12:00n -12:50pm,Corporate Finance II,, ,DIAM 145,26,20,13,"Nelson, Ra "
