 dat ,name,college,pos,height,weight,wonderlic,40yards,bench,leap,jump,shuttle,3cone
2006,Ed Hinkel,Iowa,WR,73,190,NA,4.54,NA,34,116,4.1,6.98
2006,Abdul Hodge,Iowa,ILB,73,236,NA,4.76,NA,31,108,4.35,7.11
2006,Reuben Houston,Georgia Tech,CB,73,192,NA,4.62,21,41.5,127,4.45,
2006,Thomas Howard,Texas-El Paso,OLB,75,239,NA,4.42,21,39,124,4.29,6.98
2006,Oliver Hoyte,North Carolina State,ILB,75,245,NA,4.93,19,32,112,4.31,7.48
2006,Michael Huff,Texas,SS,73,204,NA,4.34,21,40.5,125,,
2006,Cedric Humes,Virginia Tech,RB,73,227,NA,4.62,18,30.5,106,4.23,7.07
2006,Darrell Hunter,Miami (OH),CB,73,206,NA,4.44,8,36,123,4.14,
2006,Clint Ingram,Oklahoma,OLB,74,244,NA,4.65,22,41,,4.11,7.12
2006,Chad Jackson,Florida,WR,73,213,15,4.32,NA,38.5,122,4.03,6.74
2006,D'Qwell Jackson,Maryland,ILB,73,230,NA,4.73,19,37,116,4.37,7.05
2006,Tarvaris Jackson,Alabama State,QB,74,226,19,4.69,NA,31.5,107,4.4,7.41
2006,Tommy Jackson,Auburn,DT,73,304,NA,5.19,26,31,104,4.61,7.74
2006,Omar Jacobs,Bowling Green,QB,76,232,38,4.84,NA,32.5,108,4.31,7.47
2006,Max Jean-Gilles,Georgia,OG,76,355,NA,5.48,27,24.5,95,5.08,8.56
2006,Julian Jenkins,Stanford,DE,76,277,NA,5.03,25,34.5,110,4.24,7.11
2006,Adam Jennings,Fresno State,WR,69,181,NA,4.44,NA,37.5,118,4.16,6.89
2006,Greg Jennings,Western Michigan,WR,71,197,NA,4.42,NA,36.5,117,4.18,6.69
2006,Kelly Jennings,Miami,CB,71,178,NA,4.39,NA,40,120,4.04,
2006,Tim Jennings,Georgia,CB,68,185,NA,4.32,17,37.5,,,
2006,Brandon Johnson,Louisville,OLB,77,228,NA,4.44,11,37,118,4.34,7.19
2006,Johnny Jolly,Texas A&M,DT,75,317,NA,5.41,NA,NA,104,,
2006,Davin Joseph,Oklahoma,OG,75,311,NA,5.09,24,32,111,5.02,
2006,Johnathan Joseph,South Carolina,CB,71,193,NA,4.31,15,37,123,4.27,6.94
2006,Freddy Keiaho,San Diego State,ILB,71,224,NA,*4.65,15,36,,4.12,7.02
2006,Charlton Keith,Kansas,OLB,77,237,NA,4.78,12,30.5,109,4.42,7.04
2006,William Kershaw,Maryland,OLB,75,240,NA,4.63,21,37,111,4.2,6.96
2006,Jeff King,Virginia Tech,TE,77,245,NA,4.83,21,32.5,109,4.13,6.99
2006,David Kirtman,Southern California,FB,73,233,NA,4.76,NA,29.5,106,4.32,7.18
2006,Mathias Kiwanuka,Boston College,DE,78,266,NA,4.7,17,32,120,4.15,7.29
2006,Joe Klopfenstein,Colorado,TE,78,255,NA,4.63,27,36,112,4.24,7.4
2006,Mike Kudla,Ohio State,DE,74,265,NA,4.72,45,37,114,4.45,7.22
2006,Chris Kuper,North Dakota,OG,77,301,NA,5.1,24,30,109,4.62,7.59
2006,Ryan LaCasse,Syracuse,DE,75,257,NA,4.62,34,34,113,4.34,7.26
2006,Dawan Landry,Georgia Tech,SS,73,220,NA,4.64,18,37.5,124,4.28,
2006,Manny Lawson,North Carolina State,OLB,78,241,NA,4.43,23,39.5,124,4.21,6.9
2006,Josh Lay,Pittsburgh,CB,73,197,NA,4.48,16,40.5,120,,
2006,Greg Lee,Pittsburgh,WR,74,201,NA,4.59,NA,35.5,114,4.11,6.81
2006,Matt Leinart,Southern California,QB,77,223,35,*4.90,NA,NA,,,
2006,Jonathan Lewis,Virginia Tech,DT,73,309,NA,4.97,24,33.5,111,4.43,7.42
2006,Marcedes Lewis,UCLA,TE,79,261,NA,4.8,23,37,118,4.84,7.24
2006,Calvin Lowry,Penn State,SS,71,200,NA,4.54,15,36,120,4.23,7.16
2006,Travis Lulay,Montana State,QB,75,216,37,4.71,NA,35,111,4.07,6.93
2006,Wali Lundy,Virginia,RB,71,214,NA,4.48,18,35,111,4.37,7.01
2006,Taitusi Lutui,Southern California,OG,76,334,NA,5.45,26,28,97,4.83,8.05
2006,Antonio Malone,Toledo,CB,73,200,NA,4.59,10,34,111,4.13,7.06
2006,Nick Mangold,Ohio State,C,76,300,NA,5.05,24,27.5,104,4.4,7.48
2006,Danieal Manning,Abilene Christian,CB,71,202,NA,4.48,17,39,123,4.08,7.24
2006,Brandon Marshall,Central Florida,WR,77,229,NA,4.52,NA,37,120,,
2006,Richard Marshall,Fresno State,CB,71,189,NA,4.42,12,37,129,4.16,6.66
2006,Derrick Martin,Wyoming,CB,70,202,NA,4.5,17,40,127,3.97,6.73
2006,Ingle Martin,Furman,QB,74,220,30,4.71,NA,36,111,4.22,7.15
2006,Jimmy Martin,Virginia Tech,OT,77,303,NA,5.23,25,31,101,,
2006,Wendell Mathis,Fresno State,RB,73,210,NA,4.51,20,33,117,4.24,6.95
2006,Fred Matua,Southern California,OG,75,306,NA,*5.04,28,24.5,,4.79,7.87
2006,Marcus Maxey,Miami,CB,74,198,NA,4.48,14,41.5,129,,
2006,Dee McCann,West Virginia,CB,71,197,NA,4.53,NA,40.5,122,4.39,7.36
2006,John McCargo,North Carolina State,DT,74,302,NA,5.15,25,30.5,110,4.49,7.8
2006,Stanley McClover,Auburn,DE,75,262,NA,4.7,19,39,114,4.52,7.88
2006,Tim McGarigle,Northwestern,ILB,73,242,NA,4.73,NA,38,118,4.08,7.1
2006,Roger McIntosh,Miami,OLB,74,237,NA,4.63,18,41.5,119,,
2006,Reggie McNeal,Texas A&M,QB,74,198,NA,4.4,NA,32,121,4.27,6.98
2006,Marcus McNeill,Auburn,OT,80,336,NA,5.07,NA,31,98,5.04,8.19
2006,Gerrick McPhearson,Maryland,CB,70,196,NA,4.42,18,41.5,129,,
2006,Paul McQuistan,Weber State (UT),OT,78,312,NA,5.07,28,29.5,110,4.65,7.72
2006,Rob Meadow,Washington,OG,77,324,NA,5.4,29,24,99,4.76,7.96
2006,Vincent Meeks,Texas Tech,SS,71,210,NA,4.85,11,33,112,,
2006,Erik Meyer,Eastern Washington,QB,73,210,NA,4.67,NA,32.5,112,4.14,6.83
2006,Garrett Mills,Tulsa,FB,73,241,NA,4.64,23,35.5,111,4.06,6.82
2006,Jeremy Mincey,Florida,DE,76,259,NA,4.76,27,33.5,116,4.25,7.01
2006,DeMario Minter,Georgia,CB,71,190,NA,4.52,10,38.5,131,4.12,6.88
2006,Anthony Mix,Auburn,WR,76,235,NA,4.48,NA,31.5,111,,
2006,Will Montgomery,Virginia Tech,C,75,312,NA,5.12,35,29.5,104,4.43,7.4
2006,DonTrell Moore,New Mexico,RB,70,210,NA,4.64,18,32,116,4.34,7.12
2006,Sinorice Moss,Miami,WR,68,185,NA,4.38,NA,NA,,,
2006,Martin Nance,Miami (OH),WR,76,213,NA,4.55,NA,33.5,112,4.09,6.91
2006,Terna Nande,Miami (OH),OLB,73,232,NA,4.51,41,39,124,4.12,6.98
2006,Javon Nanton,Miami,DE,76,250,NA,4.8,22,28.5,108,,
2006,Khalid Naziruddin,Texas Tech,CB,69,185,NA,4.64,17,38.5,119,,
2006,Barrick Nealy,Texas State,QB,76,226,NA,4.57,NA,32.5,114,4.29,6.94
2006,Haloti Ngata,Oregon,DT,76,338,NA,5.13,37,31.5,110,4.69,7.97
2006,A.J. Nicholson,Florida State,OLB,73,252,NA,4.88,25,NA,116,4.46,7.37
2006,Rob Ninkovich,Purdue,DE,75,260,NA,4.91,23,34.5,116,4.18,6.96
2006,Jerious Norwood,Mississippi State,RB,73,210,NA,4.4,15,36.5,122,4.26,6.81
2006,Ryan O'Callaghan,California,OT,79,344,NA,5.39,21,25,92,,
2006,Ben Obomanu,Auburn,WR,73,205,NA,4.45,NA,38,116,4.23,7.18
2006,Quinn Ojinnaka,Syracuse,OT,77,309,NA,5.44,21,28.5,102,5.12,8.47
2006,Drew Olson,UCLA,QB,74,222,NA,5.09,NA,23,97,4.44,
2006,Chijioke Onyenegecha,Oklahoma,CB,74,215,NA,4.55,16,34.5,118,,
2006,Jonathan Orr,Wisconsin,WR,74,198,NA,4.44,NA,35.5,119,4.16,7.34
2006,Babatunde Oshinowo,Stanford,DT,74,304,NA,5.27,33,32,105,4.57,7.89
2006,Jarrad Page,UCLA,SS,73,239,NA,4.63,NA,38,127,4.14,6.7
2006,Kai Parham,Virginia,ILB,75,256,NA,4.98,30,35,116,4.36,7.36
2006,Domata Peko,Michigan State,DT,75,307,NA,5.27,25,28.5,103,4.54,7.7
2006,Terrance Pennington,New Mexico,OT,79,325,NA,5.39,28,28.5,102,,
2006,Charlie Peprah,Alabama,SS,71,206,NA,4.66,15,37.5,119,4.1,6.81
2006,Marvin Philip,California,C,73,307,NA,5.24,27,27,96,4.7,7.87
2006,Paul Pinegar,Fresno State,QB,77,232,NA,5.1,NA,29,110,4.52,7.38
2006,David Pittman,Northwestern State (LA),CB,71,182,NA,4.44,14,36,128,4.27,
2006,Jason Pociask,Wisconsin,TE,75,266,NA,4.84,23,32.5,115,4.32,7.31
2006,Bernard Pollard,Purdue,SS,74,224,NA,4.57,NA,36.5,131,,
2006,Leonard Pope,Georgia,TE,80,258,NA,4.62,22,37.5,118,4.67,7.48
2006,Quinton Porter,Boston College,QB,77,233,NA,4.67,NA,33.5,116,4.1,6.77
2006,Donovan Raiola,Wisconsin,C,74,300,NA,5.55,20,25,90,5.02,8.18
2006,Troy Reddick,Auburn,OG,77,334,NA,5.57,21,NA,,4.86,7.93
2006,Willie Reid,Florida State,WR,71,188,NA,4.34,NA,37.5,117,4.26,7.06
2006,Freddie Roach,Alabama,ILB,74,257,NA,4.93,NA,34,111,4.42,7.51
2006,Dale Robinson,Arizona State,ILB,73,231,NA,4.76,18,33,108,4.33,7.3
2006,Cory Rodgers,Texas Christian,WR,73,188,NA,4.58,NA,33.5,110,4.19,7.38
2006,Dennis Roland,Georgia,OT,82,328,NA,5.28,19,NA,,,
2006,Cory Ross,Nebraska,RB,66,201,NA,4.58,15,NA,,,
2006,Derrick Ross,Tarleton State (TX),RB,71,226,NA,4.56,20,35,112,4.37,7.01
2006,Pat Ross,Boston College,C,76,301,NA,4.99,23,NA,,,
2006,Richie Ross,Nebraska-Kearney,WR,76,209,NA,4.61,NA,37,120,4.31,6.96
2006,Frostee Rucker,Southern California,DE,75,267,NA,4.88,NA,29.5,110,,
2006,DeMeco Ryans,Alabama,OLB,73,236,NA,4.65,23,39,129,4.18,7.19
2006,Nate Salley,Ohio State,FS,74,216,NA,4.63,14,40,123,4.17,6.8
2006,Tony Scheffler,Western Michigan,TE,78,254,NA,4.54,17,33.5,115,4.04,6.82
2006,Anthony Schlegel,Ohio State,ILB,73,250,NA,4.88,21,32,111,4.39,7.41
2006,Jonathan Scott,Texas,OT,79,315,NA,5.32,NA,24.5,101,4.87,7.74
2006,Mark Setterstrom,Minnesota,OG,76,314,NA,5.38,19,26.5,100,4.56,7.64
2006,D.J. Shockley,Georgia,QB,73,214,19,4.56,NA,37.5,121,4.18,7.08
2006,Kevin Simon,Tennessee,OLB,70,235,NA,4.89,26,28,103,4.34,7.7
2006,Ko Simpson,South Carolina,FS,73,209,NA,4.45,11,40.5,122,4.2,7.09
2006,Ernie Sims,Florida State,OLB,71,231,NA,4.5,25,41,125,4.23,7.32
2006,Dwayne Slay,Texas Tech,FS,76,216,NA,4.78,NA,32.5,112,,
2006,Anthony Smith,Syracuse,FS,73,194,NA,4.71,18,41,125,4.35,6.76
2006,Brad Smith,Missouri,WR,74,213,24,4.46,NA,39.5,128,4.33,7.01
2006,Eric Smith,Michigan State,SS,73,209,NA,4.63,21,40,127,4.11,6.91
2006,Kent Smith,Central Michigan,QB,77,216,NA,4.57,NA,35,122,4.48,7.43
2006,LeKevin Smith,Nebraska,DT,75,316,NA,4.97,30,30.5,109,4.93,7.95
2006,Clinton Solomon,Iowa,WR,75,214,NA,4.58,NA,33,114,4.48,7.18
2006,Isaac Sowells,Indiana,OG,76,324,NA,5.15,20,28.5,101,5.02,8.14
2006,Charles Spencer,Pittsburgh,OG,77,352,NA,5.25,30,NA,,,
2006,Jason Spitz,Louisville,OG,76,313,NA,5.4,25,28.5,102,4.56,7.82
2006,Montavious Stanley,Louisville,DT,74,313,NA,5.12,NA,29,,4.62,8.08
2006,Dan Stevenson,Notre Dame,OG,77,300,NA,5.36,24,24.5,100,4.6,7.6
2006,Maurice Stovall,Notre Dame,WR,77,217,NA,4.57,NA,35,122,4.16,6.81
2006,Zach Strief,Northwestern,OT,80,330,NA,5.38,19,21,94,4.85,8.02
2006,Quinn Sypniewski,Colorado,TE,79,268,NA,4.77,20,32.5,114,4.54,7.09
2006,Naufahu Tahi,BYU,FB,73,254,NA,4.85,35,29,101,4.7,7.74
2006,Darryl Tapp,Virginia Tech,DE,74,252,NA,4.83,27,33,109,4.48,7.32
2006,Tony Tella,Miami,OG,76,307,NA,*5.20,24,24.5,,4.84,8.18
2006,David Thomas,Texas,TE,75,252,NA,4.67,19,37.5,113,4.35,7.07
2006,Joe Toledo,Washington,OT,78,337,NA,5.11,32,NA,,,
2006,Michael Toudouze,Texas Christian,OT,78,303,NA,5.12,23,26.5,100,4.71,7.47
2006,Anthony Trucks,Oregon,OLB,73,233,NA,4.76,22,37,125,4.21,7.01
2006,Jeremy Trueblood,Boston College,OT,80,316,NA,5.25,20,27.5,96,4.71,7.84
2006,Stephen Tulloch,North Carolina State,ILB,71,241,NA,4.84,27,33.5,113,4.18,7.2
2006,Cameron Vaughn,Louisiana State,OLB,76,235,NA,4.65,17,32,117,4.23,7.25
2006,Marcus Vick,Virginia Tech,QB,73,200,11,4.47,NA,36,117,4.08,6.95
2006,Lawrence Vickers,Colorado,FB,73,245,NA,4.82,21,30.5,104,4.64,7.75
2006,Delanie Walker,Central Missouri,WR,73,240,NA,4.49,NA,36.5,118,,
2006,John Walker,Southern California,CB,73,205,NA,4.62,NA,40,125,4.18,
2006,Cooper Wallace,Auburn,TE,76,261,NA,4.78,21,29,105,4.22,7.3
2006,Scott Ware,Southern California,SS,73,218,NA,4.7,15,37,115,4.27,7.05
2006,Leon Washington,Florida State,RB,68,201,NA,4.42,17,32.5,105,4.37,6.96
2006,Pat Watkins,Florida State,FS,77,211,NA,4.42,14,41,133,,
2006,Todd Watkins,BYU,WR,75,202,NA,4.4,NA,37,118,4.25,7.13
2006,Gabe Watson,Michigan,DT,76,339,NA,5.27,36,25,96,4.82,8.28
2006,Dee Webb,Florida,CB,71,183,NA,4.41,NA,36.5,121,,
2006,Jeff Webb,San Diego State,WR,74,211,NA,4.4,NA,36,126,4.08,6.81
2006,Stefon Wheeler,Michigan State,OT,77,339,NA,5.73,NA,19.5,74,4.87,8.09
2006,Guy Whimper,East Carolina,OT,77,304,NA,4.96,26,29,102,4.61,7.39
2006,Terrence Whitehead,Oregon,RB,70,209,NA,4.69,NA,30.5,108,4.29,7.22
2006,Charlie Whitehurst,Clemson,QB,77,223,33,4.75,NA,33,112,4.12,7
2006,E.J. Whitley,Texas Tech,OT,77,309,NA,5.35,16,25,101,4.8,7.55
2006,Donte Whitner,Ohio State,SS,70,204,NA,4.4,18,40,132,,
2006,Andrew Whitworth,Louisiana State,OT,79,334,NA,5.16,28,30.5,112,4.84,8.26
2006,Gerris Wilkinson,Georgia Tech,ILB,75,233,NA,4.66,19,39,122,4.18,7.23
2006,Brandon Williams,Wisconsin,WR,70,179,NA,4.48,NA,34.5,115,4.09,6.87
2006,DeAngelo Williams,Memphis,RB,69,214,NA,*4.49,25,35.5,,,
2006,Jamar Williams,Arizona State,OLB,73,236,NA,4.59,NA,37,120,4.29,7.03
2006,Leon Williams,Miami,ILB,75,245,NA,4.54,25,NA,,,
2006,Mario Williams,North Carolina State,DE,79,295,NA,4.7,35,40.5,120,4.37,7.21
2006,T.J. Williams,North Carolina State,TE,75,269,NA,4.72,25,34,111,4.58,7.5
2006,Travis Wilson,Oklahoma,WR,74,214,NA,4.47,NA,36.5,120,4.03,6.71
2006,Kamerion Wimbley,Florida State,DE,76,248,NA,4.61,24,38.5,129,4.48,6.98
2006,Eric Winston,Miami,OT,79,310,NA,4.94,NA,29,108,4.49,7.47
2006,Rodrique Wright,Texas,DT,77,300,NA,5.08,31,32,110,4.52,7.85
2006,James Wyche,Syracuse,DE,78,262,NA,4.63,33,33,116,4.51,7.76
2006,Vince Young,Texas,QB,77,229,15,*4.48,NA,NA,,,
2005,Hamza Abdullah,Washington State,SS,74,214,NA,,18,39,114,,6.96
2005,Anthony Alabi,Texas Christian,OT,77,310,NA,5.12,18,32.5,105,4.6,7.64
2005,Lorenzo Alexander,California,DT,74,289,NA,5.12,28,29.5,,4.55,7.55
2005,Jared Allen,Florida Atlantic,QB,74,218,19,4.93,NA,27.5,106,4.39,7.3
2005,Derek Anderson,Oregon State,QB,78,242,23,5.03,NA,29,103,4.67,7.67
2005,Calvin Armstrong,Washington State,OT,79,325,NA,5.51,26,34,100,4.66,7.63
2005,J.J. Arrington,California,RB,69,214,NA,4.4,18,35,121,4.1,6.81
2005,O.J. Atogwe,Stanford,FS,71,219,NA,4.52,22,NA,,,
2005,Adrian Awasom,North Texas,DE,76,279,NA,4.93,23,32.5,107,4.4,7.57
2005,David Baas,Michigan,OG,77,319,NA,5.06,29,29.5,105,4.48,7.52
2005,Jonathan Babineaux,Iowa,DT,74,286,NA,4.87,21,29.5,109,4.62,7.71
2005,Billy Bajema,Oklahoma State,TE,77,261,NA,4.74,16,31.5,113,4.3,7.05
2005,Marion Barber,Minnesota,RB,72,221,NA,*4.53,20,40,,,
2005,Khalif Barnes,Washington,OT,78,305,NA,4.92,26,35,106,4.56,7.58
2005,Alex Barron,Florida State,OT,80,318,NA,*5.27,NA,35.5,,4.57,7.83
2005,Ronald Bartell,Howard,CB,73,211,NA,4.37,21,35.5,,,
2005,Jordan Beck,Cal Poly,OLB,75,233,NA,4.6,25,41,128,4.12,7.11
2005,Adam Bergen,Lehigh,TE,77,259,NA,4.78,25,38,121,4.11,7.12
2005,Joe Berger,Michigan Tech,OT,78,303,NA,5.18,30,27,96,4.68,7.77
2005,Justin Beriault,Ball State,FS,75,204,NA,4.52,14,39.5,132,3.84,6.93
2005,Brock Berlin,Miami,QB,74,218,13,4.83,NA,29,109,4.54,7.51
2005,Atari Bigby,Central Florida,SS,71,214,NA,*4.65,19,35,,4.11,7
2005,DeCori Birmingham,Arkansas,RB,70,210,NA,4.56,14,34.5,118,4.29,7.14
2005,Darryl Blackstock,Virginia,OLB,75,247,NA,4.7,25,39,126,4.32,7.05
2005,Patrick Body,Toledo,FS,74,196,NA,*4.36,NA,NA,,,
2005,Michael Boley,Southern Mississippi,OLB,75,236,NA,4.56,NA,34,113,4.12,7.08
2005,Larry Brackins,Pearl River,WR,77,205,NA,4.58,NA,35,112,4.44,7.16
2005,Mark Bradley,Oklahoma,WR,74,201,NA,4.37,NA,39.5,128,4.02,6.96
2005,Craig Bragg,UCLA,WR,73,196,NA,4.46,NA,36,,,
2005,Jamaal Brimmer,UNLV,SS,74,216,NA,4.8,16,32,113,4.64,7.79
2005,Wesley Britt,Alabama,OT,80,314,NA,*5.30,24,NA,,,
2005,C.J. Brooks,Maryland,OG,78,309,NA,5.18,24,31.5,108,4.59,7.63
2005,Nehemiah Broughton,Citadel,RB,73,250,NA,4.59,25,30,108,4.37,7.55
2005,Jammal Brown,Oklahoma,OT,78,316,NA,5.06,NA,31.5,109,4.7,7.95
2005,Jason Brown,North Carolina,C,75,313,NA,5.4,23,30.5,105,4.52,7.72
2005,Reggie Brown,Georgia,WR,74,196,NA,4.45,NA,41.5,128,4,6.99
2005,Ronnie Brown,Auburn,RB,73,233,NA,4.43,18,34,117,4.14,7.12
2005,Tim Brown,West Virginia,OT,77,318,NA,5.6,23,29,93,4.92,7.86
2005,Brandon Browner,Oregon State,CB,76,221,NA,4.63,13,36.5,123,4.24,7.2
2005,Anthony Bryant,Alabama,DT,75,335,NA,5.06,23,31.5,106,4.72,7.8
2005,Doug Buckles,Mississippi,OG,77,311,NA,5.53,18,23.5,89,4.83,8.17
2005,Dan Buenning,Wisconsin,OG,76,320,NA,5.35,29,28,111,4.64,7.93
2005,Josh Bullocks,Nebraska,FS,73,209,NA,4.46,NA,37.5,118,4.09,7.09
2005,Tim Bulman,Boston College,DT,76,294,NA,4.91,35,32.5,115,4.21,7.24
2005,Kevin Burnett,Tennessee,OLB,75,235,NA,*4.61,20,36,,,
2005,Vincent Burns,Kentucky,DE,73,267,NA,4.84,25,35,122,4.41,7.24
2005,Larry Burt,Miami (OH),DT,74,305,NA,5.36,22,28,98,4.75,8.03
2005,James Butler,Georgia Tech,FS,74,213,NA,4.51,16,40.5,127,4.01,7.11
2005,Jason Campbell,Auburn,QB,77,230,28,*4.72,NA,NA,,,7.42
2005,Jerome Carter,Florida State,SS,73,228,NA,4.47,21,35,121,4.11,7.19
2005,Luis Castillo,Northwestern,DT,75,305,NA,4.79,32,34.5,112,,
2005,Timmy Chang,Hawaii,QB,73,211,26,5.08,NA,29,111,4.21,7.26
2005,Maurice Clarett,Ohio State,RB,73,234,NA,4.78,22,34,115,,
2005,Mark Clayton,Oklahoma,WR,71,193,NA,4.41,NA,36.5,118,4.07,6.95
2005,Jonathan Clinkscale,Wisconsin,OG,74,315,NA,5.51,NA,27.5,99,,
2005,DeAndra Cobb,Michigan State,RB,70,196,NA,4.49,17,34,118,4.26,7.13
2005,Shaun Cody,Southern California,DT,76,293,NA,*4.95,34,NA,,,
2005,Eric Coleman,Clemson,DT,77,288,NA,5.12,27,33,118,4.73,7.43
2005,Jerome Collins,Notre Dame,TE,76,267,NA,4.71,21,NA,118,,
2005,Nick Collins,Bethune-Cookman,CB,71,206,NA,4.36,11,40,118,4.16,6.94
2005,Jon Colon,Florida,OT,79,317,NA,5.64,NA,25.5,85,4.89,8.03
2005,Dan Connolly,Southeast Missouri State,OT,76,311,NA,5.19,22,28.5,108,4.54,7.67
2005,Sean Considine,Iowa,FS,73,212,NA,4.5,19,37,117,3.93,7.11
2005,Atcheson Conway,Bowie State (MD),SS,71,218,NA,4.9,14,32,108,4.12,7.39
2005,Junius Coston,North Carolina A&T,C,76,310,NA,5.31,21,29.5,102,4.64,7.93
2005,Jonas Crafts,Texas-El Paso,TE,75,247,NA,*4.89,24,NA,,,
2005,Airese Currie,Clemson,WR,71,186,NA,4.49,NA,38,125,4.07,7.07
2005,Markus Curry,Michigan,CB,71,181,NA,4.59,12,35,117,3.89,7.04
2005,Tony Curtis,Portland State (OR),TE,78,269,NA,4.93,21,NA,115,,
2005,Harvey Dahl,Nevada,OT,78,299,NA,5.42,17,27,99,4.6,8.16
2005,Travis Daniels,Louisiana State,CB,73,194,NA,4.54,NA,35,120,3.97,6.95
2005,Anthony Davis,Wisconsin,RB,67,200,NA,4.5,18,38,121,,7.39
2005,Chauncey Davis,Florida State,DE,74,273,NA,4.8,22,37,118,4.44,7.66
2005,Jim Davis,Virginia Tech,DE,76,277,NA,*5.05,NA,34,,4.23,7.11
2005,Josh Davis,Marshall,WR,73,191,NA,4.52,NA,37.5,118,4.24,7.2
2005,Thomas Davis,Georgia,FS,73,230,NA,4.6,NA,36.5,115,4.01,7.1
2005,Joel Dreessen,Colorado State,TE,76,260,NA,4.72,22,36,113,4.05,7.1
2005,Adell Duckett,Texas Tech,DE,76,270,NA,4.93,14,34.5,105,4.35,7.75
2005,Kevin Dudley,Michigan,FB,73,238,NA,4.91,19,30,109,4.58,7.27
2005,Clifford Dukes,Michigan State,DE,76,268,NA,4.95,28,31.5,,,
2005,Jon Dunn,Virginia Tech,OT,79,328,NA,5.4,NA,NA,,,
2005,Braylon Edwards,Michigan,WR,75,210,NA,*4.45,22,NA,,,
2005,Abraham Elimimian,Hawaii,CB,70,190,NA,4.62,14,39,121,4.05,
2005,Atiyyah Ellison,Missouri,DT,76,305,NA,5.07,25,27.5,103,4.83,8.01
2005,Ben Emanuel,UCLA,FS,75,212,NA,4.57,21,NA,,,
2005,Jamar Enzor,Cincinnati,OLB,73,243,NA,4.75,21,NA,,,
2005,Trai Essex,Northwestern,OT,77,322,NA,5.61,NA,29,96,4.93,8.13
2005,Liam Ezekiel,Northeastern,ILB,73,249,NA,4.81,36,34.5,118,4.12,7.29
2005,Diamond Ferri,Syracuse,SS,70,223,NA,4.59,20,35.5,111,4.16,7.16
2005,Ronald Fields,Mississippi State,DT,75,313,NA,5.24,NA,27,102,4.68,8.02
2005,Alfred Fincher,Connecticut,ILB,74,238,NA,4.68,25,31.5,112,4.48,7.7
2005,Ryan Fitzpatrick,Harvard,QB,75,232,48,4.86,NA,30.5,105,4.07,7.09
2005,Dustin Fox,Ohio State,FS,71,191,NA,4.43,7,43.5,,,
2005,Domonique Foxworth,Maryland,CB,71,184,NA,4.34,14,41,125,3.89,6.78
2005,Aaron Francisco,BYU,FS,74,211,NA,4.74,17,35,113,4.13,6.98
2005,Simon Fraser,Ohio State,DE,78,288,NA,5,23,28,106,4.43,7.54
2005,Andre Frazier,Cincinnati,DE,77,234,NA,4.66,19,38,124,4.12,7.09
2005,Charles Frederick,Washington,WR,71,194,NA,4.78,NA,33,108,4.35,7.41
2005,Charlie Frye,Akron,QB,76,225,38,4.79,NA,33,113,4.09,6.95
2005,Dylan Gandy,Texas Tech,OG,75,304,NA,5.12,NA,29.5,100,4.51,7.65
2005,Lionel Gates,Louisville,RB,73,222,NA,4.6,23,36,121,4.12,7.17
2005,Justin Geisinger,Vanderbilt,OT,76,322,NA,5.38,34,25,95,4.62,7.87
2005,Eric Ghiaciuc,Central Michigan,C,76,302,NA,5.09,30,32,105,4.64,7.87
2005,Fred Gibson,Georgia,WR,76,196,NA,4.55,NA,38.5,126,4.14,7.03
2005,Howard Gilmore,Norfolk State (VA),WR,73,194,NA,4.71,NA,36,113,4.49,7.56
2005,Johnathan Goddard,Marshall,OLB,73,238,NA,4.67,27,35,107,4.19,7.49
2005,Mike Goolsby,Notre Dame,ILB,75,249,NA,4.93,NA,29.5,112,4.44,7.33
2005,Ryan Grant,Notre Dame,RB,73,215,NA,4.43,17,33.5,115,4.14,7.1
2005,Eric Green,Virginia Tech,CB,73,198,NA,4.52,NA,38,120,3.9,
2005,Justin Green,Montana,FB,73,242,NA,4.84,23,31,109,4.22,7.26
2005,David Greene,Georgia,QB,76,226,21,4.78,NA,31.5,115,4.13,7
2005,Kelly Griffeth,Fort Hays State (KS),TE,77,284,NA,4.9,21,28,103,4.33,7.26
2005,Boomer Grigsby,Illinois State,ILB,73,249,NA,4.6,32,35.5,112,,7.1
2005,Matt Grootegoed,Southern California,SS,71,218,NA,*4.68,22,31.5,,4.31,7.18
2005,Gino Guidugli,Cincinnati,QB,76,229,30,5,NA,29,103,4.55,7.41
2005,Tyjuan Hagler,Cincinnati,OLB,73,236,NA,4.59,35,35.5,124,4.13,7.21
2005,Josh Haldi,Northern Illinois,QB,74,215,30,4.64,NA,33,113,4.07,6.89
2005,Geoff Hangartner,Texas A&M,C,77,301,NA,5.21,26,28.5,103,4.57,7.62
2005,Jason Harmon,Michigan State,FS,73,209,NA,4.7,23,37,118,4.11,7.61
2005,Reggie Harrell,Texas Christian,WR,75,214,NA,4.58,NA,35,115,4.13,7.42
2005,Kay-Jay Harris,West Virginia,RB,73,243,NA,4.56,NA,38,122,4.1,7.22
2005,Marques Harris,Southern Utah,OLB,73,231,NA,4.71,22,40.5,117,4.07,7.2
2005,Anttaj Hawthorne,Wisconsin,DT,76,325,NA,5.23,21,27,100,4.72,8
2005,Kelvin Hayden,Illinois,CB,71,197,NA,4.45,17,34,111,3.9,6.87
2005,Jovan Haye,Vanderbilt,DE,74,284,NA,4.74,33,34,110,4.38,7.4
