Course,Section,Cr,Days,Times,Title,DistReq,Diversity,Room,Reg,Max,Exam,Faculty
EC231,B,4,TR, 9:30am-10:45am,Environmental and Natural Resource Economics,, ,DIAM 153,30,30,1,Chan       
EC256,A,4,MW, 1:00pm- 2:15pm,Economics of Crime,, ,DIAM 341,20,20,12,Gunter     
EC293,A,4,TR,11:00am-12:15pm,Research Methods and Statistics for Economics,, ,DIAM 145,27,30,8,Jha        
EC293,B,4,TR, 1:00pm- 2:15pm,Research Methods and Statistics for Economics,, ,DIAM 145,28,30,8,Jha        
EC298,A,4,MW, 2:30pm- 3:45pm,Macroeconomic Development,, ,DIAM 341,16,20,3,Jha        
EC313,A,4,TR, 2:30pm- 3:45pm,Behavioral Economics,, ,DIAM 344,20,20,0,Wolk       
EC373,A,4,TR, 1:00pm- 2:15pm,Open-Economy Macroeconomics,, ,DIAM 344,19,20,5,"Kletzer, K "
EC378,A,4,TR, 9:30am-10:45am,International Trade,, ,DIAM 341,20,20,0,Waldkirch  
EC379,A,4,TR, 9:30am-10:45am,Game Theory,, ,DIAM 342,23,20,9,Hubbard    
EC393,A,4,MW, 1:00pm- 1:50pm,Econometrics,, ,DIAM 141,24,20,12,Donihue    
EC393,A,4,F, 1:00pm- 1:50pm,Econometrics,, ,DIAM 322,24,20,12,Donihue    
EC393,B,4,MW, 2:00pm- 2:50pm,Econometrics,, ,DIAM 141,15,20,12,Donihue    
EC393,B,4,F, 2:00pm- 2:50pm,Econometrics,, ,DIAM 322,15,20,12,Donihue    
EC471,A,4,T, 1:00pm- 3:30pm,Seminar: Organization of Production across Countries,, ,DIAM 342,16,15,0,Waldkirch  
EC479,A,4,TR, 1:00pm- 2:15pm,Seminar: Auctions,, ,DIAM 341,16,15,0,Hubbard    
EC498,A,4,M, 1:00pm- 3:30pm,Seminar: Macroeconomic Policy,, ,DIAM 343,17,16,0,"Kletzer, K "
ED213,A,4,TR,11:00am-12:15pm,Schools and Society,,U ,DIAM 123,20,20,6,Howard     
ED231,A,4,TR, 2:30pm- 3:45pm,Teaching for Social Justice,S,U ,DIAM 123,19,20,0,Tappan     
ED317,A,4,T, 7:00pm- 9:30pm,Boys to Men (See WG317),,U , ,0, , ,Tappan     
ED322,A,4,M, 1:00pm- 3:30pm,Social Class and Schooling,,U ,DIAM 123,17,20,12,Howard     
ED351,A,1 to 3,,TBA,Practicum in Education,, , ,1, , ,Howard     
ED351,B,1 to 3,,TBA,Practicum in Education,, , ,5, , ,Tappan     
ED433,A,4,W, 2:30pm- 3:45pm,Student Teaching Practicum,, ,DIAM 123,0,15,0,Tappan     
ED498,A,4,W, 1:00pm- 3:30pm,"Creating the World We Want: Reimagining Girls, Resistance, and Social Change",, ,MILL 034,9,15,0,"Brown, L   "
EN115D,A,4,MW,11:00am-12:15pm,English Composition: Critical Writing,W1, ,MILL 319,14,16, ,Osborne    
EN115F,A,4,TR, 2:30pm- 3:45pm,English Composition: Voices in Medical Ethics,W1, ,MILL 220,16,16, ,Sagaser    
EN120D,A,4,TR, 9:30am-10:45am,"Language, Thought, and Writing: Thinking about Language",W1, ,LOVE 302,12,16, ,Suchoff    
EN142,A,4,TR, 2:30pm- 3:45pm,Introduction to Cinema Studies (See CI142),A, , ,0, , ,Wurtzler   
EN142,A,4,W, 7:00pm-10:00pm,Introduction to Cinema Studies (See CI142),A, , ,0, , ,Wurtzler   
EN151B,A,4,MW, 2:30pm- 3:45pm,Reading and Writing about Literature: Rebellion and Revolution,W1, ,LOVE 102,15,16, ,Freitas    
EN172,A,4,MW, 1:00pm- 2:15pm,The English Seminar,, ,LOVE 103,13,15,12,"Cook, M    "
EN172,B,4,TR, 9:30am-10:45am,The English Seminar,, ,MILL 220,11,15,9,Sagaser    
EN214,A,4,TR, 1:00pm- 2:15pm,Tutoring Writing in Theory and Practice,, ,LOVE 319,18,15,0,Harrington 
EN226,A,4,MWF,10:00am-10:50am,Performance History II (See TD226),L, , ,0, , ,Conner     
EN252,A,4,TR,11:00am-12:15pm,History of International Cinema II (See CI252),A, , ,0, , ,Wurtzler   
EN252,A,4,T, 7:00pm-10:00pm,History of International Cinema II (See CI252),A, , ,0, , ,Wurtzler   
EN256,A,4,TR,11:00am-12:15pm,Studies in American Literary History: Civil War to the Present,L, ,MILL 008,25,25,0,Sibara     
EN271,A,4,TR, 9:30am-10:45am,Critical Theory,L, ,MILL 319,11,18,9,Kantor     
EN278,A,4,MW,11:00am-12:15pm,Fiction Writing I,A, ,DIAM 223,15,15,0,Braunstein 
EN278,B,4,TR, 1:00pm- 2:15pm,Fiction Writing I,A, ,LOVE 103,15,15,0,Hallman    
EN279,A,4,MW,11:00am-12:15pm,Poetry Writing I,A, ,MILL 241,15,15,0,Blevins    
EN279,B,4,TR,11:00am-12:15pm,Poetry Writing I,A, ,DIAM 221,15,15,0,Flynn      
EN280,A,4,TR, 2:30pm- 3:45pm,Creative Nonfiction Writing I,A, ,LOVE 103,13,15,0,Hallman    
EN298A,A,4,MW, 1:00pm- 2:15pm,Fools Rush In: Comedy and Adaptation in Hollywood (See CI298A),, , ,0, , ,Stevens    
EN298A,A,4,M, 7:00pm-10:00pm,Fools Rush In: Comedy and Adaptation in Hollywood (See CI298A),, , ,0, , ,Stevens    
EN315,A,4,MW, 2:30pm- 3:45pm,Medieval Saints and Sinners,L, ,LOVE 103,7,25,0,"Cook, M    "
EN318,A,4,TR, 9:30am-10:45am,Dating and Relationships in 18th-Century British Literature,L, ,LOVE 303,20,25,0,Hanlon     
EN321B,A,4,TR, 8:00am- 9:15am,Topics in Film Theory: Hitchcock's Cinema (See CI321B),, , ,0, , ,Stevens    
EN321B,A,4,R, 7:00pm-10:00pm,Topics in Film Theory: Hitchcock's Cinema (See CI321B),, , ,0, , ,Stevens    
EN322,A,4,TR, 1:00pm- 2:15pm,British Romanticism,L, ,LOVE 208,7,25,5,Kantor     
EN336,A,4,TR, 9:30am-10:45am,Early American Women Writers,L, ,MILL 241,12,25,9,Stubbs     
EN341,A,4,TR, 1:00pm- 2:15pm,American Realism and Naturalism: Then and Now,L, ,MILL 220,13,15,0,Sibara     
EN345,A,4,MWF,10:00am-10:50am,Modern American Fiction,L, ,MILL 008,21,25,11,Bryant     
EN346,A,4,MWF,12:00n -12:50pm,Culture and Literature of the American South,L, ,MILL 008,13,25,4,Bryant     
EN351,A,4,TR,11:00am-12:15pm,American Poetry since 1945: Wars and Wiles and Other Charms,L, ,MILL 241,11,25,6,Blevins    
EN378,A,4,T, 1:00pm- 3:30pm,Fiction Writing II,, ,LOVE 202,11,15,0,Spark      
EN379,A,4,M, 1:00pm- 3:30pm,Poetry Writing II,, ,MILL 220,14,15,0,Blevins    
EN380,A,4,W, 7:00pm- 9:30pm,Creative Nonfiction Writing II,A, ,MILL 220,6,15,0,Hallman    
EN386C,A,4,R, 1:00pm- 3:30pm,Special Topics: Documentary Radio,, ,MILL 241,13,15,8,Spark      
EN398,A,4,MW,11:00am-12:15pm,Environmental Justice and World Literature,L,I ,DIAM 241,21,20,7,Freitas    
EN412,A,4,MW, 1:00pm- 2:15pm,Global Shakespeares,L, ,MILL 319,3,25,12,Osborne    
EN413M,A,4,TR, 2:30pm- 3:45pm,Author Course: The Complications of Jonathan Swift,, ,LOVE 102,7,25,0,Hanlon     
EN442,A,4,TR, 2:30pm- 3:45pm,U.S. Orientalisms and Arab American Literature,L,U ,LOVE 318,5,20,0,Stubbs     
EN474,A,4,MW, 1:00pm- 2:15pm,Public Speaking,, ,MILL 014,15,15,0,"Mills, D   "
EN474,B,4,TR, 1:00pm- 2:15pm,Public Speaking,, ,MILL 014,15,15,0,"Mills, D   "
EN478,A,2 to 4,M, 1:00pm- 3:30pm,Advanced Studies in Prose,, ,MILL 253,4,15,0,Braunstein 
EN493C,A,4,W, 1:00pm- 3:30pm,Ireland and Otherness: James Joyce's <I>Ulysses</I> and Early Writings,L, ,MILL 220,11,15,0,Suchoff    
EN493D,A,4,R, 1:00pm- 3:30pm,History of the Book,L, ,MILL 205,6,15,0,"Cook, M    "
ES118,A,4,MW,10:00am-10:50am,Environment and Society,, ,DIAM 142,60,48,11,"McDowell   Nyhus      Reynolds,T  "
ES118,A,4,R, 7:00pm- 7:50pm,Environment and Society,, ,DIAM 122,60,48,11,"McDowell   Nyhus      Reynolds,T  "
ES118 D,A,,F,10:00am-10:50am,Disc/Activity: Env & Soc,, ,DIAM 223,20,16, ,Nyhus      
ES118 D,B,,F,10:00am-10:50am,Disc/Activity: Env & Soc,, ,DIAM 323,20,16, ,"Reynolds,T "
ES118 D,C,,F,10:00am-10:50am,Disc/Activity: Env & Soc,, ,DIAM 341,20,16, ,McDowell   
ES212,A,4,TR,11:00am-12:15pm,Introduction to GIS and Remote Sensing,, ,DIAM 223,15,16,6,Nyhus      
ES212,A,4,R, 1:00pm- 4:00pm,Introduction to GIS and Remote Sensing,, ,DIAM 222,15,16,6,Nyhus      
ES216,A,4,TR,11:00am-12:15pm,Philosophy of Nature (See PL216),, , ,0, , ,Peterson   
ES217,A,3,TR, 8:00am- 9:15am,Environmental Chemistry (See CH217),, , ,0, , ,King       
ES218,A,4,MW,11:00am-11:50am,Exploratory Data Analysis in <I>R</I>,, ,DIAM 322,24,16,7,Gimond     
ES218,A,4,F,11:00am-11:50am,Exploratory Data Analysis in <I>R</I>,, ,MILL 008,24,16,7,Gimond     
ES228,A,4,TR, 1:00pm- 2:15pm,Nature and the Built Environment (See AM228),H, , ,0, , ,Lisle      
ES231,A,3,TR, 8:00am- 9:15am,Environmental and Natural Resource Economics (See EC231),, , ,0, , ,Chan       
ES231,B,3,TR, 9:30am-10:45am,Environmental and Natural Resource Economics (See EC231),, , ,0, , ,Chan       
ES234,A,4,MWF, 9:00am- 9:50am,International Environmental Policy,,I ,DIAM 122,30,30,13,"Reynolds,T "
ES240,A,3,TR, 9:30am-10:45am,Microbes in the Environment (See BI240),N, , ,0, , ,Childers   
ES242,A,4,MW,11:00am-12:15pm,Marine Conservation and Policy,, ,LOVE 205,24,25,7,Neal       
ES244,A,4,TR, 9:30am-10:45am,Marine Communities,N, ,LOVE 215,28,25,9,Neal       
ES346,A,4,TR,11:00am-12:15pm,Global Food Policy,,I ,DIAM 153,24,25,6,"Reynolds,T "
ES352,A,4,MWF, 9:00am- 9:50am,Advanced and Applied Ecology,, ,OLIN 234,16,16,13,McDowell   
ES352,A,4,M, 1:00pm- 4:00pm,Advanced and Applied Ecology,, ,OLIN 229,16,16,13,McDowell   
ES366,A,4,TR, 9:30am-10:45am,The Environment and Human Health,N, ,DIAM 141,28,34,9,Carlson    
ES378,A,3,TR,11:00am-12:15pm,Geologic Environments in the Marine Realm (See GE378),N, , ,0, , ,Rueger     
ES402,A,1,T, 7:00pm- 8:00pm,Environmental Studies Colloquium,, ,OLIN 001,48,50, ,Nyhus      
ES402,A,1,W,12:00n -12:50pm,Environmental Studies Colloquium,, ,DANA FAIR,48,50, ,Nyhus      
FR125,A,4,MTWF,10:00am-10:50am,French I,, ,LOVE 203,14,18,11,Dionne     
FR126,A,4,MTWF,11:00am-11:50am,French II,, ,LOVE 203,19,18,7,Dionne     
FR127,A,4,MTWF,10:00am-10:50am,French III,, ,LOVE 207,12,18,15,Niang      
FR127,B,4,MTWF,11:00am-11:50am,French III,, ,LOVE 207,15,18,15,Niang      
FR128,A,4,MWF, 1:00pm- 1:50pm,French IV: Reading in Cultural Contexts,L, ,LOVE 303,14,19,12,Dionne     
FR131,A,4,MWF,11:00am-11:50am,Conversation and Composition,, ,LOVE 307,12,15,7,Mauguiere  
FR223,A,4,T, 7:00pm- 9:30pm,French Theater Workshop,, ,LOVE 215,9,10,0,Brunetaux  
FR231,A,4,MWF, 9:00am- 9:50am,Advanced Grammar and Composition,, ,LOVE 319,9,19,13,Paliyenko  
FR234,A,1,R, 5:00pm- 6:00pm,Intensive Spoken French,, ,LOVE 307,8,15, ,Bouvyer    
FR237,A,4,MWF, 1:00pm- 1:50pm,Francophone African Cinema,,I ,LOVE 307,6,20,12,Niang      
FR252,A,4,MWF,11:00am-11:50am,Provocative Texts: Engaging the World,L,I ,LOVE 319,11,20,7,Paliyenko  
FR323,A,4,TR, 2:30pm- 3:45pm,Holocaust in French Cinema,, ,LOVE 307,6,12,0,Brunetaux  
FR323,A,4,R, 7:00pm- 9:00pm,Holocaust in French Cinema,, ,LOVE 307,6,12,0,Brunetaux  
FR351,A,4,MW, 2:30pm- 3:45pm,Minority Issues and Social Change in Francophone North America,L,I ,LOVE 307,5,15,0,Mauguiere  
FR354,A,4,MW, 1:00pm- 2:15pm,"Parisian Encounters: Great Loves, Grand Passions",H,I ,LOVE 318,8,15,12,Le Gall    Paliyenko   
GE141,A,4,MWF, 9:00am- 9:50am,Earth and Environment,"N,Lb", ,LOVE 100,37,40,13,"Sullivan,W "
GE141,B,4,MWF,10:00am-10:50am,Earth and Environment,"N,Lb", ,AREY 005,43,40,11,Dunn       
GE141 L,A,,M, 1:00pm- 4:00pm,Lab: Earth and the Environment,, ,MUDD 218,21,20, ,Rueger     
GE141 L,B,,T, 1:00pm- 4:00pm,Lab: Earth and the Environment,, ,MUDD 218,21,20, ,Croft      
GE141 L,C,,W, 1:00pm- 4:00pm,Lab: Earth and the Environment,, ,MUDD 218,20,20, ,Rueger     
GE141 L,D,,R, 1:00pm- 4:00pm,Lab: Earth and the Environment,, ,MUDD 218,18,20, ,Croft      
GE142,A,4,MWF,10:00am-10:50am,Deep Time Planet Earth,"N,Lb", ,MUDD 218,10,12,11,Gastaldo   
GE142,A,4,W, 1:00pm- 4:00pm,Deep Time Planet Earth,"N,Lb", ,MUDD 219,10,12,11,Gastaldo   
GE225,A,4,TR, 9:30am-10:45am,Mineralogy,, ,MUDD 221,4,12,9,Dunn       
GE225,A,4,T, 1:00pm- 4:00pm,Mineralogy,, ,MUDD 221,4,12,9,Dunn       
GE254,A,4,MWF, 9:00am- 9:50am,Principles of Geomorphology,N, ,MUDD 218,16,20,3,"Nelson, Ro "
GE254 L,A,,W, 1:00pm- 4:00pm,Lab: Principles of Geomorphology,, ,MUDD 103,9,10, ,"Nelson, Ro "
GE254 L,B,,R, 1:00pm- 4:00pm,Lab: Principles of Geomorphology,, ,MUDD 103,7,10, ,"Nelson, Ro "
GE378,A,3,TR,11:00am-12:15pm,Geologic Environments in the Marine Realm,N, ,OLIN 001,34,20,6,Rueger     
GE391,A,1,F, 1:00pm- 2:00pm,Geology Seminar,, ,KEYE 105,26,40, ,Gastaldo   
GE494,A,4,W, 1:00pm- 4:00pm,Topics in Geoscience: Comparative Anatomy of the Appalachian Orogen in Space and Time,W3, ,MUDD 221,4,12,0,"Sullivan,W "
GK112,A,4,MW, 9:00am- 9:50am,Intermediate Greek,, ,LOVE 244,3,15,13,Lesser     
GK112,A,4,TR, 8:00am- 8:50am,Intermediate Greek,, ,LOVE 244,3,15,13,Lesser     
GK351,A,4,MW,10:00am-11:15am,Homer's <I>Odyssey</I> 19-20,L, ,LOVE 244,3,15,11,Lesser     
GM126,A,4,MTRF,10:00am-10:50am,Elementary German II,, ,LOVE 212,14,20,15,Kent       
GM126,B,4,MTRF,11:00am-11:50am,Elementary German II,, ,LOVE 212,9,20,15,Kent       
GM128,A,4,MTRF, 9:00am- 9:50am,Intermediate German II: Readings in Cultural Contexts,, ,LOVE 211,8,19,13,"Koch, A    "
GM130,A,1,R, 7:00pm- 7:50pm,Conversation Group,, ,LOVE 450,3,15, ,Adler      
GM231,A,4,TR, 9:30am-10:45am,Introduction to German Studies,, ,LOVE 450,4,20,9,Feminella  
GM330,A,1,T, 7:00pm- 7:50pm,Current Topics,, ,LOVE 450,6,15, ,Adler      
GM493,A,4,M, 7:00pm- 9:30pm,Seminar: Human Animals,L, ,LOVE 450,6,15,0,"Koch, A    "
GO111,A,4,MW,11:00am-12:15pm,Introduction to American Government and Politics,S, ,DIAM 142,40,40,7,Mackenzie  
GO115,A,4,TR, 9:30am-10:45am,Great Issues in Contemporary American Government,"S,W1", ,DIAM 241,16,16, ,Maisel     
GO131,A,4,MWF,10:00am-10:50am,Introduction to International Relations,S, ,DIAM 122,37,40,10,Rodman     
GO131,B,4,MWF,11:00am-11:50am,Introduction to International Relations,S, ,DIAM 122,27,40,10,Rodman     
GO171,A,4,MW,11:00am-12:15pm,Introduction to Political Theory,S,I ,DIAM 141,39,40,7,Corrado    
GO210,A,4,TR, 2:30pm- 3:45pm,Interest-Group Politics,, ,DIAM 122,20,25,8,Corrado    
GO211,A,4,MW, 2:30pm- 3:45pm,The American Presidency,, ,DIAM 122,24,25,3,Mackenzie  
GO214,A,4,TR, 1:00pm- 2:15pm,Parties and the Electoral Process,, ,DIAM 141,14,25,5,Maisel     
GO251,A,4,MW,11:00am-12:15pm,Israelis and Palestinians: Conflict and Accommodation,S, ,DIAM 342,14,25,7,Denoeux    
GO253,A,4,MW, 1:00pm- 2:15pm,Introduction to Latin American Politics,, ,DIAM 223,12,25,12,Mayka      
GO259,A,4,MW,11:00am-12:15pm,Introduction to European Politics,, ,DIAM 344,25,25,7,Yoder      
GO281,A,4,MWF, 9:00am- 9:50am,Concepts and Methods of Political Science Research,Q, ,DIAM 241,11,18,13,Reisert    
GO281,B,4,MWF,10:00am-10:50am,Concepts and Methods of Political Science Research,Q, ,MILL 205,12,18,11,Mayka      
GO298,A,4,MW, 1:00pm- 2:15pm,"Elections Through Music, Art, and Film",S, ,DIAM 344,16,40,12,Shea       
GO314,A,4,MW, 1:00pm- 2:15pm,Civil Liberties in American Constitutional Law,, ,DIAM 153,12,25,12,Reisert    
GO316,A,4,TR,11:00am-12:15pm,Presidential Electoral Politics,, ,DIAM 122,42,25,6,Corrado    
GO354,A,4,TR, 9:30am-10:45am,The European Union,, ,DIAM 145,18,25,9,Yoder      
GO355,A,4,TR, 2:30pm- 3:45pm,Winners and Losers in Chinese Politics,"S,W2",I ,DIAM 343,10,18,8,Hatch      
GO358,A,4,MW, 2:30pm- 3:45pm,Comparative Arab Politics,, ,DIAM 145,10,25,3,Denoeux    
GO432,A,4,T, 1:00pm- 3:30pm,Seminar: U.S. Foreign Policy,, ,DIAM 241,8,12,0,Rodman     
GO454,A,4,W, 1:00pm- 3:30pm,"Seminar: Politics of Development: State, Society, and Markets",,I ,DIAM 241,10,12,0,Hatch      
GO456,A,4,TR, 9:30am-10:45am,Seminar: Civil Society and Social Change in Latin America,S,I ,DIAM 242,4,12,0,Mayka      
GS211,A,4,MW,11:00am-12:15pm,Human Rights and Social Justice in Global Perspective,W2, ,DIAM 343,17,20,0,Razsa      
GS214,A,4,TR,11:00am-12:15pm,Economic Policy and Performance in Contemporary Latin America (See EC214),,I , ,0, , ,Franko     
GS224,A,4,TR, 2:30pm- 3:45pm,Multimedia Storytelling in a Transnational World,, ,DIAM 323,13,14,0,Razsa      
GS255,A,4,TR, 1:00pm- 2:15pm,"Global Health: Critical Perspectives on Health, Care, and Policy",S, ,DIAM 343,18,18,0,ElShaarawi 
GS455,A,4,W, 1:00pm- 3:30pm,Intervention: The Ethics and Politics of Humanitarianism,S, ,DIAM 343,11,12,0,ElShaarawi 
HI112,A,4,MWF,11:00am-11:50am,A Survey of Modern Europe,H,I ,MUDD 405,19,40,7,Scheck     
HI120B,A,4,MWF,11:00am-11:50am,Spotlight on History: America's First Ladies,"H,W1", ,MILL 257,14,16, ,Leonard    
HI132,A,4,MWF,10:00am-10:50am,"Survey of U.S. History, 1865 to the Present",H, ,OLIN 001,38,40,11,Weisbrot   
HI141,A,4,TR, 9:30am-10:45am,Genocide and Globalization: 20th-Century World History,H,I ,MILL 014,41,40,9,vanderMeer 
HI184,A,4,TR, 8:00am- 9:15am,History of the Modern Middle East,H,I ,LOVE 100,29,40,0,"Hayes, E   "
HI200,A,4,M, 1:00pm- 3:30pm,Introduction to History,H, ,MILL 008,18,20,0,Scheck     
HI211,A,4,TR, 8:00am- 9:15am,"Lawgivers, Pharaohs, and Philosophers: Ancient Civilizations",H, ,MILL 257,9,30,0,"Taylor, L  "
HI228,A,4,TR, 1:00pm- 2:15pm,The Russian Empire: Soviet History and 20th-Century Revolutions,H,I ,LOVE 215,17,30,0,Josephson  
HI232,A,4,MWF, 9:00am- 9:50am,"American Women's History, 1870 to the Present",H,U ,MILL 257,12,30,0,Leonard    
HI234,A,4,WF, 1:00pm- 2:15pm,Native Americans since 1850,H,U ,LOVE 213,29,30,0,Tortora    
HI246,A,4,TR,11:00am-12:15pm,Luddite Rantings: A Historical Critique of Big Technology,H,U ,MILL 014,30,30,0,Josephson  
HI263,A,4,TR, 1:00pm- 2:15pm,Age of European Expansion in World History,H,I ,LOVE 213,14,30,5,vanderMeer 
HI276,A,4,TR,11:00am-12:15pm,Patterns and Processes in World History,H, ,LOVE 205,28,30,6,Watkins    
HI277,A,4,MWF, 9:00am- 9:50am,History of the Maya from 200 B.C. (See LA277),H,I , ,0, , ,Fallaw     
HI298,A,4,MW, 2:30pm- 3:45pm,African Monarchies in Historical Perspective,, ,LOVE 203,7,30,3,Watkins    
HI298B,A,4,TR,11:00am-12:15pm,Apocalypse: The History of the End of the World,, ,MILL 319,10,30,0,"Hayes, E   "
HI314,A,4,T, 1:00pm- 3:30pm,Italian Renaissance,H, ,MILL 257,8,20,0,"Taylor, L  "
HI337,A,4,R, 1:00pm- 3:30pm,The Age of the American Revolution,H,U ,MILL 319,19,20,0,Tortora    
HI377,A,4,W, 1:00pm- 3:30pm,"Imperialism, Decolonization, and Modernity in Southeast Asia",H,I ,MILL 257,8,20,0,vanderMeer 
HI398,A,4,TR, 1:00pm- 2:15pm,Athenian Democracy as Reality and Idea (See CL398),H, , ,0, , ,Welser     
HI398C,A,4,TR,11:00am-12:15pm,Crime and Punishment in Modern China,H, ,MILL 257,6,20,6,Thilly     
HI398D,A,4,T, 7:00pm- 9:30pm,America in the Great Depression,H,U ,LOVE 319,22,25,1,Weisbrot   
HI398E,A,4,MW,11:00am-12:15pm,Gender and Power in Modern African History,, ,MILL 253,15,20,7,Watkins    
HI432,A,4,T, 1:00pm- 3:30pm,Research Seminar: Native Americans in New England,"H,W3",U ,MILL 319,4,15,0,Tortora    
IS224,A,8,TR, 1:00pm- 2:15pm,Global Maine,Multiple;<br>see<br>course<br>description,U ,DIAM 323,0,14,0,Besteman   Razsa       
IS224,A,8,TR, 2:30pm- 3:45pm,Global Maine,Multiple;<br>see<br>course<br>description,U ,DIAM 323,0,14,0,Besteman   Razsa       
IT126,A,4,MTWR,10:00am-10:50am,Italian II,, ,LOVE 211,10,19,14,"Rizzo, G   "
IT126,B,4,MTWR,11:00am-11:50am,Italian II,, ,LOVE 211,17,19,14,"Rizzo, G   "
IT128,A,4,MWF,12:00n -12:50pm,Italian through Film and Visual Culture,, ,LOVE 102,8,19,4,Ferrando   
IT235,A,1,T, 7:00pm- 7:50pm,Italian Conversation,, ,LOVE 302,9,20, ,"Rizzo, S   "
IT255,A,4,MW, 2:30pm- 3:45pm,"Modern Classics, Italian Style",L, ,LOVE 207,5,15,0,Ferrando   
JA126,A,5,MTWRF, 9:00am- 9:50am,Elementary Japanese II,, ,LOVE 102,12,19,13,Prindle    
JA128,A,4,MTWR,10:00am-10:50am,Intermediate Japanese II,, ,LOVE 423,4,19,11,Abe        
JA135,A,1,M, 7:00pm- 7:50pm,Conversational Japanese I,, ,LOVE 212,5,20, ,Matsumura  
JA135,B,1,W, 7:00pm- 7:50pm,Conversational Japanese I,, ,LOVE 212,6,20, ,Matsumura  
JA235,A,1,R, 7:00pm- 7:50pm,Conversational Japanese II,, ,LOVE 423,3,20, ,Matsumura  
JA322,A,4,TR,11:00am-12:15pm,Third-Year Japanese,, ,LOVE 423,4,20,6,Abe        
JA335,A,1,T, 6:00pm- 6:50pm,Conversational Japanese III,, ,LOVE 423,2,20, ,Matsumura  
JA431,A,4,MF, 3:00pm- 4:15pm,Business Japanese,, ,LOVE 423,4,15,3,Prindle    
JS126,A,3,MTR,12:00n -12:50pm,Hebrew II,, ,LOVE 302,8,20,4,"Weiss, M   "
JS182,A,4,TR, 1:00pm- 2:15pm,Jews and Judaism in the Modern World (See RE182),H,I , ,0, , ,Freidenrch 
JS251,A,4,MW,11:00am-12:15pm,Israelis and Palestinians: Conflict and Accommodation (See GO251),S, , ,0, , ,Denoeux    
JS322,A,4,TR,11:00am-12:15pm,Food and Religious Identity (See RE322),S, , ,0, , ,Freidenrch 
JS323,A,4,TR, 2:30pm- 3:45pm,Holocaust in French Cinema (See FR323),, , ,0, , ,Brunetaux  
JS323,A,4,R, 7:00pm- 9:00pm,Holocaust in French Cinema (See FR323),, , ,0, , ,Brunetaux  
LA174,A,4,MW,11:00am-12:15pm,Introduction to Latin American Studies,H,I ,LOVE 318,18,35,7,Fallaw     
LA214,A,4,TR,11:00am-12:15pm,Economic Policy and Performance in Contemporary Latin America (See EC214),,I , ,0, , ,Franko     
LA253,A,4,MW, 1:00pm- 2:15pm,Introduction to Latin American Politics (See GO253),, , ,0, , ,Mayka      
LA277,A,4,MWF, 9:00am- 9:50am,History of the Maya from 200 B.C.,H,I ,LOVE 318,14,40,13,Fallaw     
LA361,A,4,M, 1:00pm- 3:30pm,"Militaries, Militarization, and War (See AY361)",S, , ,0, , ,"Tate, W    "
LA456,A,4,TR, 9:30am-10:45am,Seminar: Civil Society and Social Change in Latin America (See GO456),S,I , ,0, , ,Mayka      
LA493,A,4,T, 7:00pm- 9:30pm,Seminar: Sexual Dissidence in Revolutionary Cuba (See Spanish 493),L, , ,0, , ,Olivares   
LT112,A,4,MTWF,11:00am-11:50am,Intermediate Latin,, ,LOVE 102,8,20,7,Barrett    
LT359,A,4,MW, 1:00pm- 2:15pm,Nature of Things: Lucretius's <I>De Rerum Natura</I>,L, ,LOVE 244,7,15,12,Barrett    
MA121,A,4,MTWF, 9:00am- 9:50am,Single-Variable Calculus,Q, ,LOVE 119,22,28,1,Krumm      
MA121,B,4,MTWF,12:00n -12:50pm,Single-Variable Calculus,Q, ,LOVE 203,25,28,1,Krumm      
MA122,A,4,MTWR, 9:00am- 9:50am,Series and Multi-variable Calculus,Q, ,LOVE 203,16,28,1,Hulse      
MA122,B,4,MTWR,12:00n -12:50pm,Series and Multi-variable Calculus,Q, ,DAVI 201,23,28,1,Hulse      
MA162,A,4,MWF,12:00n -12:50pm,Honors Calculus II,, ,MILL 014,19,28,4,Livshits   
MA253,A,4,MWF, 9:00am- 9:50am,Linear Algebra,, ,KEYE 102,28,28,13,Bretscher  
MA253,B,4,MW,11:00am-12:15pm,Linear Algebra,, ,LOVE 303,21,28,0,Mathes     
MA253,C,4,TR,11:00am-12:15pm,Linear Algebra,, ,LOVE 303,26,28,0,Mathes     
MA262,A,4,MWF,12:00n -12:50pm,Vector Calculus,, ,LOVE 212,25,28,1,Lu         
MA262,B,4,MWF,12:00n -12:50pm,Vector Calculus,, ,MUDD 405,28,28,1,Welch      
MA274,A,4,MWF,10:00am-10:50am,Mathematical Reasoning,W2, ,MUDD 405,25,28,11,"Taylor, Sc "
MA311,A,4,MWF,12:00n -12:50pm,Ordinary Differential Equations,, ,KEYE 102,26,28,4,Holly      
MA338,A,4,MWF, 2:30pm- 3:20pm,Real Analysis,, ,DAVI 217,9,28,3,Livshits   
MA357,A,4,MWF,11:00am-11:50am,Elementary Number Theory,, ,LOVE 208,22,28,7,Krumm      
MA382,A,4,TR,11:00am-12:15pm,Mathematical Statistics II: Inference (See SC382),, , ,0, , ,O'Brien    
MA398,A,4,MWF, 1:00pm- 1:50pm,Stochastic Processes,, ,KEYE 102,9,28,12,Lu         
MA434,A,4,TR, 2:30pm- 3:45pm,Topics in Abstract Algebra,, ,DAVI 217,8,15,0,Mathes     
MA472,A,4,MWF,10:00am-10:50am,Topics in Mathematical Modeling,, ,DAVI 217,9,15,0,Holly      
