Course,Section,Cr,Days,Times,Title,DistReq,Diversity,Room,Reg,Max,Exam,Faculty
AY313,A,4,M, 1:00pm- 3:30pm,Researching Cultural Diversity,, ,DIAM 323,9,15,0,Halvorson  
AY333,A,4,W, 1:00pm- 3:30pm,Contemporary Theory,, ,DIAM 243,11,15,3,Bhimull    
AY361,A,4,M, 1:00pm- 3:30pm,"Militaries, Militarization, and War",S, ,DIAM 243,10,15,0,"Tate, W    "
AY421,A,4,T, 1:00pm- 3:30pm,Anthropology of Creativity,, ,DIAM 243,9,12,5,Bhimull    
AY455,A,4,W, 1:00pm- 3:30pm,Intervention: The Ethics and Politics of Humanitarianism (See GS455),S, , ,0, , ,ElShaarawi 
AY464,A,4,R, 1:00pm- 3:30pm,Anthropology of Food,, ,DIAM 243,8,12,0,MillsMaryB 
BC362,A,4,TR,11:00am-12:15pm,Medical Biochemistry,, ,KEYE 105,19,24,6,Galanis    
BC362,A,4,F,12:00n -12:50pm,Medical Biochemistry,, ,LOVE 205,19,24,6,Galanis    
BC368,A,4 to 5,TR, 9:30am-10:45am,Biochemistry of the Cell II,, ,KEYE 103,15,36,9,Millard    
BC368,A,4 to 5,F,12:00n -12:50pm,Biochemistry of the Cell II,, ,LOVE 215,15,36,9,Millard    
BC368 L,A,,T,12:30pm- 4:30pm,Lab: Cell Biochemistry,, ,KEYE 303,12,11, ,Millard    
BC378,A,4,MWF,10:00am-10:50am,Molecular Biology,, ,OLIN 234,13,16,11,Johnson    
BC378,A,4,W, 1:00pm- 4:00pm,Molecular Biology,, ,AREY 205,13,16,11,Johnson    
BI133,A,4,TR,11:00am-12:15pm,Microorganisms and Society,"N,Lb", ,AREY 005,32,32,6,Fekete     
BI133 L,A,,T, 1:00pm- 4:00pm,Lab: Microorgn & Society,, ,AREY 307,16,16, ,Crystal    
BI133 L,B,,R, 1:00pm- 4:00pm,Lab: Microorgn & Society,, ,AREY 307,16,16, ,Crystal    
BI164,A,4,MWF, 9:00am- 9:50am,Evolution and Diversity,"N,Lb", ,OLIN 001,48,48,13,"Collins, C "
BI164,B,4,MWF,11:00am-11:50am,Evolution and Diversity,"N,Lb", ,OLIN 001,47,48,7,Wilson     
BI164 L,A1,,M, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 201,14,16, ,Staffiere  
BI164 L,A2,,M, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 202,13,16, ,Bade       
BI164 L,B1,,T, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 201,13,16, ,Staffiere  
BI164 L,B2,,T, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 202,14,16, ,Bade       
BI164 L,C1,,W, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 201,8,16, ,Bade       
BI164 L,C2,,W, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 202,9,16, ,Childers   
BI164 L,D1,,R, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 201,10,16, ,Staffiere  
BI164 L,D2,,R, 1:00pm- 4:00pm,Lab: Evolutn & Diversity,, ,AREY 202,14,16, ,Childers   
BI223,A,4,TR, 9:30am-10:45am,Science and Baseball,N, ,MILL 008,28,36,9,Wilson     
BI223 D,A,,W, 1:00pm- 2:15pm,Discussion: Science & Baseball,, ,MILL 205,17,18, ,Wilson     
BI223 D,B,,W, 2:30pm- 3:45pm,Discussion: Science & Baseball,, ,MILL 205,11,18, ,Wilson     
BI225,A,4,MWF, 9:00am- 9:50am,Immunology,, ,LOVE 205,32,32,13,Hannum     
BI225 L,A,,T, 1:00pm- 4:00pm,Lab: Immunology,, ,AREY 305,16,16, ,Hannum     
BI225 L,B,,W, 1:00pm- 4:00pm,Lab: Immunology,, ,AREY 305,16,16, ,Hannum     
BI227,A,4,MWF,10:00am-10:50am,Cell Biology,, ,LOVE 205,13,16,11,Galanis    
BI227,A,4,T, 1:00pm- 4:00pm,Cell Biology,, ,AREY 205,13,16,11,Galanis    
BI240,A,3,TR, 9:30am-10:45am,Microbes in the Environment,N, ,KEYE 105,19,30,9,Childers   
BI275,A,4,MWF,12:00n -12:50pm,Human Physiology,, ,OLIN 001,41,42,4,Tilden     
BI275 L,A,,M, 1:00pm- 4:00pm,Lab: Human Physiology,, ,OLIN 332,13,14, ,Guay       
BI275 L,B,,W, 1:00pm- 4:00pm,Lab: Human Physiology,, ,OLIN 332,14,14, ,Guay       
BI275 L,C,,R, 1:00pm- 4:00pm,Lab: Human Physiology,, ,OLIN 332,14,14, ,Guay       
BI276,A,4,MWF, 8:00am- 8:50am,Comparative Vertebrate Anatomy,, ,OLIN 001,19,32,8,Bevier     
BI276 L,A,,T, 1:00pm- 4:00pm,Comparative Vertebrate Anatomy,, ,AREY 207,10,16, ,Bevier     
BI276 L,B,,W, 1:00pm- 4:00pm,Comparative Vertebrate Anatomy,, ,AREY 207,9,16, ,Bevier     
BI279,A,4,MWF,11:00am-11:50am,Genetics,, ,LOVE 213,36,36,7,Angelini   
BI279 L,A,,T, 1:00pm- 4:00pm,Laboratory: Genetics,, ,AREY 001,12,12, ,Beachy     
BI279 L,B,,W, 1:00pm- 4:00pm,Laboratory: Genetics,, ,AREY 001,12,12, ,Angelini   
BI279 L,C,,R, 1:00pm- 4:00pm,Laboratory: Genetics,, ,AREY 001,12,12, ,Beachy     
BI320,A,3,TR,11:00am-12:15pm,Evolutionary Analysis,, ,LOVE 301,12,20,6,"Stone, J.  "
BI348,A,3,TR, 9:30am-10:45am,Pathogenic Bacteriology,, ,AREY 005,9,18,9,Fekete     
BI352,A,4,MWF, 9:00am- 9:50am,Advanced and Applied Ecology (See ES352),, , ,0, , ,McDowell   
BI352,A,4,M, 1:00pm- 4:00pm,Advanced and Applied Ecology (See ES352),, , ,0, , ,McDowell   
BI362,A,4,TR,11:00am-12:15pm,Medical Biochemistry (See BC362),, , ,0, , ,Galanis    
BI362,A,4,F,12:00n -12:50pm,Medical Biochemistry (See BC362),, , ,0, , ,Galanis    
BI366,A,4,TR, 9:30am-10:45am,The Environment and Human Health (See ES366),N, , ,0, , ,Carlson    
BI368,A,4 to 5,TR, 9:30am-10:45am,Biochemistry of the Cell II (See BC368),, , ,0, , ,Millard    
BI368,A,4 to 5,F,12:00n -12:50pm,Biochemistry of the Cell II (See BC368),, , ,0, , ,Millard    
BI374,A,3 to 4,TR, 9:30am-10:45am,Advanced Neurobiology,, ,OLIN 234,24,16,9,Ahmad      
BI374 L,A,,R, 1:00pm- 4:00pm,Optional Lab: Advanced Neurobiology,, ,AREY 205,4,16, ,Ahmad      
BI376,A,3,TR,11:00am-12:15pm,"Development, Genes, and Evolution",, ,OLIN 335,7,16,0,Angelini   
BI378,A,4,MWF,10:00am-10:50am,Molecular Biology (See BC378),, , ,0, , ,Johnson    
BI378,A,4,W, 1:00pm- 4:00pm,Molecular Biology (See BC378),, , ,0, , ,Johnson    
BI382,A,4,TR, 9:30am-10:45am,Ecological Modeling,, ,OLIN 335,10,16,9,"Collins, C "
BI382,A,4,R, 1:00pm- 4:00pm,Ecological Modeling,, ,MILL 008,10,16,9,"Collins, C "
BI402,A,1,F, 1:00pm- 1:50pm,Biology Seminar (Applied Microbiology),, ,LOVE 318,17,12, ,Fekete     
BI402,B,1,F, 1:00pm- 1:50pm,Biology Seminar (Parasites and Behavior),, ,OLIN 234,15,12, ,Bevier     
BI402,C,1,F, 1:00pm- 1:50pm,Biology Seminar (Coevolution),, ,OLIN 335,14,12, ,Wilson     
CH142,A,4,MWF, 9:00am- 9:50am,General Chemistry,"N,Lb", ,KEYE 105,44,54,10,Shattuck   
CH142,B,4,MWF,10:00am-10:50am,General Chemistry,"N,Lb", ,KEYE 105,56,54,10,Conry      
CH142 L,A,,M, 1:00pm- 3:50pm,Laboratory: General Chem,, ,KEYE 405,13,18, ,Shattuck   
CH142 L,B1,,T, 8:00am-10:50am,Laboratory: General Chem,, ,KEYE 405,16,18, ,Hepburn    
CH142 L,B2,,T, 1:00pm- 3:50pm,Laboratory: General Chem,, ,KEYE 405,17,18, ,"Miller, L  "
CH142 L,C,,W, 1:00pm- 3:50pm,Laboratory: General Chem,, ,KEYE 405,17,18, ,"Miller, L  "
CH142 L,D,,R, 1:00pm- 3:50pm,Laboratory: General Chem,, ,KEYE 405,18,18, ,"Miller, L  "
CH142 L,E,,F, 1:00pm- 3:50pm,Laboratory: General Chem,, ,KEYE 405,19,18, ,"Miller, L  "
CH144,A,1,T, 7:00pm- 9:00pm,Turbo Chemistry,, ,KEYE 103,9,16, ,King       
CH217,A,3,TR, 8:00am- 9:15am,Environmental Chemistry,, ,KEYE 105,16,24,5,King       
CH242,A,4,MWF, 9:00am- 9:50am,Organic Chemistry,, ,MILL 014,33,40,10,Katz       
CH242,B,4,MWF,10:00am-10:50am,Organic Chemistry,, ,MILL 014,36,40,10,Katz       
CH242 L,A,,M, 1:00pm- 4:45pm,Laboratory: Organic Chem,, ,KEYE 305,13,16, ,Klinkerch  
CH242 L,B,,T, 1:00pm- 4:45pm,Laboratory: Organic Chem,, ,KEYE 305,17,16, ,Klinkerch  
CH242 L,C,,W, 1:00pm- 4:45pm,Laboratory: Organic Chem,, ,KEYE 305,16,16, ,Katz       
CH242 L,D1,,R, 8:00am-11:45am,Laboratory: Organic Chem,, ,KEYE 305,8,16, ,Klinkerch  
CH242 L,D2,,R, 1:00pm- 4:45pm,Laboratory: Organic Chem,, ,KEYE 305,14,16, ,Klinkerch  
CH242 L,X,,,TBA,Laboratory: Organic Chem,, , ,1, , ,Katz       
CH332,A,4,TR,11:00am-12:15pm,Instrumental Methods of Analysis,, ,KEYE 103,2,12,6,King       
CH332,A,4,R, 1:00pm- 4:50pm,Instrumental Methods of Analysis,, ,KEYE 205,2,12,6,King       
CH342,A,5,MW,11:00am-12:15pm,Physical Chemistry,, ,KEYE 103,5,12,7,Boekelheid 
CH342,A,5,F, 2:00pm- 2:50pm,Physical Chemistry,, ,KEYE 103,5,12,7,Boekelheid 
CH342 L,A,,M, 1:00pm- 4:50pm,Lab: Physical Chemistry,, ,KEYE 205,5,12, ,Boekelheid 
CH362,A,4,TR,11:00am-12:15pm,Medical Biochemistry (See BC362),, , ,0, , ,Galanis    
CH362,A,4,F,12:00n -12:50pm,Medical Biochemistry (See BC362),, , ,0, , ,Galanis    
CH368,A,4 to 5,TR, 9:30am-10:45am,Biochemistry of the Cell II (See BC368),, , ,0, , ,Millard    
CH368,A,4 to 5,F,12:00n -12:50pm,Biochemistry of the Cell II (See BC368),, , ,0, , ,Millard    
CH378,A,4,MWF,10:00am-10:50am,Molecular Biology (See BC378),, , ,0, , ,Johnson    
CH378,A,4,W, 1:00pm- 4:00pm,Molecular Biology (See BC378),, , ,0, , ,Johnson    
CH431,A,4,TR,11:00am-12:15pm,Mechanistic Organic Chemistry,, ,KEYE 104,10,10,6,Thamattoor 
CH434,A,4,MWF, 9:00am- 9:50am,Symmetry and Spectroscopy,, ,KEYE 104,2,8,13,Conry      
CH494,A,1,F,11:00am-11:50am,Senior Seminar,, ,DIAM 141,17,20, ,Katz       
CH494,A,1,F, 3:00pm- 4:30pm,Senior Seminar,, ,KEYE 105,17,20, ,Katz       
CH494,B,1,F,11:00am-11:50am,Senior Seminar (Senior Seminar for Juniors),, ,DIAM 141,2,30, ,Katz       
CH494,B,1,F, 3:00pm- 4:30pm,Senior Seminar (Senior Seminar for Juniors),, ,KEYE 105,2,30, ,Katz       
CI142,A,4,TR, 2:30pm- 3:45pm,Introduction to Cinema Studies,A, ,AREY 005,20,25,8,Wurtzler   
CI142,A,4,W, 7:00pm-10:00pm,Introduction to Cinema Studies,A, ,AREY 005,20,25,8,Wurtzler   
CI142,B,4,MW, 2:30pm- 3:45pm,Introduction to Cinema Studies,A, ,AREY 005,3,25,8,Stevens    
CI142,B,4,W, 7:00pm-10:00pm,Introduction to Cinema Studies,A, ,LOVE 215,3,25,8,Stevens    
CI252,A,4,TR,11:00am-12:15pm,History of International Cinema II,A, ,LOVE 215,16,25,6,Wurtzler   
CI252,A,4,T, 7:00pm-10:00pm,History of International Cinema II,A, ,AREY 005,16,25,6,Wurtzler   
CI298A,A,4,MW, 1:00pm- 2:15pm,Fools Rush In: Comedy and Adaptation in Hollywood,, ,AREY 005,16,25,0,Stevens    
CI298A,A,4,M, 7:00pm-10:00pm,Fools Rush In: Comedy and Adaptation in Hollywood,, ,AREY 005,16,25,0,Stevens    
CI321B,A,4,TR, 8:00am- 9:15am,Topics in Film Theory: Hitchcock's Cinema,, ,AREY 005,9,15,14,Stevens    
CI321B,A,4,R, 7:00pm-10:00pm,Topics in Film Theory: Hitchcock's Cinema,, ,AREY 005,9,15,14,Stevens    
CL236,A,4,MW, 2:30pm- 3:45pm,Roman Legends and Literature,L, ,LOVE 100,66,105,0,O'Neill    
CL398,A,4,TR, 1:00pm- 2:15pm,Athenian Democracy as Reality and Idea,H, ,LOVE 244,6,14,0,Welser     
CN126,A,5,MTWRF, 9:00am- 9:50am,Elementary Chinese II,, ,LOVE 207,16,20,13,"Lu, H-C    "
CN128,A,4,MTWR,10:00am-10:50am,Intermediate Chinese II,, ,LOVE 119,19,20,11,"Lu, H-C    "
CN135,A,1,F,10:00am-10:50am,Chinese Conversation I,, ,LOVE 102,7,20, ,Tang       
CN322,A,4,MW,11:00am-12:15pm,Third-Year Chinese II,, ,LOVE 301,9,20,7,Zhang      
CN335,A,1,R, 7:00pm- 8:00pm,Chinese Conversation III,, ,LOVE 319,4,18, ,Tang       
CN430,A,4,TR,11:00am-12:15pm,Contemporary Chinese Society,, ,LOVE 307,7,20,6,Zhang      
CS151,A,4,MWF,10:00am-10:50am,Computational Thinking (Visual Media Applicat'ns),Q, ,LOVE 215,33,45,5,Skrien     
CS151,B,4,MWF,11:00am-11:50am,Computational Thinking (Visual Media Applicat'ns),Q, ,LOVE 215,26,45,5,Skrien     
CS151 L,A,,W, 1:00pm- 2:20pm,Lab: Computatnl Thinking (Lab: Visual Media Appl's),, ,DAVI 102,17,23, ,"Li, Ying   "
CS151 L,B,,W, 2:30pm- 3:50pm,Lab: Computatnl Thinking (Lab: Visual Media Appl's),, ,DAVI 102,10,23, ,"Li, Ying   "
CS151 L,C,,R, 1:00pm- 2:20pm,Lab: Computatnl Thinking (Lab: Visual Media Appl's),, ,DAVI 102,19,23, ,"Li, Ying   "
CS151 L,D,,R, 2:30pm- 3:50pm,Lab: Computatnl Thinking (Lab: Visual Media Appl's),, ,DAVI 102,13,23, ,"Li, Ying   "
CS232,A,4,MWF,10:00am-10:50am,Computer Organization,, ,DAVI 301,32,42,11,"Li, Ying   "
CS232 L,A,,M, 2:30pm- 3:50pm,Lab: Computer Org,, ,DAVI 122,10,14, ,Maxwell    
CS232 L,B,,T, 1:00pm- 2:20pm,Lab: Computer Org,, ,DAVI 122,12,14, ,Maxwell    
CS232 L,C,,W, 1:00pm- 2:20pm,Lab: Computer Org,, ,DAVI 122,10,14, ,Maxwell    
CS251,A,4,MWF, 8:00am- 8:50am,Data Analysis and Visualization,, ,DAVI 117,15,15,2,Maxwell    
CS251,B,4,MWF, 9:00am- 9:50am,Data Analysis and Visualization,, ,DAVI 117,30,40,13,"Taylor, St "
CS251 L,A,,M, 1:00pm- 2:20pm,Lab: Data Analysis/Vis,, ,DAVI 102,23,23, ,Maxwell    
CS251 L,B,,T, 2:30pm- 3:50pm,Lab: Data Analysis/Vis,, ,DAVI 102,22,23, ,Maxwell    
CS336,A,4,MWF,11:00am-11:50am,Parallel and Distributed Processing,, ,DAVI 102,18,20,7,"Taylor, St "
CS365,A,4,TR, 9:30am-10:45am,Computer Vision,, ,DAVI 117,16,25,9,Maxwell    
CS441,A,4,TR, 9:30am-10:45am,Systems Biology II,N, ,DAVI 102,7,15,2,"Taylor, St "
CS441,B,4,TR,11:00am-12:15pm,Systems Biology II,N, ,DAVI 122,12,15,2,"Taylor, St "
EA150,A,4,TR, 2:30pm- 3:45pm,Foundations in East Asian Studies,H,I ,LOVE 203,17,18,8,Thilly     
EA253,A,4,MW, 2:30pm- 3:45pm,Three Kingdoms in Chinese Literature,L, ,LOVE 208,19,18,0,Besio      
EA274,A,4,TR, 2:30pm- 3:45pm,"Survey of East Asian Art, 1300 to the Present (See AR274)",A, , ,0, , ,Walt       
EA278,A,4,MW, 1:00pm- 2:15pm,Language and Gender,S,I ,LOVE 202,18,20,12,Abe        
EA332,A,3 to 4,W, 7:00pm- 9:30pm,Masterpieces: Modern Japanese Novels,L,I ,LOVE 213,19,20,0,Prindle    
EA357,A,4,TR, 2:30pm- 3:45pm,Winners and Losers in Chinese Politics (See GO355),,I , ,0, , ,Hatch      
EA398,A,4,TR, 9:30am-10:45am,Buddhist Visual Worlds (See AR398),, , ,0, , ,Walt       
EC121,A,4,MWF, 9:00am- 9:50am,Financial Accounting,, ,LOVE 213,34,35,5,Downs      
EC121,B,4,MWF,10:00am-10:50am,Financial Accounting,, ,LOVE 213,32,35,5,Downs      
EC133,A,4,MWF, 1:00pm- 1:50pm,Principles of Microeconomics,S, ,DIAM 145,37,40,16,"Nelson, Ra "
EC133,A,4,W, 3:00pm- 3:50pm,Principles of Microeconomics,S, ,LOVE 215,37,40,16,"Nelson, Ra "
EC133,B,4,TR, 2:30pm- 3:45pm,Principles of Microeconomics,S, ,DIAM 141,37,40,16,Franko     
EC133,B,4,W, 3:00pm- 3:50pm,Principles of Microeconomics,S, ,DIAM 141,37,40,16,Franko     
EC134,A,4,MWF, 9:00am- 9:50am,Principles of Macroeconomics,S, ,DIAM 153,33,35,16,Siodla     
EC134,A,4,W, 3:00pm- 3:50pm,Principles of Macroeconomics,S, ,OLIN 001,33,35,16,Siodla     
EC134,B,4,MWF,10:00am-10:50am,Principles of Macroeconomics,S, ,DIAM 153,35,35,16,Siodla     
EC134,B,4,W, 3:00pm- 3:50pm,Principles of Macroeconomics,S, ,OLIN 001,35,35,16,Siodla     
EC134,C,4,MWF,11:00am-11:50am,Principles of Macroeconomics,S, ,DIAM 153,21,35,16,Findlay    
EC134,C,4,W, 3:00pm- 4:00pm,Principles of Macroeconomics,S, ,KEYE 105,21,35,16,Findlay    
EC134,D,4,MWF,12:00n -12:50pm,Principles of Macroeconomics,S, ,DIAM 153,19,35,16,Findlay    
EC134,D,4,W, 3:00pm- 4:00pm,Principles of Macroeconomics,S, ,KEYE 105,19,35,16,Findlay    
EC211,A,4,MWF,11:00am-11:50am,Corporate Finance I,, ,DIAM 145,31,30,7,"Nelson, Ra "
EC212,A,4,TR, 9:30am-10:45am,Corporate Finance II,, ,DIAM 344,20,20,10,Wolk       
EC212,B,4,TR,11:00am-12:15pm,Corporate Finance II,, ,DIAM 344,20,20,10,Wolk       
EC214,A,4,TR,11:00am-12:15pm,Economic Policy and Performance in Contemporary Latin America,W2,I ,DIAM 343,19,20,6,Franko     
EC221,A,4,TR, 2:30pm- 3:45pm,Managerial Economics,, ,LOVE 215,29,30,8,Chan       
EC223,A,4,MWF, 9:00am- 9:50am,Microeconomic Theory,, ,DIAM 145,31,30,16,Gunter     
EC223,A,4,R, 3:00pm- 3:50pm,Microeconomic Theory,, ,LOVE 100,31,30,16,Gunter     
EC223,B,4,MWF,10:00am-10:50am,Microeconomic Theory,, ,DIAM 145,31,30,16,Gunter     
EC223,B,4,R, 3:00pm- 3:50pm,Microeconomic Theory,, ,LOVE 100,31,30,16,Gunter     
EC224,A,4,MWF,12:00n -12:50pm,Macroeconomic Theory,, ,DIAM 122,31,30,16,"Lester, R  "
EC224,A,4,W, 3:00pm- 3:50pm,Macroeconomic Theory,, ,DIAM 142,31,30,16,"Lester, R  "
EC224,B,4,MWF, 1:00pm- 1:50pm,Macroeconomic Theory,, ,DIAM 122,26,30,16,"Lester, R  "
EC224,B,4,W, 3:00pm- 3:50pm,Macroeconomic Theory,, ,DIAM 142,26,30,16,"Lester, R  "
EC231,A,4,TR, 8:00am- 9:15am,Environmental and Natural Resource Economics,, ,DIAM 153,31,30,1,Chan       
